formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,gap width,stability,mu_b,mu_b saturation
V2CrSn,Inverse Heusler,20,Xa,6.222,1,0.084,56.24,0.043,FALSE,2.3385,360.14
V2CrSb,Inverse Heusler,21,Xa,6.21,1,0.057,1.35,0.19,FALSE,2.8927,448.08
V2MnAl,Inverse Heusler,20,Xa,5.9218,0.9999,-0.148,100,0.142,TRUE,2,357.29
V2MnGa,Inverse Heusler,20,Xa,5.924,1,-0.118,100,0.124,TRUE,2,356.87
V2MnIn,Inverse Heusler,20,Xa,6.271,1,0.197,54.7,0.157,FALSE,3.2251,485.13
V2MnSi,Inverse Heusler,21,Xa,5.8159,1.0001,-0.34,0,0.038,TRUE,0.0009,0.17
V2MnGe,Inverse Heusler,21,Xa,5.92,1,-0.193,1.16,0.095,TRUE,2.8136,503.07
V2MnSn,Inverse Heusler,21,Xa,6.2,1,-0.002,73.96,0.1,TRUE,2.9604,460.79
V2MnP,Inverse Heusler,22,Xa,5.6947,1.0021,-0.419,1.08,0.053,TRUE,0.5855,117.36
V2FeAl,Inverse Heusler,21,Xa,5.9142,1,-0.191,30.55,0.276,TRUE,2.911,521.99
V2FeGa,Inverse Heusler,21,Xa,5.91,1,-0.146,28.29,0.204,TRUE,2.8487,511.93
V2FeIn,Inverse Heusler,21,Xa,6.17,1,0.173,33.82,0.09,FALSE,2.8998,457.97
V2FeSi,Inverse Heusler,22,Xa,5.7819,1.0003,-0.341,92.64,0.285,TRUE,1.986,381.04
V2CoIn,Inverse Heusler,22,Xa,6.15,1,0.18,80.23,0.513,FALSE,1.9987,318.75
Cr2MnAl,Inverse Heusler,22,Xa,5.831,1,-0.086,100,0.204,TRUE,2,374.22
Cr2MnGa,Inverse Heusler,22,Xa,5.832,1,-0.004,94.52,0.138,TRUE,1.993,372.72
Cr2MnIn,Inverse Heusler,22,Xa,6.31,1,0.313,12.29,No gap,FALSE,3.6325,536.35
Cr2MnSi,Inverse Heusler,23,Xa,5.66,1,-0.236,65.52,0.085,TRUE,1.135,232.21
Cr2FeAl,Inverse Heusler,23,Xa,5.76,1,-0.066,99.04,No gap,TRUE,1.0051,195.11
Cr2FeGa,Inverse Heusler,23,Xa,5.79,1,0.033,96.75,0.076,FALSE,0.9849,188.23
Cr2FeIn,Inverse Heusler,23,Xa,6.12,1,0.383,94.42,No gap,FALSE,0.9769,158.1
Cr2FeSi,Inverse Heusler,24,Xa,5.6189,0.9992,-0.222,0,0.147,TRUE,0.0006,0.13
Cr2FeGe,Inverse Heusler,24,Xa,5.762,1,0.013,94.54,0.195,FALSE,0.0156,3.03
Cr2FeSn,Inverse Heusler,24,Xa,6.081,1,0.227,95.47,0.057,FALSE,0.0233,3.84
Cr2FeP,Inverse Heusler,25,Xa,5.5813,1.0002,-0.226,98.92,0.076,TRUE,1.0141,216.33
Cr2FeAs,Inverse Heusler,25,Xa,5.76,1,0.062,97.08,0.394,FALSE,1.0106,196.17
Cr2FeSb,Inverse Heusler,25,Xa,6.05,1,0.22,97.09,0.461,FALSE,1.0134,169.76
Cr2CoAl,Inverse Heusler,24,Xa,5.79,1,-0.08,95.82,0.352,TRUE,0.0095,1.82
Cr2CoGa,Inverse Heusler,24,Xa,5.815,1,0.008,88.3,0.053,FALSE,0.0747,14.09
Cr2CoIn,Inverse Heusler,24,Xa,6.13,1,0.299,80.54,0.048,FALSE,0.1443,23.24
Cr2CoSn,Inverse Heusler,25,Xa,6.11,1,0.141,89.59,0.271,FALSE,1.034,168.16
Cr2CoP,Inverse Heusler,26,Xa,5.6185,0.9986,-0.22,100,0.48,TRUE,1.9999,418.86
Cr2CoSb,Inverse Heusler,26,Xa,6.06,1,0.15,97.58,0.342,FALSE,2.0016,333.65
Cr2NiAl,Inverse Heusler,25,Xa,5.7,1,-0.071,100,0.142,TRUE,1,200.31
Cr2NiGa,Inverse Heusler,25,Xa,5.87,1,-0.02,75.65,0.332,TRUE,0.9898,181.53
Cr2NiIn,Inverse Heusler,25,Xa,6.18,1,0.219,10.75,0.252,FALSE,0.7431,116.79
Cr2NiSn,Inverse Heusler,26,Xa,6.17,1,0.115,16.27,0.442,FALSE,0.8278,130.74
Cr2NiSb,Inverse Heusler,27,Xa,6.132,1,0.159,30.79,0.484,FALSE,1.2883,207.27
Cr2CuAl,Inverse Heusler,26,Xa,5.93,1,0.077,32.52,0.19,FALSE,0.7568,134.63
Cr2CuGa,Inverse Heusler,26,Xa,5.98,1,0.144,11.66,0.152,FALSE,0.4454,77.26
Cr2CuIn,Inverse Heusler,26,Xa,6.307,1,0.31,3.44,No gap,FALSE,0.1492,22.06
Cr2CuSi,Inverse Heusler,27,Xa,5.78,1,0.039,51.28,0.214,FALSE,0.8017,154.01
Cr2CuGe,Inverse Heusler,27,Xa,5.962,1,0.181,11.6,0.461,FALSE,0.6161,107.85
Cr2CuSn,Inverse Heusler,27,Xa,6.283,1,0.229,4.9,0.337,FALSE,0.2333,34.89
Cr2CuSb,Inverse Heusler,28,Xa,6.28,1,0.279,7.21,0.076,FALSE,0.3134,46.94
Cr2ZnAl,Inverse Heusler,27,Xa,6.005,1,0.067,16.62,0.314,FALSE,0.7063,121
Cr2ZnGa,Inverse Heusler,27,Xa,6.071,1,0.15,7.21,0.195,FALSE,0.0778,12.9
Cr2ZnIn,Inverse Heusler,27,Xa,6.385,1,0.304,4.17,No gap,FALSE,0.0036,0.51
Cr2ZnSn,Inverse Heusler,28,Xa,6.36,1,0.27,36.52,No gap,FALSE,0.1016,14.65
Mn2FeAl,Inverse Heusler,25,Xa,5.75,1,-0.158,98.43,0.418,TRUE,1.0009,195.31
Mn2FeGa,Inverse Heusler,25,Xa,5.79,1,-0.075,95.78,0.104,TRUE,1.0386,198.49
Mn2FeIn,Inverse Heusler,25,Xa,6.13,1,0.231,40.05,0.186,FALSE,1.3374,215.38
Mn2FeSi,Inverse Heusler,26,Xa,5.6006,0.9998,-0.362,84.51,0.256,TRUE,2.0077,424.03
Mn2FeGe,Inverse Heusler,26,Xa,5.72,1,-0.14,85.64,0.418,TRUE,2.0135,399.11
Mn2FeSn,Inverse Heusler,26,Xa,6.059,0.9972,0.065,93.53,0.09,FALSE,1.9994,334.38
Mn2FeP,Inverse Heusler,27,Xa,5.5584,0.9989,-0.352,100,0.252,TRUE,3,648.75
Mn2FeAs,Inverse Heusler,27,Xa,5.72,1,-0.071,100,0.337,TRUE,3,594.65
Mn2FeSb,Inverse Heusler,27,Xa,5.9914,1.0003,0.081,100,0.418,FALSE,3,517.29
Mn2CoAl,Inverse Heusler,26,Xa,5.7349,0.9995,-0.27,100,0.38,TRUE,1.9999,393.53
Mn2CoGa,Inverse Heusler,26,Xa,5.76,1,-0.167,85.26,0.047,TRUE,2.0045,389.1
Mn2CoIn,Inverse Heusler,26,Xa,6.091,1,0.135,6.5,No gap,FALSE,1.7774,291.77
Mn2CoSi,Inverse Heusler,27,Xa,5.621,0.9989,-0.365,100,0.513,TRUE,3,627.28
Mn2CoGe,Inverse Heusler,27,Xa,5.733,1,-0.153,100,0.323,TRUE,3,590.61
Mn2CoSn,Inverse Heusler,27,Xa,6.092,1,0.026,31.41,No gap,FALSE,1.5295,250.96
Mn2CoP,Inverse Heusler,28,Xa,5.5814,1.0002,-0.333,100,0.508,TRUE,4,853.28
Mn2CoAs,Inverse Heusler,28,Xa,5.7378,1.0005,-0.08,100,0.295,TRUE,4,785.13
Mn2CoSb,Inverse Heusler,28,Xa,5.9853,1.0005,0.042,100,0.499,FALSE,4,691.7
Mn2NiAl,Inverse Heusler,27,Xa,5.8,1,-0.253,52.14,No gap,TRUE,1.1766,223.7
Mn2NiGa,Inverse Heusler,27,Xa,5.83,1,-0.17,58.96,No gap,TRUE,1.1825,221.37
Mn2NiIn,Inverse Heusler,27,Xa,6.17,1,0.055,4.49,No gap,FALSE,0.5289,83.53
Mn2NiSi,Inverse Heusler,28,Xa,5.7,1,-0.29,27.68,0.076,TRUE,1.0712,214.57
Mn2NiGe,Inverse Heusler,28,Xa,5.85,1,-0.14,31.03,No gap,TRUE,0.897,166.21
Mn2NiSn,Inverse Heusler,28,Xa,6.146,1,-0.046,33.54,No gap,TRUE,0.5561,88.86
Mn2CuAl,Inverse Heusler,28,Xa,5.89,1,-0.11,52.06,No gap,TRUE,0.1841,33.42
Mn2CuGa,Inverse Heusler,28,Xa,5.937,1,-0.042,58.57,No gap,TRUE,0.3264,57.86
Mn2CuIn,Inverse Heusler,28,Xa,6.247,1,0.141,26.49,No gap,FALSE,0.2512,38.22
Fe2CoAl,Inverse Heusler,28,Xa,5.7006,1.0007,-0.27,58.7,0.114,TRUE,4.991,998.74
Fe2CoGa,Inverse Heusler,28,Xa,5.724,1,-0.156,45.86,0.1,TRUE,5.1876,1026.11
Fe2CoIn,Inverse Heusler,28,Xa,6.0101,1.0021,0.136,52.55,0.057,FALSE,6.0264,1027.68
Fe2CoSi,Inverse Heusler,29,Xa,5.6086,0.9988,-0.371,74.15,0.138,TRUE,4.9626,1044.71
Fe2CoGe,Inverse Heusler,29,Xa,5.72,1,-0.164,53.05,0.123,TRUE,5.0832,1007.57
Fe2CoSn,Inverse Heusler,29,Xa,5.9753,1.0045,-0.012,57.29,No gap,TRUE,5.4656,946.13
Fe2CoP,Inverse Heusler,30,Xa,5.5898,1.0006,-0.279,21.21,0.109,TRUE,5.7626,1223.17
Fe2CoAs,Inverse Heusler,30,Xa,5.7646,1.0005,-0.057,67.59,0.114,TRUE,5.9465,1150.96
Fe2CoSb,Inverse Heusler,30,Xa,5.992,1.001,0.021,37.5,0.048,FALSE,5.9328,1021.94
Fe2NiAl,Inverse Heusler,29,Xa,5.7455,0.9972,-0.292,10.33,0.228,TRUE,4.7777,937.04
Fe2NiGa,Inverse Heusler,29,Xa,5.757,1,-0.183,6.86,0.304,TRUE,4.8692,946.66
Fe2NiIn,Inverse Heusler,29,Xa,6.0193,1.003,0.076,23.84,0.294,FALSE,5.1485,873.12
Co2NiAl,Inverse Heusler,31,Xa,5.69,1,-0.241,3.37,0.09,TRUE,2.9916,602.41
