mpid,asr_breaking,eps_electronic,eps_total,last phdos peak,structure,formula
mp-1009750,6.88438230154273,6.707762463482237,13.2081046933465,597.5857316055423,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[-2.44780532, -2.44780532, 0.0], [-2.44780532, 0.0, -2.44780532], [0.0, -2.44780532, -2.44780532]], 'a': 3.461719481593014, 'b': 3.461719481593014, 'c': 3.461719481593014, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 29.333279382976567}, 'sites': [{'species': [{'element': 'Sc', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sc', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [-3.67170798, -3.67170798, -3.67170798], 'label': 'N', 'properties': {'magmom': -0.0}}]}",ScN
mp-1009792,4.270263313113197,37.590704011120856,54.02173484887768,686.5857245387828,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[2.28304046, 2.28304046, -0.0], [2.28304046, 0.0, -2.28304046], [0.0, 2.28304046, -2.28304046]], 'a': 3.22870678197851, 'b': 3.22870678197851, 'c': 3.22870678197851, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 23.79966368314956}, 'sites': [{'species': [{'element': 'Ru', 'occu': 1}], 'abc': [-0.0, 0.0, -0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ru', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'C', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [3.42456069, 3.42456069, -3.42456069], 'label': 'C', 'properties': {'magmom': 0.0}}]}",RuC
mp-1009813,0.4974105786153478,24.52573609883457,24.798632899204737,344.5857516941958,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[3.03463886, 3.03463886, 0.0], [3.03463886, 0.0, -3.03463886], [0.0, 3.03463886, -3.03463886]], 'a': 4.291627432716428, 'b': 4.291627432716428, 'c': 4.291627432716428, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 55.89217887411322}, 'sites': [{'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Si', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Sn', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [4.55195829, 4.55195829, -4.55195829], 'label': 'Sn', 'properties': {'magmom': 0.0}}]}",SiSn
mp-1009819,10.9637544747368,4.5252160201196805,70.71283710372882,439.5724945905821,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[3.14170395, 0.0, 0.0], [0.0, 3.14170395, 0.0], [0.0, 0.0, 3.14170395]], 'a': 3.14170395, 'b': 3.14170395, 'c': 3.14170395, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 31.0095721516649}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [1.570851975, 1.570851975, 1.570851975], 'label': 'O', 'properties': {'magmom': 0.0}}]}",SrO
mp-1009820,0.6162201986785181,12.08947426730432,15.969080835910475,641.5857281118634,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[2.54330966, 2.54330966, 0.0], [2.54330966, 0.0, -2.54330966], [0.0, 2.54330966, -2.54330966]], 'a': 3.5967830144865047, 'b': 3.5967830144865047, 'c': 3.5967830144865047, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 32.9024106239066}, 'sites': [{'species': [{'element': 'Sn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sn', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'C', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [3.8149644899999995, 3.8149644899999995, -3.8149644899999995], 'label': 'C', 'properties': {'magmom': 0.0}}]}",SnC
mp-1009894,1.050132200304089,52.444400538471115,65.673998936129,643.5857279530597,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[-2.55307637, -2.55307637, 0.0], [-2.55307637, 0.0, -2.55307637], [0.0, -2.55307637, -2.55307637]], 'a': 3.61059522822827, 'b': 3.61059522822827, 'c': 3.61059522822827, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 33.28291943378122}, 'sites': [{'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Zr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'C', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [-3.829614555, -3.829614555, -3.829614555], 'label': 'C', 'properties': {'magmom': -0.0}}]}",ZrC
mp-1011695,1.000307688975148,3.68170987688671,6.795583598408308,100.58577106823331,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[-4.25327419, -4.25327419, -0.0], [-4.25327419, 0.0, -4.25327419], [-0.0, -4.25327419, -4.25327419]], 'a': 6.01503804398944, 'b': 6.01503804398944, 'c': 6.01503804398944, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 153.8863637796147}, 'sites': [{'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [-2.126637095, -2.126637095, -2.126637095], 'label': 'Cs', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [-6.379911285, -6.379911285, -6.379911285], 'label': 'Cs', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Se', 'properties': {'magmom': 0.0}}]}",Cs2Se
mp-1014244,4.7505525295589885,8.986295949984626,36.369737551721464,650.5857273972472,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[2.86769701, -1.65566618, 0.0], [-0.0, 3.31133135, 0.0], [0.0, 0.0, 5.33678025]], 'a': 3.31133155101671, 'b': 3.31133135, 'c': 5.33678025, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000808162896, 'volume': 50.67750495352285}, 'sites': [{'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.0, 0.0, 0.00288049], 'xyz': [0.0, 0.0, 0.0153725421423225], 'label': 'Zr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.45038639], 'xyz': [1.9117989625656702, -1.992332510036023e-06, 2.403613191020798], 'label': 'Zn', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.25957648], 'xyz': [0.95589804743433, 1.65566716233251, 1.38530263182852], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.81712665], 'xyz': [1.9117989625656702, -1.992332510036023e-06, 4.360825367468663], 'label': 'N', 'properties': {'magmom': 0.0}}]}",ZrZnN2
mp-10155,1.1752140587846958,16.279463660018394,22.24540258022253,483.58574065734666,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.39435937, 0.0, -2.11835765], [0.0, 5.83771594, 0.0], [0.01370402, 0.0, 5.90071247]], 'a': 5.79539059477619, 'b': 5.83771594, 'c': 5.900728383325034, 'alpha': 90.0, 'beta': 111.3068036704876, 'gamma': 90.0, 'volume': 185.98725750468816}, 'sites': [{'species': [{'element': 'P', 'occu': 1}], 'abc': [0.15790117, 0.88106963, 0.87091136], 'xyz': [0.8637106426191301, 5.143434223300902, 4.804506370803209], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.84209883, 0.38106963, 0.62908864], 'xyz': [4.55120475738087, 2.224576253300902, 1.9282046841967913], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.84209883, 0.11893037, 0.12908864], 'xyz': [4.54435274738087, 0.6942817166990978, -1.0221515508032089], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.15790117, 0.61893037, 0.37091136], 'xyz': [0.8568586326191301, 3.6131396866990975, 1.8541501358032089], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33410581, 0.37643392, 0.18898974], 'xyz': [1.8048767259216947, 2.1975142951406847, 0.4074185169971113], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66589419, 0.87643392, 0.31101026], 'xyz': [3.596334654078306, 5.116372265140685, 0.4245800680028886], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66589419, 0.62356608, 0.81101026], 'xyz': [3.603186664078306, 3.640201644859315, 3.3749363030028885], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33410581, 0.12356608, 0.68898974], 'xyz': [1.8117287359216947, 0.7213436748593152, 3.3577747519971117], 'label': 'P'}, {'species': [{'element': 'Ir', 'occu': 1}], 'abc': [0.27167619, 0.49929226, 0.79180115], 'xyz': [1.4763698599280233, 2.914726384920624, 4.096683584155987], 'label': 'Ir'}, {'species': [{'element': 'Ir', 'occu': 1}], 'abc': [0.72832381, 0.99929226, 0.70819885], 'xyz': [3.938545540071977, 5.8335843549206245, 2.636027470844013], 'label': 'Ir'}, {'species': [{'element': 'Ir', 'occu': 1}], 'abc': [0.72832381, 0.50070774, 0.20819885], 'xyz': [3.9316935300719766, 2.922989555079375, -0.3143287641559873], 'label': 'Ir'}, {'species': [{'element': 'Ir', 'occu': 1}], 'abc': [0.27167619, 0.00070774, 0.29180115], 'xyz': [1.4695178499280233, 0.0041315850793756, 1.146327349155987], 'label': 'Ir'}]}",P2Ir
mp-10159,0.5769461348571772,7.643536630519399,18.99223567017201,135.9557896728841,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.24391148, 0.0, 3.02757371], [1.74797049, 4.94400716, 3.02757371], [0.0, 0.0, 6.05514741]], 'a': 6.055147411876853, 'b': 6.055147413690708, 'c': 6.05514741, 'alpha': 59.99999996553187, 'beta': 59.999999955622634, 'gamma': 60.0000000118654, 'volume': 156.98536363806267}, 'sites': [{'species': [{'element': 'K', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [3.4959409850000003, 2.47200358, 6.055147415], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [1.7479704925000001, 1.23600179, 3.0275737075], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [5.2439114775, 3.70800537, 9.0827211225], 'label': 'K'}, {'species': [{'element': 'Sb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sb'}]}",K3Sb
mp-10163,17.045795062621814,8.04592044198713,15.527655510007582,338.5857521706066,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.9710389, 0.0, 3.40923077], [2.98551945, 5.87599097, 1.70461538], [0.07201006, 0.0, 6.80743156]], 'a': 6.875766138288009, 'b': 6.80781241365994, 'c': 6.807812416101463, 'alpha': 75.22548031074558, 'beta': 59.669254129537755, 'gamma': 59.66925416190992, 'volume': 237.40143309180925}, 'sites': [{'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.25, 0.0, 0.0], 'xyz': [1.492759725, 0.0, 0.8523076925], 'label': 'Na'}, {'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.75, 0.0, 0.0], 'xyz': [4.478279175, 0.0, 2.5569230775], 'label': 'Na'}, {'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.25, 0.5, 0.5], 'xyz': [3.02152448, 2.937995485, 5.108331162500001], 'label': 'Al'}, {'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.75, 0.5, 0.5], 'xyz': [6.00704393, 2.937995485, 6.8129465475], 'label': 'Al'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.17330673, 0.5, 0.15338654], 'xyz': [2.538626325410389, 2.937995485, 2.4873186998392844], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.32669327, 0.84661346, 0.5], 'xyz': [4.514284205, 4.974693046040456, 5.960638853266932], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.67330673, 0.15338654, 0.5], 'xyz': [4.514284205, 0.9012979239595438, 5.960638856733068], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.82669327, 0.5, 0.84661346], 'xyz': [6.489942084589611, 2.937995485, 9.433959010160716], 'label': 'Te'}]}",NaAlTe2
mp-10167,30.416066436162573,5.100563251431977,13.910402176913033,369.7575022246421,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.92272895, 0.0, -2.0940009], [-2.96136448, 5.12923373, -2.0940009], [0.0, 0.0, 6.28200271]], 'a': 6.28200270489984, 'b': 6.28200270690615, 'c': 6.28200271, 'alpha': 109.47122061222095, 'beta': 109.47122061869055, 'gamma': 109.47122068942437, 'volume': 190.84134418250497}, 'sites': [{'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [1.480682235, 2.564616865, -2.0940009], 'label': 'Na'}, {'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.0, 0.5, 0.5], 'xyz': [-1.48068224, 2.564616865, 2.094000905], 'label': 'Na'}, {'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'xyz': [2.961364475, 0.0, 2.094000905], 'label': 'Na'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.0, 0.62307558], 'xyz': [0.0, 0.0, 3.914162482094822], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.37692442, 0.37692442, 0.37692442], 'xyz': [1.1162105852633575, 1.9333334487246865, 0.7892800784812224], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.62307558, 0.0, 0.0], 'xyz': [3.690307775704041, 0.0, -1.304720825288022], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.62307558, 0.0], 'xyz': [-1.8451538909673981, 3.1959002812753132, -1.304720825288022], 'label': 'S'}, {'species': [{'element': 'Sb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sb'}]}",Na3SbS4
mp-1018040,31.105943769816523,4.753565310980648,7.3126531891848705,305.58575479086585,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.2539983, 0.0, 0.0], [-2.12699915, 3.68363094, 0.0], [0.0, 0.0, 6.88526707]], 'a': 4.2539983, 'b': 4.25361755288672, 'c': 6.88526707, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00296105629577, 'volume': 107.89323495367046}, 'sites': [{'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.66667875, 0.33335751, 0.4987568], 'xyz': [2.1269991287300085, 1.2279660379173596, 3.4340737709785762], 'label': 'Mg', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.33332125, 0.66664249, 0.9987568], 'xyz': [2.1269991545835865e-08, 2.4556649020826407, 6.876707305978576], 'label': 'Mg', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.66667862, 0.33335723, 0.8762432], 'xyz': [2.1269991712699916, 1.2279650065006962, 6.0331684502714245], 'label': 'Se', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.33332138, 0.66664277, 0.3762432], 'xyz': [-2.1269991545835865e-08, 2.455665933499304, 2.5905349152714243], 'label': 'Se', 'properties': {'magmom': -0.0}}]}",MgSe
mp-1018096,2.5852847911249888,5.462559314815537,292.90134742923624,366.5857499473565,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[-2.01961198, -3.49807013, 0.0], [-4.03922396, 0.0, 0.0], [-2.01961198, -1.16602304, -6.77583683]], 'a': 4.039223586799539, 'b': 4.03922396, 'c': 7.165919831142044, 'alpha': 73.6302048136313, 'beta': 73.63020776167359, 'gamma': 59.999996943627465, 'volume': 95.73910980636602}, 'sites': [{'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.75838415, 0.75838415, 0.72484756], 'xyz': [-6.05883596019612, -3.498069897628222, -4.911448793183634], 'label': 'Ba', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.24161585, 0.24161585, 0.27515244], 'xyz': [-2.01961195980388, -1.166023272371778, -1.8643880368163652], 'label': 'Ba', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [-4.03922396, -2.332046585, -3.387918415], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'F', 'properties': {'magmom': -0.0}}]}",Ba2NF
mp-1018100,0.7894028425818538,11.80061675726574,13.096345031336606,322.5857534410353,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[4.40064476, 0.0, 0.0], [-2.20032238, 3.81055959, 0.0], [0.0, 0.0, 7.22063052]], 'a': 4.40064476, 'b': 4.400202604979666, 'c': 7.22063052, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00332407768981, 'volume': 121.08216898600315}, 'sites': [{'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.66668061, 0.33336122, 0.49992088], 'xyz': [2.20032238, 1.2702927938050999, 3.609743963713258], 'label': 'Al', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.33331939, 0.66663878, 0.99992088], 'xyz': [-9.701088515475933e-18, 2.5402667961949, 7.220059223713258], 'label': 'Al', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Sb', 'occu': 1}], 'abc': [0.66668263, 0.33336525, 0.87517912], 'xyz': [2.2003224020032235, 1.2703081503602476, 6.3193450643387425], 'label': 'Sb', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Sb', 'occu': 1}], 'abc': [0.33331737, 0.66663475, 0.37517912], 'xyz': [-2.20032238071584e-08, 2.5402514396397526, 2.7090298043387424], 'label': 'Sb', 'properties': {'magmom': -0.0}}]}",AlSb
mp-10182,6.577843967827346,10.545504010109443,15.858015709786079,400.58574724769545,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.52592566, 0.0, 2.03569413], [1.17530855, 3.32427459, 2.03569413], [0.0, 0.0, 4.07138826]], 'a': 4.071388258415413, 'b': 4.071388255661603, 'c': 4.07138826, 'alpha': 59.99999996475084, 'beta': 59.999999987125356, 'gamma': 60.00000001595167, 'volume': 47.721332463377266}, 'sites': [{'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'xyz': [3.5259256574999998, 2.4932059425, 6.10708239], 'label': 'Li', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'P', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [1.1753085525, 0.8310686475, 2.03569413], 'label': 'Zn', 'properties': {'magmom': 1.0}}]}",LiZnP
mp-1020019,17.879307895545487,3.005557252867128,6.573655032862352,1100.5856916664407,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[0.0, 0.0, -4.75604931], [-4.57244609, -2.72695976, 0.0], [-4.57244609, 2.72695976, 0.0]], 'a': 4.75604931, 'b': 5.323868215744596, 'c': 5.323868215744596, 'alpha': 61.622830178247746, 'beta': 90.0, 'gamma': 90.0, 'volume': 118.60518287439976}, 'sites': [{'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.4984123, 0.00667982, 0.32554843], 'xyz': [-1.5190957627000423, 0.8695418681971336, -2.370473475510513], 'label': 'Li', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.4984123, 0.67445157, 0.99332018], 'xyz': [-7.6257964172999575, 0.8695418681971339, -2.370473475510513], 'label': 'Li', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.9984123, 0.99332018, 0.67445157], 'xyz': [-7.6257964172999575, -0.8695418681971339, -4.748498130510513], 'label': 'Li', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.9984123, 0.32554843, 0.00667982], 'xyz': [-1.5190957627000423, -0.8695418681971336, -4.748498130510513], 'label': 'Li', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.50090236, 0.34570646, 0.65429354], 'xyz': [-4.57244609, 0.8415045496159006, -2.3823163236553713], 'label': 'P', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.00090236, 0.65429354, 0.34570646], 'xyz': [-4.57244609, -0.8415045496159006, -0.004291668655371599], 'label': 'P', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.65834152, 0.61310317, 0.38689683], 'xyz': [-4.57244609, -0.6168555866368786, -3.131104731940351], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.15834152, 0.38689683, 0.61310317], 'xyz': [-4.57244609, 0.6168555866368786, -0.7530800769403513], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.58146576, 0.3327368, 0.9449703], 'xyz': [-5.842246833560239, 1.6695361182239603, -2.765479826636626], 'label': 'O', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.58146576, 0.0550297, 0.6672632], 'xyz': [-3.302645346439761, 1.6695361182239599, -2.765479826636626], 'label': 'O', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.08146576, 0.6672632, 0.0550297], 'xyz': [-3.302645346439761, -1.6695361182239599, -0.3874551716366256], 'label': 'O', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.08146576, 0.9449703, 0.3327368], 'xyz': [-5.842246833560239, -1.6695361182239603, -0.3874551716366256], 'label': 'O', 'properties': {'magmom': 0.0}}]}",Li2PNO2
mp-1020059,4.383365655406443,5.227938284513054,9.680689945303774,856.5857110404779,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[0.0, 0.0, -5.09919302], [0.0, -5.57033875, 0.0], [-4.81460734, 2.78516938, 0.0]], 'a': 5.09919302, 'b': 5.57033875, 'c': 5.562158961560831, 'alpha': 120.04865951197573, 'beta': 90.0, 'gamma': 90.0, 'volume': 136.75522615174322}, 'sites': [{'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.49461204, 0.34260272, -0.0], 'xyz': [0.0, -1.9084132070714002, -2.522122261975961], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.99461204, 0.65739728, -0.0], 'xyz': [0.0, -3.6619255429286, -5.071718771975961], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ge', 'occu': 1}], 'abc': [0.49248505, 0.67036612, 0.67349464], 'xyz': [-3.242612237194658, -1.8583697260010266, -2.511276329414351], 'label': 'Ge', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ge', 'occu': 1}], 'abc': [0.49248505, 0.99687147, 0.32650536], 'xyz': [-1.5719951028053425, -4.643539047032586, -2.511276329414351], 'label': 'Ge', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ge', 'occu': 1}], 'abc': [0.99248505, 0.32963388, 0.32650536], 'xyz': [-1.5719951028053425, -0.9267996439989733, -5.060872839414351], 'label': 'Ge', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Ge', 'occu': 1}], 'abc': [0.99248505, 0.00312853, 0.67349464], 'xyz': [-3.242612237194658, 1.858369677032586, -5.060872839414351], 'label': 'Ge', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.12373599, 0.66406456, 0.62637167], 'xyz': [-3.0157336399500583, -1.9545133552862357, -0.6309536965307899], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.12373599, 0.0376929, 0.37362833], 'xyz': [-1.7988737000499424, 0.8306559627466603, -0.6309536965307899], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.62373599, 0.33593544, 0.37362833], 'xyz': [-1.7988737000499424, -0.8306560147137645, -3.18055020653079], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.62373599, 0.9623071, 0.62637167], 'xyz': [-3.0157336399500583, -3.6158253327466605, -3.18055020653079], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.09394588, 0.2983629, -0.0], 'xyz': [0.0, -1.661982423432375, -0.4790481755537576], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.59394588, 0.7016371, -0.0], 'xyz': [0.0, -3.9083563265676253, -3.028644685553758], 'label': 'N', 'properties': {'magmom': 0.0}}]}",LiGe2N3
