formula,system,processing,phase,gfa
Co35.527000Fe20.325000Zr44.148000,CoFeZr,sputtering,AM,1
Co35.345000Fe19.029000Zr45.626000,CoFeZr,sputtering,AM,1
Co35.098000Fe17.803000Zr47.099000,CoFeZr,sputtering,AM,1
Co34.791000Fe16.649000Zr48.560000,CoFeZr,sputtering,AM,1
Co34.427000Fe15.563000Zr50.010000,CoFeZr,sputtering,AM,1
Co34.008000Fe14.542000Zr51.450000,CoFeZr,sputtering,CR,0
Co33.540000Fe13.586000Zr52.874000,CoFeZr,sputtering,CR,0
Co33.026000Fe12.689000Zr54.285000,CoFeZr,sputtering,CR,0
Co35.373000Fe37.139000Zr27.488000,CoFeZr,sputtering,AM,1
Co35.978000Fe35.206000Zr28.816000,CoFeZr,sputtering,AM,1
Co36.515000Fe33.316000Zr30.169000,CoFeZr,sputtering,AM,1
Co36.978000Fe31.484000Zr31.538000,CoFeZr,sputtering,AM,1
Co37.366000Fe29.711000Zr32.923000,CoFeZr,sputtering,AM,1
Co37.679000Fe27.999000Zr34.323000,CoFeZr,sputtering,AM,1
Co37.913000Fe26.357000Zr35.730000,CoFeZr,sputtering,AM,1
Co38.070000Fe24.782000Zr37.148000,CoFeZr,sputtering,AM,1
Co38.150000Fe23.282000Zr38.568000,CoFeZr,sputtering,AM,1
Co38.155000Fe21.853000Zr39.991000,CoFeZr,sputtering,AM,1
Co38.087000Fe20.495000Zr41.418000,CoFeZr,sputtering,AM,1
Co37.948000Fe19.211000Zr42.841000,CoFeZr,sputtering,AM,1
Co37.742000Fe17.995000Zr44.263000,CoFeZr,sputtering,AM,1
Co37.470000Fe16.850000Zr45.680000,CoFeZr,sputtering,AM,1
Co37.137000Fe15.773000Zr47.090000,CoFeZr,sputtering,AM,1
Co36.746000Fe14.758000Zr48.496000,CoFeZr,sputtering,AM,1
Co36.301000Fe13.807000Zr49.892000,CoFeZr,sputtering,AM,1
Co38.062000Fe35.101000Zr26.837000,CoFeZr,sputtering,AM,1
Co38.663000Fe33.235000Zr28.101000,CoFeZr,sputtering,AM,1
Co39.190000Fe31.426000Zr29.383000,CoFeZr,sputtering,AM,1
Co39.641000Fe29.676000Zr30.683000,CoFeZr,sputtering,AM,1
Co40.014000Fe27.987000Zr31.999000,CoFeZr,sputtering,AM,1
Co40.308000Fe26.366000Zr33.326000,CoFeZr,sputtering,AM,1
Co40.522000Fe24.812000Zr34.666000,CoFeZr,sputtering,AM,1
Co40.658000Fe23.331000Zr36.012000,CoFeZr,sputtering,AM,1
Co40.716000Fe21.920000Zr37.364000,CoFeZr,sputtering,AM,1
Co40.698000Fe20.579000Zr38.723000,CoFeZr,sputtering,AM,1
Co40.606000Fe19.310000Zr40.083000,CoFeZr,sputtering,AM,1
Co40.443000Fe18.109000Zr41.448000,CoFeZr,sputtering,AM,1
Co40.212000Fe16.977000Zr42.811000,CoFeZr,sputtering,AM,1
Co39.917000Fe15.911000Zr44.173000,CoFeZr,sputtering,AM,1
Co39.558000Fe14.906000Zr45.535000,CoFeZr,sputtering,AM,1
Co40.842000Fe33.049000Zr26.109000,CoFeZr,sputtering,AM,1
Co41.431000Fe31.265000Zr27.303000,CoFeZr,sputtering,AM,1
Co41.944000Fe29.540000Zr28.516000,CoFeZr,sputtering,AM,1
Co42.378000Fe27.874000Zr29.748000,CoFeZr,sputtering,AM,1
Co42.731000Fe26.277000Zr30.992000,CoFeZr,sputtering,AM,1
Co43.004000Fe24.746000Zr32.250000,CoFeZr,sputtering,AM,1
Co43.196000Fe23.287000Zr33.517000,CoFeZr,sputtering,AM,1
Co43.309000Fe21.898000Zr34.794000,CoFeZr,sputtering,AM,1
Co43.343000Fe20.576000Zr36.080000,CoFeZr,sputtering,AM,1
Co43.302000Fe19.326000Zr37.372000,CoFeZr,sputtering,AM,1
Co43.187000Fe18.142000Zr38.671000,CoFeZr,sputtering,AM,1
Co43.001000Fe17.027000Zr39.973000,CoFeZr,sputtering,AM,1
Co42.746000Fe15.976000Zr41.278000,CoFeZr,sputtering,AM,1
Co44.264000Fe29.304000Zr26.432000,CoFeZr,sputtering,AM,1
Co44.758000Fe27.664000Zr27.578000,CoFeZr,sputtering,AM,1
Co45.170000Fe26.093000Zr28.737000,CoFeZr,sputtering,AM,1
Co45.500000Fe24.587000Zr29.913000,CoFeZr,sputtering,AM,1
Co45.749000Fe23.152000Zr31.099000,CoFeZr,sputtering,AM,1
Co45.917000Fe21.786000Zr32.296000,CoFeZr,sputtering,AM,1
Co46.006000Fe20.488000Zr33.506000,CoFeZr,sputtering,AM,1
Co46.017000Fe19.259000Zr34.724000,CoFeZr,sputtering,AM,1
Co45.952000Fe18.096000Zr35.952000,CoFeZr,sputtering,AM,1
Co35.485000Fe25.140000Zr39.375000,CoFeZr,sputtering,AM,1
Co35.394000Fe23.557000Zr41.049000,CoFeZr,sputtering,AM,1
Co35.230000Fe22.055000Zr42.716000,CoFeZr,sputtering,AM,1
Co34.995000Fe20.628000Zr44.376000,CoFeZr,sputtering,AM,1
Co34.697000Fe19.281000Zr46.022000,CoFeZr,sputtering,AM,1
Co34.337000Fe18.010000Zr47.652000,CoFeZr,sputtering,AM,1
Co33.921000Fe16.811000Zr49.268000,CoFeZr,sputtering,AM,1
Co33.454000Fe15.686000Zr50.860000,CoFeZr,sputtering,AM,1
Co32.939000Fe14.629000Zr52.432000,CoFeZr,sputtering,AM,1
Co37.330000Fe28.928000Zr33.742000,CoFeZr,sputtering,AM,1
Co37.459000Fe27.202000Zr35.339000,CoFeZr,sputtering,AM,1
Co37.505000Fe25.550000Zr36.945000,CoFeZr,sputtering,AM,1
Co37.470000Fe23.972000Zr38.558000,CoFeZr,sputtering,AM,1
Co37.358000Fe22.472000Zr40.170000,CoFeZr,sputtering,AM,1
Co37.172000Fe21.046000Zr41.782000,CoFeZr,sputtering,AM,1
Co36.916000Fe19.698000Zr43.387000,CoFeZr,sputtering,AM,1
Co36.594000Fe18.423000Zr44.983000,CoFeZr,sputtering,AM,1
Co36.210000Fe17.219000Zr46.571000,CoFeZr,sputtering,AM,1
Co35.769000Fe16.088000Zr48.143000,CoFeZr,sputtering,AM,1
Co35.275000Fe15.022000Zr49.703000,CoFeZr,sputtering,AM,1
Co34.733000Fe14.024000Zr51.243000,CoFeZr,sputtering,AM,1
Co34.148000Fe13.088000Zr52.764000,CoFeZr,sputtering,AM,1
Co38.976000Fe31.016000Zr30.008000,CoFeZr,sputtering,CR,0
Co39.257000Fe29.230000Zr31.513000,CoFeZr,sputtering,AM,1
Co39.451000Fe27.517000Zr33.032000,CoFeZr,sputtering,AM,1
Co39.559000Fe25.876000Zr34.564000,CoFeZr,sputtering,AM,1
Co39.584000Fe24.307000Zr36.109000,CoFeZr,sputtering,AM,1
Co39.528000Fe22.814000Zr37.658000,CoFeZr,sputtering,AM,1
Co39.394000Fe21.393000Zr39.213000,CoFeZr,sputtering,AM,1
Co39.185000Fe20.048000Zr40.767000,CoFeZr,sputtering,AM,1
Co38.906000Fe18.775000Zr42.320000,CoFeZr,sputtering,AM,1
Co38.559000Fe17.570000Zr43.871000,CoFeZr,sputtering,AM,1
Co38.151000Fe16.437000Zr45.413000,CoFeZr,sputtering,AM,1
Co37.684000Fe15.368000Zr46.949000,CoFeZr,sputtering,AM,1
Co37.163000Fe14.365000Zr48.472000,CoFeZr,sputtering,AM,1
Co36.593000Fe13.423000Zr49.984000,CoFeZr,sputtering,AM,1
Co35.976000Fe12.538000Zr51.486000,CoFeZr,sputtering,AM,1
Co40.424000Fe33.036000Zr26.540000,CoFeZr,sputtering,CR,0
Co40.861000Fe31.205000Zr27.934000,CoFeZr,sputtering,CR,0
Co41.209000Fe29.437000Zr29.353000,CoFeZr,sputtering,CR,0
Co41.469000Fe27.741000Zr30.790000,CoFeZr,sputtering,AM,1
Co41.641000Fe26.115000Zr32.243000,CoFeZr,sputtering,AM,1
Co41.728000Fe24.559000Zr33.713000,CoFeZr,sputtering,AM,1
Co41.730000Fe23.077000Zr35.193000,CoFeZr,sputtering,AM,1
Co41.651000Fe21.665000Zr36.684000,CoFeZr,sputtering,AM,1
Co41.494000Fe20.327000Zr38.179000,CoFeZr,sputtering,AM,1
Co41.262000Fe19.059000Zr39.679000,CoFeZr,sputtering,AM,1
Co40.959000Fe17.859000Zr41.183000,CoFeZr,sputtering,AM,1
Co40.588000Fe16.727000Zr42.684000,CoFeZr,sputtering,AM,1
Co40.154000Fe15.660000Zr44.187000,CoFeZr,sputtering,AM,1
Co39.661000Fe14.656000Zr45.683000,CoFeZr,sputtering,AM,1
Co39.113000Fe13.713000Zr47.174000,CoFeZr,sputtering,AM,1
Co38.513000Fe12.825000Zr48.661000,CoFeZr,sputtering,AM,1
Co37.867000Fe11.994000Zr50.139000,CoFeZr,sputtering,AM,1
Co41.668000Fe34.977000Zr23.355000,CoFeZr,sputtering,CR,0
Co42.261000Fe33.104000Zr24.635000,CoFeZr,sputtering,CR,0
Co42.765000Fe31.296000Zr25.939000,CoFeZr,sputtering,CR,0
Co43.181000Fe29.549000Zr27.270000,CoFeZr,sputtering,CR,0
Co43.507000Fe27.873000Zr28.621000,CoFeZr,sputtering,CR,0
Co43.744000Fe26.265000Zr29.991000,CoFeZr,sputtering,AM,1
Co43.893000Fe24.724000Zr31.382000,CoFeZr,sputtering,AM,1
Co43.957000Fe23.257000Zr32.786000,CoFeZr,sputtering,AM,1
Co43.936000Fe21.858000Zr34.207000,CoFeZr,sputtering,AM,1
Co43.833000Fe20.531000Zr35.636000,CoFeZr,sputtering,AM,1
Co43.652000Fe19.273000Zr37.074000,CoFeZr,sputtering,AM,1
Co43.396000Fe18.081000Zr38.523000,CoFeZr,sputtering,AM,1
Co43.069000Fe16.956000Zr39.975000,CoFeZr,sputtering,AM,1
Co42.673000Fe15.893000Zr41.434000,CoFeZr,sputtering,AM,1
Co42.214000Fe14.893000Zr42.892000,CoFeZr,sputtering,AM,1
Co41.695000Fe13.953000Zr44.352000,CoFeZr,sputtering,AM,1
Co41.119000Fe13.066000Zr45.814000,CoFeZr,sputtering,AM,1
Co40.492000Fe12.236000Zr47.273000,CoFeZr,sputtering,AM,1
Co39.815000Fe11.454000Zr48.731000,CoFeZr,sputtering,AM,1
Co42.712000Fe36.820000Zr20.469000,CoFeZr,sputtering,CR,0
Co43.455000Fe34.920000Zr21.626000,CoFeZr,sputtering,CR,0
Co44.113000Fe33.073000Zr22.814000,CoFeZr,sputtering,CR,0
Co44.683000Fe31.289000Zr24.028000,CoFeZr,sputtering,CR,0
Co45.166000Fe29.566000Zr25.269000,CoFeZr,sputtering,CR,0
Co45.557000Fe27.911000Zr26.532000,CoFeZr,sputtering,CR,0
Co45.859000Fe26.323000Zr27.817000,CoFeZr,sputtering,CR,0
Co46.073000Fe24.802000Zr29.125000,CoFeZr,sputtering,AM,1
Co46.198000Fe23.353000Zr30.450000,CoFeZr,sputtering,AM,1
Co46.236000Fe21.970000Zr31.794000,CoFeZr,sputtering,AM,1
Co46.191000Fe20.658000Zr33.151000,CoFeZr,sputtering,AM,1
Co46.065000Fe19.413000Zr34.522000,CoFeZr,sputtering,AM,1
Co45.860000Fe18.233000Zr35.908000,CoFeZr,sputtering,AM,1
Co45.580000Fe17.118000Zr37.302000,CoFeZr,sputtering,AM,1
Co45.228000Fe16.065000Zr38.708000,CoFeZr,sputtering,AM,1
Co44.808000Fe15.073000Zr40.119000,CoFeZr,sputtering,AM,1
Co44.324000Fe14.138000Zr41.538000,CoFeZr,sputtering,AM,1
Co43.779000Fe13.257000Zr42.964000,CoFeZr,sputtering,AM,1
Co43.177000Fe12.431000Zr44.393000,CoFeZr,sputtering,AM,1
Co42.521000Fe11.653000Zr45.827000,CoFeZr,sputtering,AM,1
Co41.816000Fe10.923000Zr47.261000,CoFeZr,sputtering,AM,1
Co44.451000Fe36.635000Zr18.914000,CoFeZr,sputtering,CR,0
Co45.256000Fe34.762000Zr19.981000,CoFeZr,sputtering,CR,0
Co45.979000Fe32.942000Zr21.079000,CoFeZr,sputtering,CR,0
Co46.613000Fe31.185000Zr22.202000,CoFeZr,sputtering,CR,0
Co47.160000Fe29.486000Zr23.354000,CoFeZr,sputtering,CR,0
Co47.616000Fe27.856000Zr24.529000,CoFeZr,sputtering,CR,0
Co47.982000Fe26.292000Zr25.727000,CoFeZr,sputtering,CR,0
Co48.258000Fe24.792000Zr26.950000,CoFeZr,sputtering,CR,0
Co48.445000Fe23.363000Zr28.192000,CoFeZr,sputtering,AM,1
Co48.545000Fe22.000000Zr29.455000,CoFeZr,sputtering,AM,1
Co48.559000Fe20.706000Zr30.736000,CoFeZr,sputtering,AM,1
Co48.489000Fe19.478000Zr32.034000,CoFeZr,sputtering,AM,1
Co48.338000Fe18.313000Zr33.350000,CoFeZr,sputtering,AM,1
Co48.109000Fe17.212000Zr34.679000,CoFeZr,sputtering,AM,1
Co47.805000Fe16.171000Zr36.024000,CoFeZr,sputtering,AM,1
Co47.429000Fe15.190000Zr37.380000,CoFeZr,sputtering,AM,1
Co46.986000Fe14.266000Zr38.748000,CoFeZr,sputtering,AM,1
Co46.477000Fe13.394000Zr40.129000,CoFeZr,sputtering,AM,1
Co45.907000Fe12.575000Zr41.517000,CoFeZr,sputtering,AM,1
Co45.279000Fe11.804000Zr42.917000,CoFeZr,sputtering,AM,1
Co44.598000Fe11.080000Zr44.322000,CoFeZr,sputtering,AM,1
Co46.206000Fe36.351000Zr17.442000,CoFeZr,sputtering,CR,0
Co47.070000Fe34.507000Zr18.422000,CoFeZr,sputtering,CR,0
Co47.853000Fe32.716000Zr19.432000,CoFeZr,sputtering,CR,0
Co48.548000Fe30.985000Zr20.467000,CoFeZr,sputtering,CR,0
Co49.157000Fe29.314000Zr21.530000,CoFeZr,sputtering,CR,0
Co49.675000Fe27.709000Zr22.616000,CoFeZr,sputtering,CR,0
Co50.103000Fe26.170000Zr23.727000,CoFeZr,sputtering,CR,0
Co50.442000Fe24.695000Zr24.863000,CoFeZr,sputtering,CR,0
Co50.690000Fe23.289000Zr26.021000,CoFeZr,sputtering,CR,0
Co50.851000Fe21.947000Zr27.202000,CoFeZr,sputtering,AM,1
Co50.924000Fe20.674000Zr28.402000,CoFeZr,sputtering,AM,1
Co50.912000Fe19.466000Zr29.623000,CoFeZr,sputtering,AM,1
Co50.816000Fe18.319000Zr30.864000,CoFeZr,sputtering,AM,1
Co50.641000Fe17.236000Zr32.123000,CoFeZr,sputtering,AM,1
Co50.388000Fe16.211000Zr33.401000,CoFeZr,sputtering,AM,1
Co50.061000Fe15.245000Zr34.694000,CoFeZr,sputtering,AM,1
Co49.663000Fe14.334000Zr36.003000,CoFeZr,sputtering,AM,1
Co49.196000Fe13.475000Zr37.330000,CoFeZr,sputtering,AM,1
Co48.665000Fe12.667000Zr38.669000,CoFeZr,sputtering,AM,1
Co48.071000Fe11.905000Zr40.023000,CoFeZr,sputtering,AM,1
Co47.421000Fe11.191000Zr41.389000,CoFeZr,sputtering,AM,1
Co46.715000Fe10.519000Zr42.766000,CoFeZr,sputtering,AM,1
Co47.973000Fe35.973000Zr16.054000,CoFeZr,sputtering,CR,0
Co48.892000Fe34.158000Zr16.949000,CoFeZr,sputtering,CR,0
Co49.731000Fe32.396000Zr17.873000,CoFeZr,sputtering,CR,0
Co50.484000Fe30.694000Zr18.822000,CoFeZr,sputtering,CR,0
Co51.151000Fe29.051000Zr19.798000,CoFeZr,sputtering,CR,0
Co51.729000Fe27.473000Zr20.798000,CoFeZr,sputtering,CR,0
Co52.217000Fe25.961000Zr21.822000,CoFeZr,sputtering,CR,0
Co52.616000Fe24.512000Zr22.872000,CoFeZr,sputtering,CR,0
Co52.924000Fe23.131000Zr23.945000,CoFeZr,sputtering,CR,0
Co53.144000Fe21.814000Zr25.042000,CoFeZr,sputtering,CR,0
Co53.276000Fe20.564000Zr26.160000,CoFeZr,sputtering,AM,1
Co53.322000Fe19.378000Zr27.300000,CoFeZr,sputtering,AM,1
Co53.283000Fe18.253000Zr28.464000,CoFeZr,sputtering,AM,1
Co53.164000Fe17.189000Zr29.647000,CoFeZr,sputtering,AM,1
Co52.964000Fe16.183000Zr30.853000,CoFeZr,sputtering,AM,1
Co52.688000Fe15.235000Zr32.077000,CoFeZr,sputtering,AM,1
Co52.339000Fe14.341000Zr33.320000,CoFeZr,sputtering,AM,1
Co51.918000Fe13.496000Zr34.585000,CoFeZr,sputtering,AM,1
Co51.431000Fe12.703000Zr35.866000,CoFeZr,sputtering,AM,1
Co50.878000Fe11.955000Zr37.168000,CoFeZr,sputtering,AM,1
Co50.264000Fe11.252000Zr38.484000,CoFeZr,sputtering,AM,1
Co49.593000Fe10.591000Zr39.816000,CoFeZr,sputtering,AM,1
Co49.748000Fe35.504000Zr14.747000,CoFeZr,sputtering,CR,0
Co50.718000Fe33.720000Zr15.562000,CoFeZr,sputtering,CR,0
Co51.609000Fe31.987000Zr16.404000,CoFeZr,sputtering,CR,0
Co52.416000Fe30.315000Zr17.269000,CoFeZr,sputtering,CR,0
Co53.138000Fe28.701000Zr18.161000,CoFeZr,sputtering,CR,0
Co53.771000Fe27.152000Zr19.076000,CoFeZr,sputtering,CR,0
Co54.316000Fe25.668000Zr20.016000,CoFeZr,sputtering,CR,0
Co54.772000Fe24.247000Zr20.981000,CoFeZr,sputtering,CR,0
Co55.138000Fe22.894000Zr21.969000,CoFeZr,sputtering,CR,0
Co55.415000Fe21.603000Zr22.982000,CoFeZr,sputtering,CR,0
Co55.604000Fe20.378000Zr24.017000,CoFeZr,sputtering,CR,0
Co55.708000Fe19.217000Zr25.076000,CoFeZr,sputtering,CR,0
Co55.726000Fe18.114000Zr26.159000,CoFeZr,sputtering,AM,1
Co55.662000Fe17.074000Zr27.264000,CoFeZr,sputtering,AM,1
Co55.517000Fe16.089000Zr28.394000,CoFeZr,sputtering,AM,1
Co55.295000Fe15.161000Zr29.544000,CoFeZr,sputtering,AM,1
Co54.997000Fe14.286000Zr30.717000,CoFeZr,sputtering,AM,1
Co54.626000Fe13.459000Zr31.914000,CoFeZr,sputtering,AM,1
Co54.186000Fe12.683000Zr33.131000,CoFeZr,sputtering,AM,1
Co53.679000Fe11.950000Zr34.371000,CoFeZr,sputtering,AM,1
Co53.108000Fe11.262000Zr35.630000,CoFeZr,sputtering,AM,1
Co52.476000Fe10.615000Zr36.909000,CoFeZr,sputtering,AM,1
Co51.529000Fe34.950000Zr13.521000,CoFeZr,sputtering,CR,0
Co52.545000Fe33.196000Zr14.259000,CoFeZr,sputtering,CR,0
Co53.484000Fe31.494000Zr15.023000,CoFeZr,sputtering,CR,0
Co54.339000Fe29.852000Zr15.809000,CoFeZr,sputtering,CR,0
Co55.112000Fe28.268000Zr16.620000,CoFeZr,sputtering,CR,0
Co55.797000Fe26.750000Zr17.453000,CoFeZr,sputtering,CR,0
Co56.394000Fe25.296000Zr18.310000,CoFeZr,sputtering,CR,0
Co56.903000Fe23.904000Zr19.193000,CoFeZr,sputtering,CR,0
Co57.324000Fe22.579000Zr20.098000,CoFeZr,sputtering,CR,0
Co57.656000Fe21.316000Zr21.028000,CoFeZr,sputtering,CR,0
Co57.901000Fe20.119000Zr21.980000,CoFeZr,sputtering,CR,0
Co58.059000Fe18.984000Zr22.957000,CoFeZr,sputtering,CR,0
Co58.134000Fe17.907000Zr23.960000,CoFeZr,sputtering,CR,0
Co58.125000Fe16.891000Zr24.985000,CoFeZr,sputtering,AM,1
Co58.035000Fe15.929000Zr26.036000,CoFeZr,sputtering,AM,1
Co57.867000Fe15.024000Zr27.110000,CoFeZr,sputtering,AM,1
Co57.622000Fe14.170000Zr28.208000,CoFeZr,sputtering,AM,1
Co57.304000Fe13.364000Zr29.332000,CoFeZr,sputtering,AM,1
Co56.915000Fe12.607000Zr30.479000,CoFeZr,sputtering,AM,1
Co56.456000Fe11.892000Zr31.652000,CoFeZr,sputtering,AM,1
Co55.932000Fe11.221000Zr32.846000,CoFeZr,sputtering,AM,1
Co55.346000Fe10.590000Zr34.064000,CoFeZr,sputtering,AM,1
Co53.311000Fe34.317000Zr12.373000,CoFeZr,sputtering,CR,0
Co54.368000Fe32.594000Zr13.039000,CoFeZr,sputtering,CR,0
Co55.349000Fe30.922000Zr13.728000,CoFeZr,sputtering,CR,0
Co56.249000Fe29.312000Zr14.439000,CoFeZr,sputtering,CR,0
Co57.068000Fe27.759000Zr15.173000,CoFeZr,sputtering,CR,0
Co57.799000Fe26.272000Zr15.928000,CoFeZr,sputtering,CR,0
Co58.445000Fe24.849000Zr16.707000,CoFeZr,sputtering,CR,0
Co59.004000Fe23.487000Zr17.509000,CoFeZr,sputtering,CR,0
Co59.474000Fe22.192000Zr18.333000,CoFeZr,sputtering,CR,0
Co59.858000Fe20.959000Zr19.183000,CoFeZr,sputtering,CR,0
Co60.155000Fe19.790000Zr20.054000,CoFeZr,sputtering,CR,0
Co60.367000Fe18.683000Zr20.950000,CoFeZr,sputtering,CR,0
Co60.495000Fe17.633000Zr21.872000,CoFeZr,sputtering,CR,0
Co60.540000Fe16.643000Zr22.817000,CoFeZr,sputtering,CR,0
Co60.504000Fe15.707000Zr23.789000,CoFeZr,sputtering,CR,0
Co60.390000Fe14.826000Zr24.784000,CoFeZr,sputtering,AM,1
Co60.199000Fe13.996000Zr25.805000,CoFeZr,sputtering,AM,1
Co59.934000Fe13.212000Zr26.854000,CoFeZr,sputtering,AM,1
Co59.597000Fe12.476000Zr27.927000,CoFeZr,sputtering,AM,1
Co59.191000Fe11.782000Zr29.028000,CoFeZr,sputtering,AM,1
Co58.717000Fe11.130000Zr30.153000,CoFeZr,sputtering,AM,1
Co58.180000Fe10.517000Zr31.304000,CoFeZr,sputtering,AM,1
Co55.090000Fe33.610000Zr11.300000,CoFeZr,sputtering,CR,0
Co56.183000Fe31.918000Zr11.899000,CoFeZr,sputtering,CR,0
Co57.202000Fe30.279000Zr12.519000,CoFeZr,sputtering,CR,0
Co58.141000Fe28.700000Zr13.159000,CoFeZr,sputtering,CR,0
Co59.000000Fe27.180000Zr13.820000,CoFeZr,sputtering,CR,0
Co59.773000Fe25.725000Zr14.502000,CoFeZr,sputtering,CR,0
Co60.462000Fe24.333000Zr15.205000,CoFeZr,sputtering,CR,0
Co61.066000Fe23.003000Zr15.931000,CoFeZr,sputtering,CR,0
Co61.583000Fe21.739000Zr16.678000,CoFeZr,sputtering,CR,0
Co62.014000Fe20.536000Zr17.450000,CoFeZr,sputtering,CR,0
Co62.360000Fe19.397000Zr18.243000,CoFeZr,sputtering,CR,0
Co62.621000Fe18.319000Zr19.060000,CoFeZr,sputtering,CR,0
Co62.799000Fe17.299000Zr19.902000,CoFeZr,sputtering,CR,0
Co62.896000Fe16.336000Zr20.768000,CoFeZr,sputtering,CR,0
Co62.913000Fe15.427000Zr21.661000,CoFeZr,sputtering,CR,0
Co62.851000Fe14.571000Zr22.577000,CoFeZr,sputtering,CR,0
Co62.714000Fe13.766000Zr23.521000,CoFeZr,sputtering,CR,0
Co62.502000Fe13.006000Zr24.492000,CoFeZr,sputtering,AM,1
Co62.219000Fe12.293000Zr25.489000,CoFeZr,sputtering,AM,1
Co61.865000Fe11.620000Zr26.515000,CoFeZr,sputtering,AM,1
Co61.445000Fe10.989000Zr27.566000,CoFeZr,sputtering,AM,1
Co60.959000Fe10.396000Zr28.645000,CoFeZr,sputtering,AM,1
Co56.861000Fe32.837000Zr10.302000,CoFeZr,sputtering,CR,0
Co57.985000Fe31.177000Zr10.838000,CoFeZr,sputtering,CR,0
Co59.037000Fe29.570000Zr11.393000,CoFeZr,sputtering,CR,0
Co60.010000Fe28.024000Zr11.966000,CoFeZr,sputtering,CR,0
Co60.904000Fe26.536000Zr12.560000,CoFeZr,sputtering,CR,0
Co61.714000Fe25.114000Zr13.172000,CoFeZr,sputtering,CR,0
Co62.441000Fe23.754000Zr13.804000,CoFeZr,sputtering,CR,0
Co63.085000Fe22.457000Zr14.458000,CoFeZr,sputtering,CR,0
Co63.643000Fe21.225000Zr15.132000,CoFeZr,sputtering,CR,0
Co64.117000Fe20.054000Zr15.829000,CoFeZr,sputtering,CR,0
Co64.507000Fe18.946000Zr16.547000,CoFeZr,sputtering,CR,0
Co64.814000Fe17.899000Zr17.288000,CoFeZr,sputtering,CR,0
Co65.039000Fe16.907000Zr18.053000,CoFeZr,sputtering,CR,0
Co65.184000Fe15.974000Zr18.842000,CoFeZr,sputtering,CR,0
Co65.251000Fe15.092000Zr19.657000,CoFeZr,sputtering,CR,0
Co65.240000Fe14.264000Zr20.496000,CoFeZr,sputtering,CR,0
Co65.154000Fe13.484000Zr21.362000,CoFeZr,sputtering,CR,0
Co64.995000Fe12.750000Zr22.256000,CoFeZr,sputtering,CR,0
Co64.764000Fe12.060000Zr23.175000,CoFeZr,sputtering,CR,0
Co64.464000Fe11.411000Zr24.124000,CoFeZr,sputtering,AM,1
Co64.098000Fe10.802000Zr25.100000,CoFeZr,sputtering,AM,1
Co63.666000Fe10.229000Zr26.105000,CoFeZr,sputtering,AM,1
Co58.621000Fe32.004000Zr9.375000,CoFeZr,sputtering,CR,0
Co59.770000Fe30.377000Zr9.852000,CoFeZr,sputtering,CR,0
Co60.849000Fe28.803000Zr10.348000,CoFeZr,sputtering,CR,0
Co61.850000Fe27.290000Zr10.860000,CoFeZr,sputtering,CR,0
Co62.774000Fe25.836000Zr11.390000,CoFeZr,sputtering,CR,0
Co63.616000Fe24.446000Zr11.937000,CoFeZr,sputtering,CR,0
Co64.376000Fe23.120000Zr12.503000,CoFeZr,sputtering,CR,0
Co65.054000Fe21.856000Zr13.090000,CoFeZr,sputtering,CR,0
Co65.648000Fe20.657000Zr13.695000,CoFeZr,sputtering,CR,0
Co66.161000Fe19.518000Zr14.321000,CoFeZr,sputtering,CR,0
Co66.590000Fe18.443000Zr14.967000,CoFeZr,sputtering,CR,0
Co66.938000Fe17.426000Zr15.636000,CoFeZr,sputtering,CR,0
Co67.206000Fe16.466000Zr16.328000,CoFeZr,sputtering,CR,0
Co67.396000Fe15.562000Zr17.042000,CoFeZr,sputtering,CR,0
Co67.509000Fe14.709000Zr17.782000,CoFeZr,sputtering,CR,0
Co67.546000Fe13.909000Zr18.546000,CoFeZr,sputtering,CR,0
Co67.509000Fe13.156000Zr19.335000,CoFeZr,sputtering,CR,0
Co67.400000Fe12.448000Zr20.152000,CoFeZr,sputtering,CR,0
Co67.222000Fe11.783000Zr20.995000,CoFeZr,sputtering,CR,0
Co66.974000Fe11.158000Zr21.868000,CoFeZr,sputtering,CR,0
Co66.661000Fe10.572000Zr22.767000,CoFeZr,sputtering,CR,0
Co66.283000Fe10.021000Zr23.696000,CoFeZr,sputtering,AM,1
Co59.128000Fe32.767000Zr8.106000,CoFeZr,sputtering,CR,0
Co60.365000Fe31.120000Zr8.515000,CoFeZr,sputtering,CR,0
Co61.535000Fe29.526000Zr8.939000,CoFeZr,sputtering,CR,0
Co62.636000Fe27.985000Zr9.380000,CoFeZr,sputtering,CR,0
Co63.660000Fe26.505000Zr9.835000,CoFeZr,sputtering,CR,0
Co64.608000Fe25.085000Zr10.307000,CoFeZr,sputtering,CR,0
Co65.476000Fe23.730000Zr10.794000,CoFeZr,sputtering,CR,0
Co66.263000Fe22.438000Zr11.299000,CoFeZr,sputtering,CR,0
Co66.970000Fe21.207000Zr11.822000,CoFeZr,sputtering,CR,0
Co67.595000Fe20.042000Zr12.363000,CoFeZr,sputtering,CR,0
Co68.140000Fe18.937000Zr12.923000,CoFeZr,sputtering,CR,0
Co68.604000Fe17.893000Zr13.503000,CoFeZr,sputtering,CR,0
Co68.989000Fe16.909000Zr14.102000,CoFeZr,sputtering,CR,0
Co69.296000Fe15.980000Zr14.725000,CoFeZr,sputtering,CR,0
Co69.525000Fe15.106000Zr15.368000,CoFeZr,sputtering,CR,0
