formula,phase,processing
B25Cr70Fe5,AM,meltspin
B2Cr8Fe90,AM,meltspin
B2Cr10Fe88,AM,meltspin
B4Cr8Fe88,AM,meltspin
B4Cr10Fe86,AM,meltspin
B6Cr8Fe86,AM,meltspin
B6Cr10Fe84,AM,meltspin
B8Cr8Fe84,AM,meltspin
B8Cr10Fe82,AM,meltspin
B10Cr24Fe66,AM,meltspin
B10Cr26Fe64,AM,meltspin
B12Cr5Fe83,AM,meltspin
B12Cr10Fe78,AM,meltspin
B12Cr14Fe74,AM,meltspin
B12Cr15Fe73,AM,meltspin
B12Cr18Fe70,AM,meltspin
B12Cr20Fe68,AM,meltspin
B12Cr22Fe66,AM,meltspin
B12Cr24Fe64,AM,meltspin
B14Cr5Fe81,AM,meltspin
B14Cr10Fe76,AM,meltspin
B14Cr14Fe72,AM,meltspin
B14Cr15Fe71,AM,meltspin
B14Cr20Fe66,AM,meltspin
B14Cr24Fe62,AM,meltspin
B16Cr5Fe79,AM,meltspin
B16Cr10Fe74,AM,meltspin
B16Cr14Fe70,AM,meltspin
B16Cr20Fe64,AM,meltspin
B18Cr5Fe77,AM,meltspin
B18Cr10Fe72,AM,meltspin
B18Cr14Fe68,AM,meltspin
B18Cr20Fe62,AM,meltspin
B20Cr5Fe75,AM,meltspin
B20Cr10Fe70,AM,meltspin
B20Cr20Fe60,AM,meltspin
B8Cr18Fe74,AC,meltspin
B8Cr20Fe72,AC,meltspin
B8Cr22Fe70,AC,meltspin
B8Cr24Fe68,AC,meltspin
B8Cr26Fe66,AC,meltspin
B10Cr5Fe85,AC,meltspin
B10Cr8Fe82,AC,meltspin
B10Cr10Fe80,AC,meltspin
B10Cr12Fe78,AC,meltspin
B10Cr14Fe76,AC,meltspin
B10Cr15Fe75,AC,meltspin
B10Cr18Fe72,AC,meltspin
B10Cr20Fe70,AC,meltspin
B10Cr22Fe68,AC,meltspin
B2Cr12Fe86,CR,meltspin
B2Cr14Fe84,CR,meltspin
B2Cr16Fe82,CR,meltspin
B2Cr20Fe78,CR,meltspin
B4Cr5Fe91,CR,meltspin
B4Cr12Fe84,CR,meltspin
B4Cr14Fe82,CR,meltspin
B4Cr15Fe81,CR,meltspin
B4Cr16Fe80,CR,meltspin
B4Cr20Fe76,CR,meltspin
B6Cr5Fe89,CR,meltspin
B6Cr12Fe82,CR,meltspin
B6Cr14Fe80,CR,meltspin
B6Cr15Fe79,CR,meltspin
B6Cr16Fe78,CR,meltspin
B6Cr18Fe76,CR,meltspin
B6Cr20Fe74,CR,meltspin
B6Cr22Fe72,CR,meltspin
B6Cr24Fe70,CR,meltspin
B6Cr26Fe68,CR,meltspin
B8Cr5Fe87,CR,meltspin
B8Cr12Fe80,CR,meltspin
B8Cr14Fe78,CR,meltspin
B8Cr15Fe77,CR,meltspin
B8Cr16Fe76,CR,meltspin
B19Cr0Fe81,AM,meltspin
B20Cr5Fe75,AM,meltspin
B15Cr5Fe80,AM,meltspin
B15Cr10Fe75,AM,meltspin
B15Cr15Fe70,AM,meltspin
B15Cr20Fe65,AM,meltspin
B15Cr25Fe60,AM,meltspin
B15Cr30Fe55,AM,meltspin
B20Cr1Fe79,AM,meltspin
B20Cr2.5Fe77.5,AM,meltspin
B20Cr4Fe76,AM,meltspin
B20Cr8Fe72,AM,meltspin
B18Cr5Fe77,AM,meltspin
B19Cr0Fe81,AM,meltspin
B14.4Cr6.6Fe79,AM,meltspin
B11Cr27Fe62,AM,meltspin
B12Cr26Fe62,AM,meltspin
B14Cr26Fe60,AM,meltspin
B17.5Cr25Fe57.5,AM,meltspin
B19.5Cr24.5Fe56,AM,meltspin
B21Cr24Fe55,AM,meltspin
B20Cr4Fe76,AM,meltspin
B20Cr6Fe74,AM,meltspin
B20Cr8Fe72,AM,meltspin
B20Cr10Fe70,AM,meltspin
B20Cr15Fe65,AM,meltspin
B14Cr0Fe86,AM,meltspin
B14Cr7Fe79,AM,meltspin
B15Cr7Fe78,AM,meltspin
B16Cr7Fe77,AM,meltspin
B20Cr10Ni70,AM,meltspin
B20Cr20Ni60,AM,meltspin
B20Cr25Ni55,AM,meltspin
B20Cr30Ni50,AM,meltspin
B13Cu0Fe87,AM,meltspin
B13Cu0.5Fe86.5,AM,meltspin
B14Cu0Fe86,AM,meltspin
B14Cu0.5Fe85.5,AM,meltspin
B16Cu0Fe84,AM,meltspin
B16Cu0.5Fe83.5,AM,meltspin
B18Cu0Fe82,AM,meltspin
B18Cu0.5Fe81.5,AM,meltspin
B20Cu0Fe80,AM,meltspin
B20Cu0.5Fe79.5,AM,meltspin
B14Cu1Fe85,AC,meltspin
B14Cu3Fe83,AC,meltspin
B14Cu5Fe81,AC,meltspin
B14Cu10Fe76,AC,meltspin
B16Cu1Fe83,AC,meltspin
B16Cu3Fe81,AC,meltspin
B16Cu5Fe79,AC,meltspin
B16Cu10Fe74,AC,meltspin
B16Cu15Fe69,AC,meltspin
B18Cu1Fe81,AC,meltspin
B18Cu5Fe77,AC,meltspin
B18Cu10Fe72,AC,meltspin
B18Cu15Fe67,AC,meltspin
B18Cu20Fe62,AC,meltspin
B20Cu1Fe79,AC,meltspin
B20Cu5Fe75,AC,meltspin
B20Cu10Fe70,AC,meltspin
B4Cu1Fe95,CR,meltspin
B4Cu5Fe91,CR,meltspin
B4Cu10Fe86,CR,meltspin
B6Cu1Fe93,CR,meltspin
B6Cu3Fe91,CR,meltspin
B6Cu5Fe89,CR,meltspin
B6Cu10Fe84,CR,meltspin
B6Cu15Fe79,CR,meltspin
B8Cu1Fe91,CR,meltspin
B8Cu3Fe89,CR,meltspin
B8Cu5Fe87,CR,meltspin
B8Cu10Fe82,CR,meltspin
B8Cu15Fe77,CR,meltspin
B10Cu1Fe89,CR,meltspin
B10Cu3Fe87,CR,meltspin
B10Cu5Fe85,CR,meltspin
B10Cu10Fe80,CR,meltspin
B10Cu15Fe75,CR,meltspin
B12Cu1Fe87,CR,meltspin
B12Cu3Fe85,CR,meltspin
B12Cu5Fe83,CR,meltspin
B12Cu10Fe78,CR,meltspin
B12Cu15Fe73,CR,meltspin
B12Cu20Fe68,CR,meltspin
B14Cu15Fe71,CR,meltspin
B14Cu20Fe66,CR,meltspin
B16Cu20Fe64,CR,meltspin
B17Cu1.5Fe81.5,AM,meltspin
B19Cu0Fe81,AM,meltspin
B17Cu3Ni80,AM,meltspin
B1Cu30Zr69,AM,meltspin
B1Cu40Zr59,AM,meltspin
B1Cu50Zr49,AM,meltspin
B1Cu60Zr39,AM,meltspin
B1Cu70Zr29,AM,meltspin
B2.5Cu20Zr77.5,AM,meltspin
B2.5Cu25Zr72.5,AM,meltspin
B2.5Cu30Zr67.5,AM,meltspin
B2.5Cu35Zr62.5,AM,meltspin
B2.5Cu40Zr57.5,AM,meltspin
B2.5Cu45Zr52.5,AM,meltspin
B2.5Cu50Zr47.5,AM,meltspin
B2.5Cu55Zr42.5,AM,meltspin
B2.5Cu60Zr37.5,AM,meltspin
B2.5Cu65Zr32.5,AM,meltspin
B2.5Cu70Zr27.5,AM,meltspin
B2.5Cu80Zr17.5,AM,meltspin
B5Cu15Zr80,AM,meltspin
B5Cu20Zr75,AM,meltspin
B5Cu25Zr70,AM,meltspin
B5Cu30Zr65,AM,meltspin
B5Cu35Zr60,AM,meltspin
B5Cu40Zr55,AM,meltspin
B5Cu45Zr50,AM,meltspin
B5Cu50Zr45,AM,meltspin
B5Cu55Zr40,AM,meltspin
B5Cu60Zr35,AM,meltspin
B5Cu65Zr30,AM,meltspin
B5Cu70Zr25,AM,meltspin
B7.5Cu25Zr67.5,AM,meltspin
B7.5Cu30Zr62.5,AM,meltspin
B7.5Cu35Zr57.5,AM,meltspin
B7.5Cu50Zr42.5,AM,meltspin
B7.5Cu55Zr37.5,AM,meltspin
B10Cu25Zr65,AM,meltspin
B10Cu30Zr60,AM,meltspin
B10Cu35Zr55,AM,meltspin
B1Cu75Zr24,AC,meltspin
B2.5Cu75Zr22.5,AC,meltspin
B7.5Cu15Zr77.5,AC,meltspin
B1Cu20Zr79,CR,meltspin
B17Fe73Ga10,AM,meltspin
B17Fe75Ga8,AM,meltspin
B17Fe77Ga6,AM,meltspin
B17Fe79Ga4,AM,meltspin
B17Fe81Ga2,AM,meltspin
B10Fe80Ge10,AM,meltspin
B12Fe80Ge8,AM,meltspin
B15Fe80Ge5,AM,meltspin
B18Fe80Ge2,AM,meltspin
B18Fe80Ge2,AM,meltspin
B19Fe81Ge0,AM,meltspin
B4Fe89Hf7,AM,meltspin
B2Fe91Hf7,AM,meltspin
B4Fe89Hf7,AM,meltspin
B6Fe87Hf7,AM,meltspin
B8Fe85Hf7,AM,meltspin
B12Fe81Hf7,AM,meltspin
B14Fe86Hf0,AM,meltspin
B16Fe77Hf7,AM,meltspin
B4Fe89Hf7,AM,meltspin
B16Fe76Ho8,AM,meltspin
B16Fe80Ho4,AM,meltspin
B16Fe82Ho2,AM,meltspin
B16Fe84Ho0,AM,meltspin
B16Fe81La3,AM,meltspin
B20Fe60Mn20,AM,meltspin
B20Fe62Mn18,AM,meltspin
B20Fe64Mn16,AM,meltspin
B20Fe66Mn14,AM,meltspin
B20Fe70Mn10,AM,meltspin
B20Fe72Mn8,AM,meltspin
B20Fe74Mn6,AM,meltspin
B20Fe76Mn4,AM,meltspin
B20Fe78Mn2,AM,meltspin
B20Fe80Mn0,AM,meltspin
B9Fe6Mn85,AM,meltspin
B9Fe91Mn0,AM,meltspin
B17Fe80.5Mn2.5,AM,meltspin
B25Fe5Mn70,AM,meltspin
B25Fe75Mn0,AM,meltspin
B14Fe20Mn66,AM,meltspin
B14Fe71Mn15,AM,meltspin
B14Fe76Mn10,AM,meltspin
B14Fe81Mn5,AM,meltspin
B14Fe83Mn3,AM,meltspin
B14Fe85Mn1,AM,meltspin
B16Fe74Mn10,AM,meltspin
B16Fe81Mn3,AM,meltspin
B16Fe83Mn1,AM,meltspin
B10Fe20Mn70,AC,meltspin
B10Fe75Mn15,AC,meltspin
B10Fe80Mn10,AC,meltspin
B10Fe85Mn5,AC,meltspin
B10Fe87Mn3,AC,meltspin
B10Fe89Mn1,AC,meltspin
B12Fe20Mn68,AC,meltspin
B12Fe73Mn15,AC,meltspin
B12Fe78Mn10,AC,meltspin
B12Fe83Mn5,AC,meltspin
B12Fe85Mn3,AC,meltspin
B12Fe87Mn1,AC,meltspin
B4Fe91Mn5,CR,meltspin
B4Fe93Mn3,CR,meltspin
B4Fe95Mn1,CR,meltspin
B6Fe79Mn15,CR,meltspin
B6Fe84Mn10,CR,meltspin
B6Fe89Mn5,CR,meltspin
B6Fe91Mn3,CR,meltspin
B6Fe93Mn1,CR,meltspin
B8Fe20Mn72,CR,meltspin
B8Fe77Mn15,CR,meltspin
B8Fe82Mn10,CR,meltspin
B8Fe87Mn5,CR,meltspin
B8Fe89Mn3,CR,meltspin
B8Fe91Mn1,CR,meltspin
B19Fe81Mn0,AM,meltspin
B20Fe75Mn5,AM,meltspin
B19Fe77Mn4,AM,meltspin
B19Fe81Mn0,AM,meltspin
B20Fe78Mo2,AM,meltspin
B20Fe78Mo2,AM,meltspin
B20Fe78Mo2,AM,meltspin
B20Fe72Mo8,AM,meltspin
B20Fe73Mo7,AM,meltspin
B20Fe74Mo6,AM,meltspin
B20Fe70Mo10,AM,meltspin
B20Fe73Mo7,AM,meltspin
B20Fe75Mo5,AM,meltspin
B20Fe76Mo4,AM,meltspin
B20Fe77Mo3,AM,meltspin
B20Fe78Mo2,AM,meltspin
B20Fe79Mo1,AM,meltspin
B20Fe80Mo0,AM,meltspin
B9Fe6Mo85,AM,meltspin
B9Fe91Mo0,AM,meltspin
B17Fe80.5Mo2.5,AM,meltspin
B25Fe5Mo70,AM,meltspin
B25Fe75Mo0,AM,meltspin
B10Fe70Mo20,AM,meltspin
B10Fe72Mo18,AM,meltspin
B10Fe75Mo15,AM,meltspin
B10Fe78Mo12,AM,meltspin
B10Fe80Mo10,AM,meltspin
B10Fe82Mo8,AM,meltspin
B12Fe68Mo20,AM,meltspin
B12Fe70Mo18,AM,meltspin
B12Fe73Mo15,AM,meltspin
B12Fe76Mo12,AM,meltspin
B12Fe78Mo10,AM,meltspin
B12Fe80Mo8,AM,meltspin
B12Fe83Mo5,AM,meltspin
B14Fe66Mo20,AM,meltspin
B14Fe71Mo15,AM,meltspin
B14Fe74Mo12,AM,meltspin
B14Fe76Mo10,AM,meltspin
B14Fe78Mo8,AM,meltspin
B14Fe81Mo5,AM,meltspin
B16Fe64Mo20,AM,meltspin
B16Fe69Mo15,AM,meltspin
B16Fe76Mo8,AM,meltspin
B16Fe79Mo5,AM,meltspin
B6Fe74Mo20,AC,meltspin
B6Fe76Mo18,AC,meltspin
B6Fe79Mo15,AC,meltspin
B6Fe82Mo12,AC,meltspin
B6Fe84Mo10,AC,meltspin
B7Fe85Mo8,AC,meltspin
B8Fe72Mo20,AC,meltspin
B8Fe74Mo18,AC,meltspin
B8Fe77Mo15,AC,meltspin
B8Fe80Mo12,AC,meltspin
B8Fe82Mo10,AC,meltspin
B8Fe87Mo5,AC,meltspin
B9Fe83Mo8,AC,meltspin
B10Fe85Mo5,AC,meltspin
B2Fe78Mo20,CR,meltspin
B2Fe80Mo18,CR,meltspin
B2Fe83Mo15,CR,meltspin
B2Fe86Mo12,CR,meltspin
B2Fe88Mo10,CR,meltspin
B2Fe90Mo8,CR,meltspin
B2Fe93Mo5,CR,meltspin
B4Fe76Mo20,CR,meltspin
B4Fe78Mo18,CR,meltspin
B4Fe81Mo15,CR,meltspin
B4Fe84Mo12,CR,meltspin
B4Fe86Mo10,CR,meltspin
B4Fe88Mo8,CR,meltspin
B4Fe91Mo5,CR,meltspin
B6Fe86Mo8,CR,meltspin
B6Fe89Mo5,CR,meltspin
B12Fe81Mo7,AM,meltspin
B14Fe86Mo0,AM,meltspin
B6Fe82Nb12,AM,meltspin
B8Fe77Nb15,AM,meltspin
B8Fe80Nb12,AM,meltspin
B10Fe75Nb15,AM,meltspin
B10Fe78Nb12,AM,meltspin
B10Fe85Nb5,AM,meltspin
B12Fe83Nb5,AM,meltspin
B5Fe80Nb15,AC,meltspin
B5Fe83Nb12,AC,meltspin
B6Fe79Nb15,AC,meltspin
B8Fe87Nb5,AC,meltspin
B3Fe85Nb12,CR,meltspin
B3Fe92Nb5,CR,meltspin
B6Fe89Nb5,CR,meltspin
B17Fe80Nb3,AM,meltspin
B17Fe83Nb0,AM,meltspin
B9Fe84Nb7,AM,meltspin
B9Fe84Nb7,AM,meltspin
B8Fe85Nb7,AM,meltspin
B10Fe83Nb7,AM,meltspin
B12Fe81Nb7,AM,meltspin
B14Fe86Nb0,AM,meltspin
B16Fe77Nb7,AM,meltspin
B17.5Fe61.875Nd20.625,AM,meltspin
B17.5Fe66Nd16.5,AM,meltspin
B17.5Fe70.125Nd12.375,AM,meltspin
B17.5Fe74.25Nd8.25,AM,meltspin
B17.5Fe78.375Nd4.125,AM,meltspin
B17.5Fe82.5Nd0,AM,meltspin
B8Fe77Nd15,AM,meltspin
B4.8Fe82.2Nd14,AM,meltspin
B6.1Fe82.1Nd11.8,AM,meltspin
B7.8Fe78.2Nd14,AM,meltspin
B19Fe77Nd4,AM,meltspin
B5Fe81Nd14,CR,meltspin
B6Fe78Nd16,CR,meltspin
B18.5Fe31.5Nd50,AM,meltspin
B18.5Fe51.5Nd30,AM,meltspin
B18.5Fe61.5Nd20,AM,meltspin
B18.5Fe69.5Nd12,AM,meltspin
B18.5Fe75.5Nd6,AM,meltspin
B18.5Fe78.5Nd3,AM,meltspin
B18.5Fe81.5Nd0,AM,meltspin
B8Fe77Nd15,AM,meltspin
B0Fe75Nd25,AM,meltspin
B0Fe79Nd21,AM,meltspin
B0Fe82Nd18,AM,meltspin
B0Fe85Nd15,AM,meltspin
B3Fe82Nd15,AM,meltspin
B6Fe82Nd12,AM,meltspin
B9Fe82Nd9,AM,meltspin
B12Fe82Nd6,AM,meltspin
B15Fe82Nd3,AM,meltspin
B18Fe82Nd0,AM,meltspin
B8Fe76Nd16,AM,meltspin
B8Fe79Nd13,AM,meltspin
B18.5Fe77Nd4.5,AM,meltspin
B8Fe77Nd15,AM,meltspin
B0Fe40Nd60,AM,meltspin
B0Fe50Nd50,AM,meltspin
B0Fe60Nd40,AM,meltspin
B0Fe67Nd33,AM,meltspin
B0Fe80Nd20,AM,meltspin
B0Fe89Nd11,AM,meltspin
B16Fe33.6Nd50.4,AM,meltspin
B16Fe42Nd42,AM,meltspin
B16Fe50.4Nd33.6,AM,meltspin
B16Fe56.3Nd27.7,AM,meltspin
B16Fe67.2Nd16.8,AM,meltspin
B16Fe74.8Nd9.2,AM,meltspin
B16Fe84Nd0,AM,meltspin
B7.5Fe77.5Nd15,AM,meltspin
B20Fe40Ni40,AM,meltspin
B20Fe80Ni0,AM,meltspin
B20Fe20Ni60,AM,meltspin
B20Fe30Ni50,AM,meltspin
B20Fe40Ni40,AM,meltspin
B20Fe50Ni30,AM,meltspin
B20Fe60Ni20,AM,meltspin
B20Fe70Ni10,AM,meltspin
B20Fe80Ni0,AM,meltspin
B0Fe50Ni50,AM,meltspin
B20Fe40Ni40,AM,meltspin
B16Fe42Ni42,AM,meltspin
B18Fe41Ni41,AM,meltspin
B20Fe40Ni40,AM,meltspin
B26Fe37Ni37,AM,meltspin
B30Fe35Ni35,AM,meltspin
B20Fe30Ni50,AM,meltspin
B20Fe40Ni40,AM,meltspin
B20Fe50Ni30,AM,meltspin
B20Fe60Ni20,AM,meltspin
B20Fe70Ni10,AM,meltspin
B20Fe80Ni0,AM,meltspin
B17Fe54Ni29,AM,meltspin
B17Fe66.4Ni16.6,AM,meltspin
B17Fe83Ni0,AM,meltspin
B20Fe40Ni40,AM,meltspin
B20Fe80Ni0,AM,meltspin
B16Fe84Ni0,AM,meltspin
B20Fe50Ni30,AM,meltspin
B17Fe23Ni60,AM,meltspin
B17Fe33Ni50,AM,meltspin
B17Fe43Ni40,AM,meltspin
B17Fe48Ni35,AM,meltspin
B17Fe53Ni30,AM,meltspin
B17Fe63Ni20,AM,meltspin
B17Fe73Ni10,AM,meltspin
B17Fe83Ni0,AM,meltspin
B16Fe25Ni59,AM,meltspin
B16Fe33.5Ni50.5,AM,meltspin
B16Fe42Ni42,AM,meltspin
B17Fe7Ni76,AM,meltspin
B17Fe21Ni62,AM,meltspin
B17Fe24Ni59,AM,meltspin
B17Fe32.5Ni50.5,AM,meltspin
B17Fe41Ni42,AM,meltspin
B17Fe50Ni33,AM,meltspin
B18Fe23Ni59,AM,meltspin
B18Fe31.5Ni50.5,AM,meltspin
B18Fe40Ni42,AM,meltspin
B19Fe22Ni59,AM,meltspin
B19Fe30.5Ni50.5,AM,meltspin
B19Fe39Ni42,AM,meltspin
B20Fe21Ni59,AM,meltspin
B20Fe29.5Ni50.5,AM,meltspin
B20Fe38Ni42,AM,meltspin
B9Fe6Ni85,AM,meltspin
B9Fe91Ni0,AM,meltspin
B17Fe80.5Ni2.5,AM,meltspin
B20Fe40Ni40,AM,meltspin
B25Fe5Ni70,AM,meltspin
B25Fe75Ni0,AM,meltspin
B16Fe42Ni42,AM,meltspin
B20Fe30Ni50,AM,meltspin
B20Fe40Ni40,AM,meltspin
B22Fe39Ni39,AM,meltspin
B25Fe65Ni10,AM,meltspin
B16Fe42Ni42,AM,meltspin
B22Fe39Ni39,AM,meltspin
B27Fe36.5Ni36.5,AM,meltspin
B10Fe80Ni10,AM,meltspin
B10Fe85Ni5,AM,meltspin
B12Fe68Ni20,AM,meltspin
B12Fe73Ni15,AM,meltspin
B12Fe78Ni10,AM,meltspin
B14Fe61Ni25,AM,meltspin
B14Fe66Ni20,AM,meltspin
B14Fe71Ni15,AM,meltspin
B14Fe76Ni10,AM,meltspin
B14Fe81Ni5,AM,meltspin
B14Fe83Ni3,AM,meltspin
B14Fe85Ni1,AM,meltspin
B16Fe59Ni25,AM,meltspin
B16Fe64Ni20,AM,meltspin
B16Fe69Ni15,AM,meltspin
B16Fe74Ni10,AM,meltspin
B16Fe79Ni5,AM,meltspin
B16Fe81Ni3,AM,meltspin
B16Fe83Ni1,AM,meltspin
B18Fe57Ni25,AM,meltspin
B18Fe62Ni20,AM,meltspin
B18Fe67Ni15,AM,meltspin
B18Fe72Ni10,AM,meltspin
B18Fe77Ni5,AM,meltspin
B10Fe89Ni1,AC,meltspin
B12Fe83Ni5,AC,meltspin
B12Fe85Ni3,AC,meltspin
B12Fe87Ni1,AC,meltspin
B2Fe73Ni25,CR,meltspin
B2Fe78Ni20,CR,meltspin
B2Fe83Ni15,CR,meltspin
B2Fe88Ni10,CR,meltspin
B4Fe71Ni25,CR,meltspin
B4Fe76Ni20,CR,meltspin
B4Fe81Ni15,CR,meltspin
B4Fe86Ni10,CR,meltspin
B4Fe91Ni5,CR,meltspin
B4Fe93Ni3,CR,meltspin
B4Fe95Ni1,CR,meltspin
B6Fe69Ni25,CR,meltspin
B6Fe74Ni20,CR,meltspin
B6Fe79Ni15,CR,meltspin
B6Fe84Ni10,CR,meltspin
B6Fe89Ni5,CR,meltspin
B6Fe93Ni1,CR,meltspin
B8Fe67Ni25,CR,meltspin
B8Fe72Ni20,CR,meltspin
B8Fe77Ni15,CR,meltspin
B8Fe82Ni10,CR,meltspin
B8Fe87Ni5,CR,meltspin
B8Fe89Ni3,CR,meltspin
B8Fe91Ni1,CR,meltspin
B10Fe65Ni25,CR,meltspin
B10Fe70Ni20,CR,meltspin
B10Fe75Ni15,CR,meltspin
B12Fe63Ni25,CR,meltspin
B19Fe81Ni0,AM,meltspin
B20Fe75Ni5,AM,meltspin
B20Fe35Ni45,AM,meltspin
B14Fe43Ni43,AM,meltspin
B23Fe12.3Ni64.7,AM,meltspin
B23Fe38.5Ni38.5,AM,meltspin
B23Fe46.2Ni30.8,AM,meltspin
B23Fe60.1Ni16.9,AM,meltspin
B16Fe42Ni42,AM,meltspin
B16.5Fe21Ni62.5,AM,meltspin
B16.5Fe61.5Ni22,AM,meltspin
B17.5Fe21Ni61.5,AM,meltspin
B17.5Fe41.5Ni41,AM,meltspin
B19Fe20.5Ni60.5,AM,meltspin
B19Fe61Ni20,AM,meltspin
B19.5Fe40.5Ni40,AM,meltspin
B20.5Fe59.5Ni20,AM,meltspin
B21.5Fe58.5Ni20,AM,meltspin
B22Fe19.5Ni58.5,AM,meltspin
B22Fe39Ni39,AM,meltspin
B24Fe38Ni38,AM,meltspin
B24Fe57Ni19,AM,meltspin
B25Fe56Ni19,AM,meltspin
B26Fe37Ni37,AM,meltspin
B27Fe18.5Ni54.5,AM,meltspin
B27Fe54.5Ni18.5,AM,meltspin
B28.5Fe53.5Ni18,AM,meltspin
B29Fe18Ni53,AM,meltspin
B19Fe76Ni5,AM,meltspin
B19Fe81Ni0,AM,meltspin
B20Fe15Ni65,AM,meltspin
B20Fe20Ni60,AM,meltspin
B20Fe40Ni40,AM,meltspin
B17Fe80Ni3,AM,meltspin
B17Fe83Ni0,AM,meltspin
B24Fe66Ni10,AM,meltspin
B7Fe80P13,AM,meltspin
B0Fe80P20,AM,meltspin
B2.3Fe83P14.7,AM,meltspin
B3Fe79P18,AM,meltspin
B5Fe83P12,AM,meltspin
B6Fe79P15,AM,meltspin
B6Fe80P14,AM,meltspin
B6Fe81P13,AM,meltspin
B6Fe82P12,AM,meltspin
B6Fe83P11,AM,meltspin
B7Fe79P14,AM,meltspin
B7Fe80P13,AM,meltspin
B7Fe81P12,AM,meltspin
B7Fe82P11,AM,meltspin
B7Fe83P10,AM,meltspin
B8Fe79P13,AM,meltspin
B8Fe80P12,AM,meltspin
B8Fe81P11,AM,meltspin
B8Fe82P10,AM,meltspin
B8Fe83P9,AM,meltspin
B9Fe78P13,AM,meltspin
B9Fe79P12,AM,meltspin
B9Fe80P11,AM,meltspin
B9Fe81P10,AM,meltspin
B9Fe82P9,AM,meltspin
B10Fe79P11,AM,meltspin
B10Fe80P10,AM,meltspin
B10Fe81P9,AM,meltspin
B10Fe83P7,AM,meltspin
B11Fe79P10,AM,meltspin
B11Fe80P9,AM,meltspin
B12Fe79P9,AM,meltspin
B12Fe80P8,AM,meltspin
B12Fe81P7,AM,meltspin
B12Fe82P6,AM,meltspin
B12Fe83P5,AM,meltspin
B13Fe77P10,AM,meltspin
B13Fe79P8,AM,meltspin
B13Fe80P7,AM,meltspin
B14Fe79P7,AM,meltspin
B14Fe81P5,AM,meltspin
B14Fe83P3,AM,meltspin
B15Fe77P8,AM,meltspin
B15Fe79P6,AM,meltspin
B15Fe80P5,AM,meltspin
B16Fe79P5,AM,meltspin
B16Fe81P3,AM,meltspin
B17Fe77P6,AM,meltspin
B17Fe79P4,AM,meltspin
B20Fe76P4,AM,meltspin
B20Fe80P0,AM,meltspin
B21Fe75P4,AM,meltspin
B3Fe83P14,CR,meltspin
B4Fe84P12,CR,meltspin
B5Fe84P11,CR,meltspin
B6Fe84P10,CR,meltspin
B7Fe84P9,CR,meltspin
B11Fe75P14,CR,meltspin
B11Fe85P4,CR,meltspin
B17Fe80P3,CR,meltspin
B18Fe79P3,CR,meltspin
B18Fe80P2,CR,meltspin
B18Fe82P0,CR,meltspin
B19Fe75P6,CR,meltspin
B19Fe77P4,CR,meltspin
B19Fe81P0,CR,meltspin
B21Fe79P0,CR,meltspin
B4Fe80P16,AM,meltspin
B6Fe80P14,AM,meltspin
B7Fe80P13,AM,meltspin
B8Fe80P12,AM,meltspin
B10Fe80P10,AM,meltspin
B12Fe80P8,AM,meltspin
B14Fe80P6,AM,meltspin
B16Fe80P4,AM,meltspin
B18Fe80P2,AM,meltspin
B20Fe80P0,AM,meltspin
B18Fe80Pd2,AM,meltspin
B19Fe81Pd0,AM,meltspin
B17Fe80Si3,AM,meltspin
B20Fe80Si0,AM,meltspin
B12Fe78Si10,AM,meltspin
B9Fe77.5Si13.5,AM,meltspin
B12Fe72Si16,AM,meltspin
B12Fe75Si13,AM,meltspin
B12Fe77Si11,AM,meltspin
B12Fe80Si8,AM,meltspin
B15Fe72.5Si12.5,AM,meltspin
B15Fe75Si10,AM,meltspin
B15Fe77.5Si7.5,AM,meltspin
B15Fe81Si4,AM,meltspin
B15Fe83Si2,AM,meltspin
B16Fe82Si2,AM,meltspin
B18Fe72Si10,AM,meltspin
B18Fe78Si4,AM,meltspin
B18Fe80Si2,AM,meltspin
B18Fe82Si0,AM,meltspin
B20Fe78Si2,AM,meltspin
B21Fe70Si9,AM,meltspin
B21Fe72Si7,AM,meltspin
B21Fe75Si4,AM,meltspin
B22Fe71Si7,AM,meltspin
B24Fe69Si7,AM,meltspin
B9Fe80Si11,AC,meltspin
B12Fe84Si4,AC,meltspin
B13Fe85Si2,AC,meltspin
B24Fe73Si3,AC,meltspin
B6Fe83Si11,CR,meltspin
B9Fe83Si8,CR,meltspin
B22Fe76Si2,CR,meltspin
B24Fe74Si2,CR,meltspin
B12Fe78Si10,AM,meltspin
B5Fe80Si15,AM,meltspin
B7.5Fe77.5Si15,AM,meltspin
B7.5Fe80Si12.5,AM,meltspin
B10Fe72.5Si17.5,AM,meltspin
B10Fe75Si15,AM,meltspin
B10Fe77.5Si12.5,AM,meltspin
B10Fe80Si10,AM,meltspin
B12.5Fe70Si17.5,AM,meltspin
B12.5Fe72.5Si15,AM,meltspin
B12.5Fe75Si12.5,AM,meltspin
B12.5Fe77.5Si10,AM,meltspin
B12.5Fe80Si7.5,AM,meltspin
B12.5Fe82.5Si5,AM,meltspin
B15Fe67.5Si17.5,AM,meltspin
B15Fe70Si15,AM,meltspin
B15Fe72.5Si12.5,AM,meltspin
B15Fe75Si10,AM,meltspin
B15Fe77.5Si7.5,AM,meltspin
B15Fe80Si5,AM,meltspin
B17.5Fe67.5Si15,AM,meltspin
B17.5Fe70Si12.5,AM,meltspin
