,formula,chemsys_abc,phase,gfa
473,Al6Ce4Cu90,Al-Ce-Cu,CR,0
474,Al10Ce2Cu88,Al-Ce-Cu,CR,0
475,Al10Ce10Cu80,Al-Ce-Cu,CR,0
476,Al12Ce6Cu82,Al-Ce-Cu,CR,0
477,Al12Ce10Cu78,Al-Ce-Cu,CR,0
478,Al14Ce6Cu80,Al-Ce-Cu,CR,0
479,Al14Ce8Cu78,Al-Ce-Cu,CR,0
480,Al14Ce10Cu76,Al-Ce-Cu,CR,0
481,Al80Ce10Fe10,Al-Ce-Fe,AM,1
482,Al80Ce10Fe10,Al-Ce-Fe,AM,1
483,Al80Ce10Fe10,Al-Ce-Fe,AM,1
484,Al80Ce10Fe10,Al-Ce-Fe,AM,1
485,Al83Ce7Fe10,Al-Ce-Fe,AM,1
486,Al85Ce5Fe10,Al-Ce-Fe,AM,1
487,Al85Ce10Fe5,Al-Ce-Fe,AM,1
488,Al87Ce8Fe5,Al-Ce-Fe,AM,1
489,Al88Ce2Fe10,Al-Ce-Fe,AM,1
490,Al88Ce10Fe2,Al-Ce-Fe,AM,1
491,Al90Ce3Fe7,Al-Ce-Fe,AM,1
492,Al90Ce10Fe0,Al-Ce-Fe,AM,1
493,Al91Ce9Fe0,Al-Ce-Fe,AM,1
494,Al92Ce8Fe0,Al-Ce-Fe,AM,1
495,Al93Ce7Fe0,Al-Ce-Fe,AM,1
496,Al75Ce15Fe10,Al-Ce-Fe,AC,0
497,Al88Ce12Fe0,Al-Ce-Fe,AC,0
498,Al89Ce11Fe0,Al-Ce-Fe,AC,0
499,Al75Ce10Fe15,Al-Ce-Fe,CR,0
500,Al80Ce15Fe5,Al-Ce-Fe,CR,0
501,Al84Ce2Fe14,Al-Ce-Fe,CR,0
502,Al87Ce13Fe0,Al-Ce-Fe,CR,0
503,Al89Ce1Fe10,Al-Ce-Fe,CR,0
504,Al94Ce2Fe4,Al-Ce-Fe,CR,0
505,Al94Ce4Fe2,Al-Ce-Fe,CR,0
506,Al94Ce6Fe0,Al-Ce-Fe,CR,0
507,Al90Ce5Fe5,Al-Ce-Fe,AM,1
508,Al94Ce2Fe4,Al-Ce-Fe,OT,0
509,Al85Ce10Mn5,Al-Ce-Mn,AM,1
510,Al86Ce10Mn4,Al-Ce-Mn,AM,1
511,Al88Ce10Mn2,Al-Ce-Mn,AM,1
512,Al90Ce10Mn0,Al-Ce-Mn,AM,1
513,Al91Ce9Mn0,Al-Ce-Mn,AM,1
514,Al92Ce8Mn0,Al-Ce-Mn,AM,1
515,Al93Ce7Mn0,Al-Ce-Mn,AM,1
516,Al83Ce10Mn7,Al-Ce-Mn,AC,0
517,Al87Ce8Mn5,Al-Ce-Mn,AC,0
518,Al88Ce12Mn0,Al-Ce-Mn,AC,0
519,Al89Ce6Mn5,Al-Ce-Mn,AC,0
520,Al89Ce11Mn0,Al-Ce-Mn,AC,0
521,Al80Ce10Mn10,Al-Ce-Mn,CR,0
522,Al85Ce5Mn10,Al-Ce-Mn,CR,0
523,Al87Ce13Mn0,Al-Ce-Mn,CR,0
524,Al88Ce2Mn10,Al-Ce-Mn,CR,0
525,Al94Ce6Mn0,Al-Ce-Mn,CR,0
526,Al93Ce2Mn5,Al-Ce-Mn,OT,0
527,Al94Ce2Mn4,Al-Ce-Mn,OT,0
528,Al80Ce10Nb10,Al-Ce-Nb,AM,1
529,Al83Ce7Nb10,Al-Ce-Nb,AM,1
530,Al85Ce10Nb5,Al-Ce-Nb,AM,1
531,Al87Ce8Nb5,Al-Ce-Nb,AM,1
532,Al88Ce10Nb2,Al-Ce-Nb,AM,1
533,Al90Ce8Nb2,Al-Ce-Nb,AM,1
534,Al90Ce10Nb0,Al-Ce-Nb,AM,1
535,Al91Ce9Nb0,Al-Ce-Nb,AM,1
536,Al92Ce6Nb2,Al-Ce-Nb,AM,1
537,Al92Ce8Nb0,Al-Ce-Nb,AM,1
538,Al93Ce7Nb0,Al-Ce-Nb,AM,1
539,Al77Ce10Nb13,Al-Ce-Nb,AC,0
540,Al88Ce12Nb0,Al-Ce-Nb,AC,0
541,Al89Ce11Nb0,Al-Ce-Nb,AC,0
542,Al75Ce15Nb10,Al-Ce-Nb,CR,0
543,Al80Ce15Nb5,Al-Ce-Nb,CR,0
544,Al85Ce5Nb10,Al-Ce-Nb,CR,0
545,Al87Ce13Nb0,Al-Ce-Nb,CR,0
546,Al90Ce5Nb5,Al-Ce-Nb,CR,0
547,Al94Ce6Nb0,Al-Ce-Nb,CR,0
548,Al60Ce10Ni30,Al-Ce-Ni,AM,1
549,Al65Ce5Ni30,Al-Ce-Ni,AM,1
550,Al70Ce10Ni20,Al-Ce-Ni,AM,1
551,Al75Ce5Ni20,Al-Ce-Ni,AM,1
552,Al80Ce10Ni10,Al-Ce-Ni,AM,1
553,Al84Ce6Ni10,Al-Ce-Ni,AM,1
554,Al85Ce5Ni10,Al-Ce-Ni,AM,1
555,Al85Ce6Ni9,Al-Ce-Ni,AM,1
556,Al85Ce10Ni5,Al-Ce-Ni,AM,1
557,Al86Ce6Ni8,Al-Ce-Ni,AM,1
558,Al87Ce6Ni7,Al-Ce-Ni,AM,1
559,Al87Ce13Ni0,Al-Ce-Ni,AM,1
560,Al88Ce2Ni10,Al-Ce-Ni,AM,1
561,Al88Ce12Ni0,Al-Ce-Ni,AM,1
562,Al89Ce11Ni0,Al-Ce-Ni,AM,1
563,Al90Ce10Ni0,Al-Ce-Ni,AM,1
564,Al90Ce10Ni0,Al-Ce-Ni,AM,1
565,Al91Ce9Ni0,Al-Ce-Ni,AM,1
566,Al91Ce9Ni0,Al-Ce-Ni,AM,1
567,Al92Ce8Ni0,Al-Ce-Ni,AM,1
568,Al93Ce7Ni0,Al-Ce-Ni,AM,1
569,Al88Ce12Ni0,Al-Ce-Ni,AC,0
570,Al89Ce11Ni0,Al-Ce-Ni,AC,0
571,Al80Ce15Ni5,Al-Ce-Ni,CR,0
572,Al87Ce13Ni0,Al-Ce-Ni,CR,0
573,Al90Ce0Ni10,Al-Ce-Ni,CR,0
574,Al94Ce6Ni0,Al-Ce-Ni,CR,0
575,Al61Ce10Ni29,Al-Ce-Ni,AM,1
576,Al65Ce15Ni20,Al-Ce-Ni,AM,1
577,Al70Ce10Ni20,Al-Ce-Ni,AM,1
578,Al70Ce15Ni15,Al-Ce-Ni,AM,1
579,Al75Ce5Ni20,Al-Ce-Ni,AM,1
580,Al75Ce10Ni15,Al-Ce-Ni,AM,1
581,Al80Ce5Ni15,Al-Ce-Ni,AM,1
582,Al80Ce10Ni10,Al-Ce-Ni,AM,1
583,Al82Ce8Ni10,Al-Ce-Ni,AM,1
584,Al85Ce5Ni10,Al-Ce-Ni,AM,1
585,Al85Ce10Ni5,Al-Ce-Ni,AM,1
586,Al86Ce4Ni10,Al-Ce-Ni,AM,1
587,Al87Ce5Ni8,Al-Ce-Ni,AM,1
588,Al89Ce10Ni1,Al-Ce-Ni,AM,1
589,Al90Ce10Ni0,Al-Ce-Ni,AM,1
590,Al93Ce7Ni0,Al-Ce-Ni,AM,1
591,Al70Ce20Ni10,Al-Ce-Ni,AC,0
592,Al90Ce5Ni5,Al-Ce-Ni,AC,0
593,Al60Ce20Ni20,Al-Ce-Ni,CR,0
594,Al80Ce15Ni5,Al-Ce-Ni,CR,0
595,Al88Ce12Ni0,Al-Ce-Ni,CR,0
596,Al95Ce5Ni0,Al-Ce-Ni,CR,0
597,Al85Ce5Ni10,Al-Ce-Ni,AM,1
598,Al86Ce6Ni8,Al-Ce-Ni,AM,1
599,Al25Ce55Ni20,Al-Ce-Ni,AM,1
600,Al84Ce6Ni10,Al-Ce-Ni,AM,1
601,Al91Ce5Ni4,Al-Ce-Ni,AM,1
602,Al88Ce10V2,Al-Ce-V,AM,1
603,Al90Ce10V0,Al-Ce-V,AM,1
604,Al91Ce9V0,Al-Ce-V,AM,1
605,Al92Ce8V0,Al-Ce-V,AM,1
606,Al93Ce7V0,Al-Ce-V,AM,1
607,Al88Ce8V4,Al-Ce-V,AC,0
608,Al88Ce12V0,Al-Ce-V,AC,0
609,Al89Ce6V5,Al-Ce-V,AC,0
610,Al89Ce11V0,Al-Ce-V,AC,0
611,Al80Ce10V10,Al-Ce-V,CR,0
612,Al85Ce10V5,Al-Ce-V,CR,0
613,Al85Ce13V2,Al-Ce-V,CR,0
614,Al87Ce13V0,Al-Ce-V,CR,0
615,Al94Ce6V0,Al-Ce-V,CR,0
616,Al94Ce2V4,Al-Ce-V,OT,0
617,Al86Co12Fe2,Al-Co-Fe,AM,1
618,Al87Co11Fe2,Al-Co-Fe,AM,1
619,Al86Co14Fe0,Al-Co-Fe,AC,0
620,Al87Co9Fe4,Al-Co-Fe,AC,0
621,Al88Co2Fe10,Al-Co-Fe,AC,0
622,Al88Co4Fe8,Al-Co-Fe,AC,0
623,Al88Co6Fe6,Al-Co-Fe,AC,0
624,Al88Co8Fe4,Al-Co-Fe,AC,0
625,Al88Co10Fe2,Al-Co-Fe,AC,0
626,Al88Co12Fe0,Al-Co-Fe,AC,0
627,Al90Co0Fe10,Al-Co-Fe,AC,0
628,Al90Co2Fe8,Al-Co-Fe,AC,0
629,Al90Co4Fe6,Al-Co-Fe,AC,0
630,Al90Co6Fe4,Al-Co-Fe,AC,0
631,Al90Co8Fe2,Al-Co-Fe,AC,0
632,Al90Co10Fe0,Al-Co-Fe,AC,0
633,Al92Co0Fe8,Al-Co-Fe,AC,0
634,Al92Co2Fe6,Al-Co-Fe,AC,0
635,Al92Co4Fe4,Al-Co-Fe,AC,0
636,Al92Co6Fe2,Al-Co-Fe,AC,0
637,Al92Co8Fe0,Al-Co-Fe,AC,0
638,Al94Co0Fe6,Al-Co-Fe,AC,0
639,Al94Co2Fe4,Al-Co-Fe,AC,0
640,Al94Co4Fe2,Al-Co-Fe,AC,0
641,Al94Co6Fe0,Al-Co-Fe,AC,0
642,Al96Co0Fe4,Al-Co-Fe,CR,0
643,Al96Co2Fe2,Al-Co-Fe,CR,0
644,Al96Co4Fe0,Al-Co-Fe,CR,0
645,Al98Co0Fe2,Al-Co-Fe,CR,0
646,Al98Co2Fe0,Al-Co-Fe,CR,0
647,Al1Co0Fe0,Al-Co-Fe,CR,0
648,Al84Co12Fe4,Al-Co-Fe,OT,0
649,Al84Co14Fe2,Al-Co-Fe,OT,0
650,Al86Co4Fe10,Al-Co-Fe,OT,0
651,Al86Co6Fe8,Al-Co-Fe,OT,0
652,Al86Co8Fe6,Al-Co-Fe,OT,0
653,Al86Co10Fe4,Al-Co-Fe,OT,0
654,Al86Co12Fe2,Al-Co-Fe,OT,0
655,Al88Co0Fe12,Al-Co-Fe,OT,0
656,Al88Co2Fe10,Al-Co-Fe,OT,0
657,Al88Co4Fe8,Al-Co-Fe,OT,0
658,Al88Co6Fe6,Al-Co-Fe,OT,0
659,Al42Co10Ge48,Al-Co-Ge,AM,1
660,Al57Co18Ge25,Al-Co-Ge,AM,1
661,Al69Co6Ge25,Al-Co-Ge,AM,1
662,Al78Co10Ge12,Al-Co-Ge,AM,1
663,Al25Co20La55,Al-Co-La,AM,1
664,Al88Co8Mn4,Al-Co-Mn,AC,0
665,Al88Co10Mn2,Al-Co-Mn,AC,0
666,Al88Co12Mn0,Al-Co-Mn,AC,0
667,Al90Co6Mn4,Al-Co-Mn,AC,0
668,Al90Co8Mn2,Al-Co-Mn,AC,0
669,Al90Co10Mn0,Al-Co-Mn,AC,0
670,Al92Co4Mn4,Al-Co-Mn,AC,0
671,Al92Co6Mn2,Al-Co-Mn,AC,0
672,Al92Co8Mn0,Al-Co-Mn,AC,0
673,Al94Co4Mn2,Al-Co-Mn,AC,0
674,Al94Co6Mn0,Al-Co-Mn,AC,0
675,Al94Co0Mn6,Al-Co-Mn,CR,0
676,Al94Co2Mn4,Al-Co-Mn,CR,0
677,Al96Co0Mn4,Al-Co-Mn,CR,0
678,Al96Co2Mn2,Al-Co-Mn,CR,0
679,Al96Co4Mn0,Al-Co-Mn,CR,0
680,Al98Co0Mn2,Al-Co-Mn,CR,0
681,Al98Co2Mn0,Al-Co-Mn,CR,0
682,Al1Co0Mn0,Al-Co-Mn,CR,0
683,Al84Co12Mn4,Al-Co-Mn,OT,0
684,Al84Co14Mn2,Al-Co-Mn,OT,0
685,Al86Co8Mn6,Al-Co-Mn,OT,0
686,Al86Co10Mn4,Al-Co-Mn,OT,0
687,Al86Co12Mn2,Al-Co-Mn,OT,0
688,Al86Co14Mn0,Al-Co-Mn,OT,0
689,Al88Co6Mn6,Al-Co-Mn,OT,0
690,Al90Co2Mn8,Al-Co-Mn,OT,0
691,Al90Co4Mn6,Al-Co-Mn,OT,0
692,Al92Co0Mn8,Al-Co-Mn,OT,0
693,Al92Co2Mn6,Al-Co-Mn,OT,0
694,Al87Co1Ni12,Al-Co-Ni,AM,1
695,Al88Co4Ni8,Al-Co-Ni,AM,1
696,Al88Co5Ni7,Al-Co-Ni,AM,1
697,Al84Co8Ni8,Al-Co-Ni,AC,0
698,Al85Co1Ni14,Al-Co-Ni,AC,0
699,Al85Co5Ni10,Al-Co-Ni,AC,0
700,Al85Co10Ni5,Al-Co-Ni,AC,0
701,Al86Co0Ni14,Al-Co-Ni,AC,0
702,Al86Co1Ni13,Al-Co-Ni,AC,0
703,Al86Co2Ni12,Al-Co-Ni,AC,0
704,Al86Co3Ni11,Al-Co-Ni,AC,0
705,Al86Co5Ni9,Al-Co-Ni,AC,0
706,Al86Co14Ni0,Al-Co-Ni,AC,0
707,Al87Co3Ni10,Al-Co-Ni,AC,0
708,Al87Co4Ni9,Al-Co-Ni,AC,0
709,Al87Co5Ni8,Al-Co-Ni,AC,0
710,Al88Co0Ni12,Al-Co-Ni,AC,0
711,Al88Co1Ni11,Al-Co-Ni,AC,0
712,Al88Co2Ni10,Al-Co-Ni,AC,0
713,Al88Co3Ni9,Al-Co-Ni,AC,0
714,Al88Co6Ni6,Al-Co-Ni,AC,0
715,Al88Co7Ni5,Al-Co-Ni,AC,0
716,Al88Co8Ni4,Al-Co-Ni,AC,0
717,Al88Co9Ni3,Al-Co-Ni,AC,0
718,Al88Co10Ni2,Al-Co-Ni,AC,0
719,Al88Co11Ni1,Al-Co-Ni,AC,0
720,Al88Co12Ni0,Al-Co-Ni,AC,0
721,Al89Co1Ni10,Al-Co-Ni,AC,0
722,Al89Co2Ni9,Al-Co-Ni,AC,0
723,Al89Co3Ni8,Al-Co-Ni,AC,0
724,Al89Co4Ni7,Al-Co-Ni,AC,0
725,Al89Co5Ni6,Al-Co-Ni,AC,0
726,Al89Co6Ni5,Al-Co-Ni,AC,0
727,Al90Co0Ni10,Al-Co-Ni,AC,0
728,Al90Co2Ni8,Al-Co-Ni,AC,0
729,Al90Co4Ni6,Al-Co-Ni,AC,0
730,Al90Co5Ni5,Al-Co-Ni,AC,0
731,Al90Co6Ni4,Al-Co-Ni,AC,0
732,Al90Co8Ni2,Al-Co-Ni,AC,0
733,Al90Co10Ni0,Al-Co-Ni,AC,0
734,Al91Co1Ni8,Al-Co-Ni,AC,0
735,Al91Co2Ni7,Al-Co-Ni,AC,0
736,Al92Co0Ni8,Al-Co-Ni,AC,0
737,Al92Co2Ni6,Al-Co-Ni,AC,0
738,Al92Co4Ni4,Al-Co-Ni,AC,0
739,Al92Co6Ni2,Al-Co-Ni,AC,0
740,Al92Co8Ni0,Al-Co-Ni,AC,0
741,Al94Co6Ni0,Al-Co-Ni,AC,0
742,Al94Co0Ni6,Al-Co-Ni,CR,0
743,Al94Co2Ni4,Al-Co-Ni,CR,0
744,Al94Co4Ni2,Al-Co-Ni,CR,0
745,Al96Co0Ni4,Al-Co-Ni,CR,0
746,Al96Co2Ni2,Al-Co-Ni,CR,0
747,Al96Co4Ni0,Al-Co-Ni,CR,0
748,Al98Co0Ni2,Al-Co-Ni,CR,0
749,Al98Co2Ni0,Al-Co-Ni,CR,0
750,Al87Co1Ni12,Al-Co-Ni,AM,1
751,Al87Co2Ni11,Al-Co-Ni,AM,1
752,Al88Co4Ni8,Al-Co-Ni,AM,1
753,Al88Co5Ni7,Al-Co-Ni,AM,1
754,Al84Co8Ni8,Al-Co-Ni,AC,0
755,Al85Co1Ni14,Al-Co-Ni,AC,0
756,Al85Co5Ni10,Al-Co-Ni,AC,0
757,Al85Co10Ni5,Al-Co-Ni,AC,0
758,Al86Co0Ni14,Al-Co-Ni,AC,0
759,Al86Co1Ni13,Al-Co-Ni,AC,0
760,Al86Co2Ni12,Al-Co-Ni,AC,0
761,Al86Co3Ni11,Al-Co-Ni,AC,0
762,Al86Co5Ni9,Al-Co-Ni,AC,0
763,Al86Co14Ni0,Al-Co-Ni,AC,0
764,Al87Co3Ni10,Al-Co-Ni,AC,0
765,Al87Co4Ni9,Al-Co-Ni,AC,0
766,Al87Co5Ni8,Al-Co-Ni,AC,0
767,Al88Co0Ni12,Al-Co-Ni,AC,0
768,Al88Co1Ni11,Al-Co-Ni,AC,0
769,Al88Co2Ni10,Al-Co-Ni,AC,0
770,Al88Co3Ni9,Al-Co-Ni,AC,0
771,Al88Co6Ni6,Al-Co-Ni,AC,0
772,Al88Co7Ni5,Al-Co-Ni,AC,0
773,Al88Co8Ni4,Al-Co-Ni,AC,0
774,Al88Co9Ni3,Al-Co-Ni,AC,0
775,Al88Co10Ni2,Al-Co-Ni,AC,0
776,Al88Co11Ni1,Al-Co-Ni,AC,0
777,Al88Co12Ni0,Al-Co-Ni,AC,0
778,Al89Co1Ni10,Al-Co-Ni,AC,0
779,Al89Co2Ni9,Al-Co-Ni,AC,0
780,Al89Co3Ni8,Al-Co-Ni,AC,0
781,Al89Co4Ni7,Al-Co-Ni,AC,0
782,Al89Co5Ni6,Al-Co-Ni,AC,0
783,Al89Co6Ni5,Al-Co-Ni,AC,0
784,Al90Co0Ni10,Al-Co-Ni,AC,0
785,Al90Co2Ni8,Al-Co-Ni,AC,0
786,Al90Co4Ni6,Al-Co-Ni,AC,0
787,Al90Co5Ni5,Al-Co-Ni,AC,0
788,Al90Co6Ni4,Al-Co-Ni,AC,0
789,Al90Co8Ni2,Al-Co-Ni,AC,0
790,Al90Co10Ni0,Al-Co-Ni,AC,0
791,Al91Co1Ni8,Al-Co-Ni,AC,0
792,Al91Co2Ni7,Al-Co-Ni,AC,0
793,Al92Co0Ni8,Al-Co-Ni,AC,0
794,Al92Co2Ni6,Al-Co-Ni,AC,0
795,Al92Co4Ni4,Al-Co-Ni,AC,0
796,Al92Co6Ni2,Al-Co-Ni,AC,0
797,Al92Co8Ni0,Al-Co-Ni,AC,0
798,Al94Co6Ni0,Al-Co-Ni,AC,0
799,Al94Co0Ni6,Al-Co-Ni,CR,0
800,Al94Co2Ni4,Al-Co-Ni,CR,0
801,Al94Co4Ni2,Al-Co-Ni,CR,0
802,Al96Co0Ni4,Al-Co-Ni,CR,0
803,Al96Co2Ni2,Al-Co-Ni,CR,0
804,Al96Co4Ni0,Al-Co-Ni,CR,0
805,Al98Co0Ni2,Al-Co-Ni,CR,0
806,Al98Co2Ni0,Al-Co-Ni,CR,0
807,Al49Co10Si41,Al-Co-Si,AM,1
808,Al52Co23Si25,Al-Co-Si,AM,1
809,Al71Co4Si25,Al-Co-Si,AM,1
810,Al75Co10Si15,Al-Co-Si,AM,1
811,Al0Co90Zr10,Al-Co-Zr,AM,1
812,Al2Co88Zr10,Al-Co-Zr,AM,1
813,Al5Co85Zr10,Al-Co-Zr,AM,1
814,Al25Co20Zr55,Al-Co-Zr,AM,1
815,Al38Cr10Ge52,Al-Cr-Ge,AM,1
816,Al61Cr10Ge29,Al-Cr-Ge,AM,1
817,Al60Cr10Ge30,Al-Cr-Ge,AM,1
818,Al65Cr20Ge15,Al-Cr-Ge,QC,0
819,Al25Cr20La55,Al-Cr-La,AM,1
820,Al52Cr10Si38,Al-Cr-Si,AM,1
821,Al58Cr17Si25,Al-Cr-Si,AM,1
822,Al68Cr10Si22,Al-Cr-Si,AM,1
823,Al71Cr4Si25,Al-Cr-Si,AM,1
824,Al50Cr15Si35,Al-Cr-Si,AM,1
825,Al55Cr10Si35,Al-Cr-Si,AM,1
826,Al55Cr15Si30,Al-Cr-Si,AM,1
827,Al60Cr10Si30,Al-Cr-Si,AM,1
828,Al60Cr15Si25,Al-Cr-Si,AM,1
829,Al65Cr10Si25,Al-Cr-Si,AM,1
830,Al59Cr19Si22,Al-Cr-Si,QC,0
831,Al60Cr18Si22,Al-Cr-Si,QC,0
832,Al60Cr20Si20,Al-Cr-Si,QC,0
833,Al61Cr21Si18,Al-Cr-Si,QC,0
834,Al62Cr19Si19,Al-Cr-Si,QC,0
835,Al63Cr19Si18,Al-Cr-Si,QC,0
836,Al84Cr16Si0,Al-Cr-Si,QC,0
837,Al85Cr15Si0,Al-Cr-Si,QC,0
838,Al86Cr14Si0,Al-Cr-Si,QC,0
839,Al45Cr20Si35,Al-Cr-Si,CR,0
840,Al55Cr20Si25,Al-Cr-Si,CR,0
841,Al55Cr25Si20,Al-Cr-Si,CR,0
842,Al57Cr23Si20,Al-Cr-Si,CR,0
843,Al57Cr28Si15,Al-Cr-Si,CR,0
844,Al60Cr5Si35,Al-Cr-Si,CR,0
845,Al60Cr30Si10,Al-Cr-Si,CR,0
846,Al65Cr25Si10,Al-Cr-Si,CR,0
847,Al70Cr5Si25,Al-Cr-Si,CR,0
848,Al70Cr25Si5,Al-Cr-Si,CR,0
849,Al75Cr5Si20,Al-Cr-Si,CR,0
850,Al80Cr5Si15,Al-Cr-Si,CR,0
851,Al80Cr20Si0,Al-Cr-Si,CR,0
852,Al81Cr19Si0,Al-Cr-Si,CR,0
853,Al83Cr17Si0,Al-Cr-Si,CR,0
854,Al96Cr4Si0,Al-Cr-Si,CR,0
855,Al45Cr15Si40,Al-Cr-Si,OT,0
856,Al58Cr20Si22,Al-Cr-Si,OT,0
857,Al60Cr25Si15,Al-Cr-Si,OT,0
858,Al63Cr15Si22,Al-Cr-Si,OT,0
859,Al65Cr15Si20,Al-Cr-Si,OT,0
860,Al65Cr20Si15,Al-Cr-Si,OT,0
861,Al68Cr15Si17,Al-Cr-Si,OT,0
862,Al70Cr10Si20,Al-Cr-Si,OT,0
863,Al70Cr15Si15,Al-Cr-Si,OT,0
864,Al70Cr20Si10,Al-Cr-Si,OT,0
865,Al75Cr10Si15,Al-Cr-Si,OT,0
866,Al75Cr15Si10,Al-Cr-Si,OT,0
867,Al75Cr20Si5,Al-Cr-Si,OT,0
868,Al80Cr10Si10,Al-Cr-Si,OT,0
869,Al85Cr5Si10,Al-Cr-Si,OT,0
870,Al85Cr10Si5,Al-Cr-Si,OT,0
871,Al88Cr10Si2,Al-Cr-Si,OT,0
872,Al88Cr12Si0,Al-Cr-Si,OT,0
873,Al90Cr5Si5,Al-Cr-Si,OT,0
874,Al90Cr10Si0,Al-Cr-Si,OT,0
875,Al92Cr8Si0,Al-Cr-Si,OT,0
876,Al94Cr6Si0,Al-Cr-Si,OT,0
877,Al20Cr10Zr70,Al-Cr-Zr,AM,1
878,Al75Cr20Zr5,Al-Cr-Zr,AC,0
879,Al77Cr18Zr5,Al-Cr-Zr,AC,0
880,Al64Cr23Zr13,Al-Cr-Zr,QC,0
881,Al65Cr20Zr15,Al-Cr-Zr,QC,0
882,Al67Cr18Zr15,Al-Cr-Zr,QC,0
883,Al71Cr17Zr12,Al-Cr-Zr,QC,0
884,Al60Cr20Zr20,Al-Cr-Zr,CR,0
885,Al65Cr15Zr20,Al-Cr-Zr,CR,0
886,Al60Cr23Zr17,Al-Cr-Zr,OT,0
887,Al60Cr25Zr15,Al-Cr-Zr,OT,0
888,Al65Cr25Zr10,Al-Cr-Zr,OT,0
889,Al70Cr10Zr20,Al-Cr-Zr,OT,0
890,Al70Cr15Zr15,Al-Cr-Zr,OT,0
891,Al70Cr20Zr10,Al-Cr-Zr,OT,0
892,Al95.3Cr3.4Zr1.3,Al-Cr-Zr,OT,0
893,Al63Cr25Zr12,Al-Cr-Zr,QC,0
894,Al63.5Cr24.5Zr12,Al-Cr-Zr,CR,0
895,Al70Cr20Zr10,Al-Cr-Zr,CR,0
896,Al62.5Cr25Zr12.5,Al-Cr-Zr,QC,0
897,Al58Cr34Zr8,Al-Cr-Zr,QC,0
898,Al60Cr34Zr6,Al-Cr-Zr,QC,0
899,Al65Cr20Zr15,Al-Cr-Zr,QC,0
900,Al62.5Cr25Zr12.5,Al-Cr-Zr,QC,0
901,Al62.5Cr25.5Zr12,Al-Cr-Zr,QC,0
902,Al63Cr24Zr13,Al-Cr-Zr,QC,0
903,Al63Cr25Zr12,Al-Cr-Zr,QC,0
904,Al63Cr26Zr11,Al-Cr-Zr,QC,0
905,Al64Cr24Zr12,Al-Cr-Zr,QC,0
906,Al65Cu15Fe20,Al-Cu-Fe,AM,1
907,Al71Cu14Fe15,Al-Cu-Fe,AM,1
908,Al90Cu5Fe5,Al-Cu-Fe,AM,1
909,Al62Cu21Fe17,Al-Cu-Fe,AC,0
910,Al69Cu18Fe13,Al-Cu-Fe,AC,0
911,Al70Cu16Fe14,Al-Cu-Fe,AC,0
912,Al73Cu14Fe13,Al-Cu-Fe,AC,0
913,Al78Cu15Fe7,Al-Cu-Fe,AC,0
914,Al50Cu30Fe20,Al-Cu-Fe,CR,0
915,Al64Cu23Fe13,Al-Cu-Fe,CR,0
916,Al62.5Cu25Fe12.5,Al-Cu-Fe,QC,0
917,Al65Cu20Fe15,Al-Cu-Fe,QC,0
918,Al65Cu20Gd15,Al-Cu-Gd,AM,1
919,Al10Cu25Hf65,Al-Cu-Hf,AM,1
920,Al10Cu30La60,Al-Cu-La,AM,1
921,Al15Cu25La60,Al-Cu-La,AM,1
922,Al20Cu0La80,Al-Cu-La,AM,1
923,Al20Cu20La60,Al-Cu-La,AM,1
924,Al20Cu25La55,Al-Cu-La,AM,1
925,Al20Cu40La40,Al-Cu-La,AM,1
926,Al20Cu50La30,Al-Cu-La,AM,1
927,Al25Cu10La65,Al-Cu-La,AM,1
928,Al25Cu15La60,Al-Cu-La,AM,1
929,Al25Cu20La55,Al-Cu-La,AM,1
930,Al25Cu25La50,Al-Cu-La,AM,1
931,Al25Cu35La40,Al-Cu-La,AM,1
932,Al30Cu0La70,Al-Cu-La,AM,1
933,Al30Cu10La60,Al-Cu-La,AM,1
934,Al30Cu15La55,Al-Cu-La,AM,1
935,Al30Cu20La50,Al-Cu-La,AM,1
936,Al30Cu35La35,Al-Cu-La,AM,1
937,Al30Cu40La30,Al-Cu-La,AM,1
938,Al35Cu10La55,Al-Cu-La,AM,1
939,Al35Cu15La50,Al-Cu-La,AM,1
940,Al40Cu0La60,Al-Cu-La,AM,1
941,Al50Cu0La50,Al-Cu-La,AM,1
942,Al85Cu5La10,Al-Cu-La,AM,1
943,Al90Cu0La10,Al-Cu-La,AM,1
944,Al90Cu5La5,Al-Cu-La,AM,1
945,Al10Cu20La70,Al-Cu-La,AC,0
946,Al20Cu10La70,Al-Cu-La,AC,0
947,Al20Cu60La20,Al-Cu-La,AC,0
948,Al40Cu10La50,Al-Cu-La,AC,0
949,Al40Cu20La40,Al-Cu-La,AC,0
950,Al85Cu10La5,Al-Cu-La,AC,0
951,Al0Cu20La80,Al-Cu-La,CR,0
952,Al0Cu40La60,Al-Cu-La,CR,0
953,Al0Cu50La50,Al-Cu-La,CR,0
954,Al10Cu0La90,Al-Cu-La,CR,0
955,Al10Cu10La80,Al-Cu-La,CR,0
956,Al10Cu50La40,Al-Cu-La,CR,0
957,Al10Cu60La30,Al-Cu-La,CR,0
958,Al10Cu70La20,Al-Cu-La,CR,0
959,Al10Cu80La10,Al-Cu-La,CR,0
960,Al30Cu50La20,Al-Cu-La,CR,0
961,Al30Cu60La10,Al-Cu-La,CR,0
962,Al40Cu30La30,Al-Cu-La,CR,0
