,formula,chemsys_abc,gfa
2898,Cr30Nb70,Cr-Nb,0
2899,Cr29Nb71,Cr-Nb,0
2900,Cr28Nb72,Cr-Nb,0
2901,Cr27Nb73,Cr-Nb,0
2902,Cr26Nb74,Cr-Nb,0
2903,Cr25Nb75,Cr-Nb,0
2904,Cr24Nb76,Cr-Nb,0
2905,Cr23Nb77,Cr-Nb,0
2906,Cr22Nb78,Cr-Nb,0
2907,Cr21Nb79,Cr-Nb,0
2908,Cr20Nb80,Cr-Nb,0
2909,Cr19Nb81,Cr-Nb,0
2910,Cr18Nb82,Cr-Nb,0
2911,Cr17Nb83,Cr-Nb,0
2912,Cr16Nb84,Cr-Nb,0
2913,Cr15Nb85,Cr-Nb,0
2914,Cr14Nb86,Cr-Nb,0
2915,Cr13Nb87,Cr-Nb,0
2916,Cr12Nb88,Cr-Nb,0
2917,Cr11Nb89,Cr-Nb,0
2918,Cr10Nb90,Cr-Nb,0
2919,Cr9Nb91,Cr-Nb,0
2920,Cr8Nb92,Cr-Nb,0
2921,Cr7Nb93,Cr-Nb,0
2922,Cr6Nb94,Cr-Nb,0
2923,Cr5Nb95,Cr-Nb,0
2924,Cr4Nb96,Cr-Nb,0
2925,Cr3Nb97,Cr-Nb,0
2926,Cr2Nb98,Cr-Nb,0
2927,Cr1Nb99,Cr-Nb,0
2928,Cr0Nb100,Cr-Nb,0
2929,Cr100Mo0,Cr-Mo,0
2930,Cr99Mo1,Cr-Mo,0
2931,Cr98Mo2,Cr-Mo,0
2932,Cr97Mo3,Cr-Mo,0
2933,Cr96Mo4,Cr-Mo,0
2934,Cr95Mo5,Cr-Mo,0
2935,Cr94Mo6,Cr-Mo,0
2936,Cr93Mo7,Cr-Mo,1
2937,Cr92Mo8,Cr-Mo,1
2938,Cr91Mo9,Cr-Mo,1
2939,Cr90Mo10,Cr-Mo,1
2940,Cr89Mo11,Cr-Mo,1
2941,Cr88Mo12,Cr-Mo,1
2942,Cr87Mo13,Cr-Mo,1
2943,Cr86Mo14,Cr-Mo,1
2944,Cr85Mo15,Cr-Mo,1
2945,Cr84Mo16,Cr-Mo,1
2946,Cr83Mo17,Cr-Mo,1
2947,Cr82Mo18,Cr-Mo,1
2948,Cr81Mo19,Cr-Mo,1
2949,Cr80Mo20,Cr-Mo,1
2950,Cr79Mo21,Cr-Mo,1
2951,Cr78Mo22,Cr-Mo,1
2952,Cr77Mo23,Cr-Mo,1
2953,Cr76Mo24,Cr-Mo,0
2954,Cr75Mo25,Cr-Mo,0
2955,Cr74Mo26,Cr-Mo,0
2956,Cr73Mo27,Cr-Mo,0
2957,Cr72Mo28,Cr-Mo,0
2958,Cr71Mo29,Cr-Mo,0
2959,Cr70Mo30,Cr-Mo,0
2960,Cr69Mo31,Cr-Mo,0
2961,Cr68Mo32,Cr-Mo,0
2962,Cr67Mo33,Cr-Mo,0
2963,Cr66Mo34,Cr-Mo,0
2964,Cr65Mo35,Cr-Mo,0
2965,Cr64Mo36,Cr-Mo,0
2966,Cr63Mo37,Cr-Mo,0
2967,Cr62Mo38,Cr-Mo,0
2968,Cr61Mo39,Cr-Mo,0
2969,Cr60Mo40,Cr-Mo,0
2970,Cr59Mo41,Cr-Mo,0
2971,Cr58Mo42,Cr-Mo,0
2972,Cr57Mo43,Cr-Mo,0
2973,Cr56Mo44,Cr-Mo,0
2974,Cr55Mo45,Cr-Mo,0
2975,Cr54Mo46,Cr-Mo,0
2976,Cr53Mo47,Cr-Mo,0
2977,Cr52Mo48,Cr-Mo,0
2978,Cr51Mo49,Cr-Mo,0
2979,Cr50Mo50,Cr-Mo,0
2980,Cr49Mo51,Cr-Mo,0
2981,Cr48Mo52,Cr-Mo,0
2982,Cr47Mo53,Cr-Mo,0
2983,Cr46Mo54,Cr-Mo,0
2984,Cr45Mo55,Cr-Mo,0
2985,Cr44Mo56,Cr-Mo,0
2986,Cr43Mo57,Cr-Mo,0
2987,Cr42Mo58,Cr-Mo,0
2988,Cr41Mo59,Cr-Mo,0
2989,Cr40Mo60,Cr-Mo,0
2990,Cr39Mo61,Cr-Mo,0
2991,Cr38Mo62,Cr-Mo,0
2992,Cr37Mo63,Cr-Mo,0
2993,Cr36Mo64,Cr-Mo,0
2994,Cr35Mo65,Cr-Mo,0
2995,Cr34Mo66,Cr-Mo,0
2996,Cr33Mo67,Cr-Mo,0
2997,Cr32Mo68,Cr-Mo,0
2998,Cr31Mo69,Cr-Mo,0
2999,Cr30Mo70,Cr-Mo,0
3000,Cr29Mo71,Cr-Mo,0
3001,Cr28Mo72,Cr-Mo,0
3002,Cr27Mo73,Cr-Mo,0
3003,Cr26Mo74,Cr-Mo,0
3004,Cr25Mo75,Cr-Mo,0
3005,Cr24Mo76,Cr-Mo,0
3006,Cr23Mo77,Cr-Mo,0
3007,Cr22Mo78,Cr-Mo,0
3008,Cr21Mo79,Cr-Mo,0
3009,Cr20Mo80,Cr-Mo,0
3010,Cr19Mo81,Cr-Mo,0
3011,Cr18Mo82,Cr-Mo,0
3012,Cr17Mo83,Cr-Mo,0
3013,Cr16Mo84,Cr-Mo,0
3014,Cr15Mo85,Cr-Mo,0
3015,Cr14Mo86,Cr-Mo,0
3016,Cr13Mo87,Cr-Mo,0
3017,Cr12Mo88,Cr-Mo,0
3018,Cr11Mo89,Cr-Mo,0
3019,Cr10Mo90,Cr-Mo,0
3020,Cr9Mo91,Cr-Mo,0
3021,Cr8Mo92,Cr-Mo,0
3022,Cr7Mo93,Cr-Mo,0
3023,Cr6Mo94,Cr-Mo,0
3024,Cr5Mo95,Cr-Mo,0
3025,Cr4Mo96,Cr-Mo,0
3026,Cr3Mo97,Cr-Mo,0
3027,Cr2Mo98,Cr-Mo,0
3028,Cr1Mo99,Cr-Mo,0
3029,Cr0Mo100,Cr-Mo,0
3030,Cr100Ta0,Cr-Ta,0
3031,Cr99Ta1,Cr-Ta,0
3032,Cr98Ta2,Cr-Ta,0
3033,Cr97Ta3,Cr-Ta,0
3034,Cr96Ta4,Cr-Ta,0
3035,Cr95Ta5,Cr-Ta,0
3036,Cr94Ta6,Cr-Ta,0
3037,Cr93Ta7,Cr-Ta,1
3038,Cr92Ta8,Cr-Ta,1
3039,Cr91Ta9,Cr-Ta,1
3040,Cr90Ta10,Cr-Ta,1
3041,Cr89Ta11,Cr-Ta,1
3042,Cr88Ta12,Cr-Ta,1
3043,Cr87Ta13,Cr-Ta,1
3044,Cr86Ta14,Cr-Ta,0
3045,Cr85Ta15,Cr-Ta,0
3046,Cr84Ta16,Cr-Ta,0
3047,Cr83Ta17,Cr-Ta,0
3048,Cr82Ta18,Cr-Ta,0
3049,Cr81Ta19,Cr-Ta,0
3050,Cr80Ta20,Cr-Ta,0
3051,Cr79Ta21,Cr-Ta,0
3052,Cr78Ta22,Cr-Ta,0
3053,Cr77Ta23,Cr-Ta,0
3054,Cr76Ta24,Cr-Ta,0
3055,Cr75Ta25,Cr-Ta,0
3056,Cr74Ta26,Cr-Ta,0
3057,Cr73Ta27,Cr-Ta,0
3058,Cr72Ta28,Cr-Ta,0
3059,Cr71Ta29,Cr-Ta,0
3060,Cr70Ta30,Cr-Ta,0
3061,Cr69Ta31,Cr-Ta,0
3062,Cr68Ta32,Cr-Ta,0
3063,Cr67Ta33,Cr-Ta,0
3064,Cr66Ta34,Cr-Ta,0
3065,Cr65Ta35,Cr-Ta,0
3066,Cr64Ta36,Cr-Ta,0
3067,Cr63Ta37,Cr-Ta,0
3068,Cr62Ta38,Cr-Ta,0
3069,Cr61Ta39,Cr-Ta,0
3070,Cr60Ta40,Cr-Ta,0
3071,Cr59Ta41,Cr-Ta,0
3072,Cr58Ta42,Cr-Ta,0
3073,Cr57Ta43,Cr-Ta,0
3074,Cr56Ta44,Cr-Ta,0
3075,Cr55Ta45,Cr-Ta,0
3076,Cr54Ta46,Cr-Ta,0
3077,Cr53Ta47,Cr-Ta,0
3078,Cr52Ta48,Cr-Ta,0
3079,Cr51Ta49,Cr-Ta,0
3080,Cr50Ta50,Cr-Ta,0
3081,Cr49Ta51,Cr-Ta,0
3082,Cr48Ta52,Cr-Ta,0
3083,Cr47Ta53,Cr-Ta,0
3084,Cr46Ta54,Cr-Ta,0
3085,Cr45Ta55,Cr-Ta,0
3086,Cr44Ta56,Cr-Ta,0
3087,Cr43Ta57,Cr-Ta,0
3088,Cr42Ta58,Cr-Ta,0
3089,Cr41Ta59,Cr-Ta,0
3090,Cr40Ta60,Cr-Ta,0
3091,Cr39Ta61,Cr-Ta,0
3092,Cr38Ta62,Cr-Ta,0
3093,Cr37Ta63,Cr-Ta,0
3094,Cr36Ta64,Cr-Ta,0
3095,Cr35Ta65,Cr-Ta,0
3096,Cr34Ta66,Cr-Ta,0
3097,Cr33Ta67,Cr-Ta,0
3098,Cr32Ta68,Cr-Ta,0
3099,Cr31Ta69,Cr-Ta,0
3100,Cr30Ta70,Cr-Ta,0
3101,Cr29Ta71,Cr-Ta,0
3102,Cr28Ta72,Cr-Ta,0
3103,Cr27Ta73,Cr-Ta,0
3104,Cr26Ta74,Cr-Ta,0
3105,Cr25Ta75,Cr-Ta,0
3106,Cr24Ta76,Cr-Ta,0
3107,Cr23Ta77,Cr-Ta,0
3108,Cr22Ta78,Cr-Ta,0
3109,Cr21Ta79,Cr-Ta,0
3110,Cr20Ta80,Cr-Ta,0
3111,Cr19Ta81,Cr-Ta,0
3112,Cr18Ta82,Cr-Ta,0
3113,Cr17Ta83,Cr-Ta,0
3114,Cr16Ta84,Cr-Ta,0
3115,Cr15Ta85,Cr-Ta,0
3116,Cr14Ta86,Cr-Ta,0
3117,Cr13Ta87,Cr-Ta,0
3118,Cr12Ta88,Cr-Ta,0
3119,Cr11Ta89,Cr-Ta,0
3120,Cr10Ta90,Cr-Ta,0
3121,Cr9Ta91,Cr-Ta,0
3122,Cr8Ta92,Cr-Ta,0
3123,Cr7Ta93,Cr-Ta,0
3124,Cr6Ta94,Cr-Ta,0
3125,Cr5Ta95,Cr-Ta,0
3126,Cr4Ta96,Cr-Ta,0
3127,Cr3Ta97,Cr-Ta,0
3128,Cr2Ta98,Cr-Ta,0
3129,Cr1Ta99,Cr-Ta,0
3130,Cr0Ta100,Cr-Ta,0
3131,Ca100Cu0,Ca-Cu,0
3132,Ca99Cu1,Ca-Cu,0
3133,Ca98Cu2,Ca-Cu,0
3134,Ca97Cu3,Ca-Cu,0
3135,Ca96Cu4,Ca-Cu,0
3136,Ca95Cu5,Ca-Cu,0
3137,Ca94Cu6,Ca-Cu,0
3138,Ca93Cu7,Ca-Cu,0
3139,Ca92Cu8,Ca-Cu,0
3140,Ca91Cu9,Ca-Cu,0
3141,Ca90Cu10,Ca-Cu,0
3142,Ca89Cu11,Ca-Cu,0
3143,Ca88Cu12,Ca-Cu,0
3144,Ca87Cu13,Ca-Cu,1
3145,Ca86Cu14,Ca-Cu,1
3146,Ca85Cu15,Ca-Cu,1
3147,Ca84Cu16,Ca-Cu,1
3148,Ca83Cu17,Ca-Cu,1
3149,Ca82Cu18,Ca-Cu,1
3150,Ca81Cu19,Ca-Cu,1
3151,Ca80Cu20,Ca-Cu,1
3152,Ca79Cu21,Ca-Cu,1
3153,Ca78Cu22,Ca-Cu,1
3154,Ca77Cu23,Ca-Cu,1
3155,Ca76Cu24,Ca-Cu,1
3156,Ca75Cu25,Ca-Cu,1
3157,Ca74Cu26,Ca-Cu,1
3158,Ca73Cu27,Ca-Cu,1
3159,Ca72Cu28,Ca-Cu,1
3160,Ca71Cu29,Ca-Cu,1
3161,Ca70Cu30,Ca-Cu,1
3162,Ca69Cu31,Ca-Cu,1
3163,Ca68Cu32,Ca-Cu,1
3164,Ca67Cu33,Ca-Cu,1
3165,Ca66Cu34,Ca-Cu,1
3166,Ca65Cu35,Ca-Cu,1
3167,Ca64Cu36,Ca-Cu,1
3168,Ca63Cu37,Ca-Cu,1
3169,Ca62Cu38,Ca-Cu,1
3170,Ca61Cu39,Ca-Cu,1
3171,Ca60Cu40,Ca-Cu,1
3172,Ca59Cu41,Ca-Cu,1
3173,Ca58Cu42,Ca-Cu,1
3174,Ca57Cu43,Ca-Cu,1
3175,Ca56Cu44,Ca-Cu,1
3176,Ca55Cu45,Ca-Cu,1
3177,Ca54Cu46,Ca-Cu,1
3178,Ca53Cu47,Ca-Cu,1
3179,Ca52Cu48,Ca-Cu,1
3180,Ca51Cu49,Ca-Cu,1
3181,Ca50Cu50,Ca-Cu,1
3182,Ca49Cu51,Ca-Cu,1
3183,Ca48Cu52,Ca-Cu,1
3184,Ca47Cu53,Ca-Cu,1
3185,Ca46Cu54,Ca-Cu,1
3186,Ca45Cu55,Ca-Cu,1
3187,Ca44Cu56,Ca-Cu,1
3188,Ca43Cu57,Ca-Cu,1
3189,Ca42Cu58,Ca-Cu,1
3190,Ca41Cu59,Ca-Cu,1
3191,Ca40Cu60,Ca-Cu,1
3192,Ca39Cu61,Ca-Cu,1
3193,Ca38Cu62,Ca-Cu,0
3194,Ca37Cu63,Ca-Cu,0
3195,Ca36Cu64,Ca-Cu,0
3196,Ca35Cu65,Ca-Cu,0
3197,Ca34Cu66,Ca-Cu,0
3198,Ca33Cu67,Ca-Cu,0
3199,Ca32Cu68,Ca-Cu,0
3200,Ca31Cu69,Ca-Cu,0
3201,Ca30Cu70,Ca-Cu,0
3202,Ca29Cu71,Ca-Cu,0
3203,Ca28Cu72,Ca-Cu,0
3204,Ca27Cu73,Ca-Cu,0
3205,Ca26Cu74,Ca-Cu,0
3206,Ca25Cu75,Ca-Cu,0
3207,Ca24Cu76,Ca-Cu,0
3208,Ca23Cu77,Ca-Cu,0
3209,Ca22Cu78,Ca-Cu,0
3210,Ca21Cu79,Ca-Cu,0
3211,Ca20Cu80,Ca-Cu,0
3212,Ca19Cu81,Ca-Cu,0
3213,Ca18Cu82,Ca-Cu,0
3214,Ca17Cu83,Ca-Cu,0
3215,Ca16Cu84,Ca-Cu,0
3216,Ca15Cu85,Ca-Cu,0
3217,Ca14Cu86,Ca-Cu,0
3218,Ca13Cu87,Ca-Cu,0
3219,Ca12Cu88,Ca-Cu,0
3220,Ca11Cu89,Ca-Cu,0
3221,Ca10Cu90,Ca-Cu,0
3222,Ca9Cu91,Ca-Cu,0
3223,Ca8Cu92,Ca-Cu,0
3224,Ca7Cu93,Ca-Cu,0
3225,Ca6Cu94,Ca-Cu,0
3226,Ca5Cu95,Ca-Cu,0
3227,Ca4Cu96,Ca-Cu,0
3228,Ca3Cu97,Ca-Cu,0
3229,Ca2Cu98,Ca-Cu,0
3230,Ca1Cu99,Ca-Cu,0
3231,Ca0Cu100,Ca-Cu,0
3232,Ca100Ag0,Ag-Ca,0
3233,Ca99Ag1,Ag-Ca,0
3234,Ca98Ag2,Ag-Ca,0
3235,Ca97Ag3,Ag-Ca,0
3236,Ca96Ag4,Ag-Ca,0
3237,Ca95Ag5,Ag-Ca,0
3238,Ca94Ag6,Ag-Ca,0
3239,Ca93Ag7,Ag-Ca,0
3240,Ca92Ag8,Ag-Ca,0
3241,Ca91Ag9,Ag-Ca,0
3242,Ca90Ag10,Ag-Ca,0
3243,Ca89Ag11,Ag-Ca,0
3244,Ca88Ag12,Ag-Ca,0
3245,Ca87Ag13,Ag-Ca,1
3246,Ca86Ag14,Ag-Ca,1
3247,Ca85Ag15,Ag-Ca,1
3248,Ca84Ag16,Ag-Ca,1
3249,Ca83Ag17,Ag-Ca,1
3250,Ca82Ag18,Ag-Ca,1
3251,Ca81Ag19,Ag-Ca,1
3252,Ca80Ag20,Ag-Ca,1
3253,Ca79Ag21,Ag-Ca,1
3254,Ca78Ag22,Ag-Ca,1
3255,Ca77Ag23,Ag-Ca,1
3256,Ca76Ag24,Ag-Ca,1
3257,Ca75Ag25,Ag-Ca,1
3258,Ca74Ag26,Ag-Ca,1
3259,Ca73Ag27,Ag-Ca,1
3260,Ca72Ag28,Ag-Ca,1
3261,Ca71Ag29,Ag-Ca,1
3262,Ca70Ag30,Ag-Ca,1
3263,Ca69Ag31,Ag-Ca,1
3264,Ca68Ag32,Ag-Ca,1
3265,Ca67Ag33,Ag-Ca,1
3266,Ca66Ag34,Ag-Ca,1
3267,Ca65Ag35,Ag-Ca,1
3268,Ca64Ag36,Ag-Ca,1
3269,Ca63Ag37,Ag-Ca,1
3270,Ca62Ag38,Ag-Ca,1
3271,Ca61Ag39,Ag-Ca,1
3272,Ca60Ag40,Ag-Ca,1
3273,Ca59Ag41,Ag-Ca,1
3274,Ca58Ag42,Ag-Ca,0
3275,Ca57Ag43,Ag-Ca,0
3276,Ca56Ag44,Ag-Ca,0
3277,Ca55Ag45,Ag-Ca,0
3278,Ca54Ag46,Ag-Ca,0
3279,Ca53Ag47,Ag-Ca,0
3280,Ca52Ag48,Ag-Ca,0
3281,Ca51Ag49,Ag-Ca,0
3282,Ca50Ag50,Ag-Ca,0
3283,Ca49Ag51,Ag-Ca,0
3284,Ca48Ag52,Ag-Ca,0
3285,Ca47Ag53,Ag-Ca,0
3286,Ca46Ag54,Ag-Ca,0
3287,Ca45Ag55,Ag-Ca,0
3288,Ca44Ag56,Ag-Ca,0
3289,Ca43Ag57,Ag-Ca,0
3290,Ca42Ag58,Ag-Ca,0
3291,Ca41Ag59,Ag-Ca,0
3292,Ca40Ag60,Ag-Ca,0
3293,Ca39Ag61,Ag-Ca,0
3294,Ca38Ag62,Ag-Ca,0
3295,Ca37Ag63,Ag-Ca,0
3296,Ca36Ag64,Ag-Ca,0
3297,Ca35Ag65,Ag-Ca,0
3298,Ca34Ag66,Ag-Ca,0
3299,Ca33Ag67,Ag-Ca,0
3300,Ca32Ag68,Ag-Ca,0
3301,Ca31Ag69,Ag-Ca,0
3302,Ca30Ag70,Ag-Ca,0
3303,Ca29Ag71,Ag-Ca,0
3304,Ca28Ag72,Ag-Ca,0
3305,Ca27Ag73,Ag-Ca,0
3306,Ca26Ag74,Ag-Ca,0
3307,Ca25Ag75,Ag-Ca,0
3308,Ca24Ag76,Ag-Ca,0
3309,Ca23Ag77,Ag-Ca,0
3310,Ca22Ag78,Ag-Ca,0
3311,Ca21Ag79,Ag-Ca,0
3312,Ca20Ag80,Ag-Ca,0
3313,Ca19Ag81,Ag-Ca,0
3314,Ca18Ag82,Ag-Ca,0
3315,Ca17Ag83,Ag-Ca,0
3316,Ca16Ag84,Ag-Ca,0
3317,Ca15Ag85,Ag-Ca,0
3318,Ca14Ag86,Ag-Ca,0
3319,Ca13Ag87,Ag-Ca,0
3320,Ca12Ag88,Ag-Ca,0
3321,Ca11Ag89,Ag-Ca,0
3322,Ca10Ag90,Ag-Ca,0
3323,Ca9Ag91,Ag-Ca,0
3324,Ca8Ag92,Ag-Ca,0
3325,Ca7Ag93,Ag-Ca,0
3326,Ca6Ag94,Ag-Ca,0
3327,Ca5Ag95,Ag-Ca,0
3328,Ca4Ag96,Ag-Ca,0
3329,Ca3Ag97,Ag-Ca,0
3330,Ca2Ag98,Ag-Ca,0
3331,Ca1Ag99,Ag-Ca,0
3332,Ca0Ag100,Ag-Ca,0
3333,Ca100Mg0,Ca-Mg,0
3334,Ca99Mg1,Ca-Mg,0
3335,Ca98Mg2,Ca-Mg,0
3336,Ca97Mg3,Ca-Mg,0
3337,Ca96Mg4,Ca-Mg,0
3338,Ca95Mg5,Ca-Mg,0
3339,Ca94Mg6,Ca-Mg,0
3340,Ca93Mg7,Ca-Mg,0
3341,Ca92Mg8,Ca-Mg,0
3342,Ca91Mg9,Ca-Mg,0
3343,Ca90Mg10,Ca-Mg,0
3344,Ca89Mg11,Ca-Mg,0
3345,Ca88Mg12,Ca-Mg,0
3346,Ca87Mg13,Ca-Mg,0
3347,Ca86Mg14,Ca-Mg,0
3348,Ca85Mg15,Ca-Mg,0
3349,Ca84Mg16,Ca-Mg,0
3350,Ca83Mg17,Ca-Mg,0
3351,Ca82Mg18,Ca-Mg,0
3352,Ca81Mg19,Ca-Mg,0
3353,Ca80Mg20,Ca-Mg,0
3354,Ca79Mg21,Ca-Mg,0
3355,Ca78Mg22,Ca-Mg,0
3356,Ca77Mg23,Ca-Mg,1
3357,Ca76Mg24,Ca-Mg,1
3358,Ca75Mg25,Ca-Mg,1
3359,Ca74Mg26,Ca-Mg,1
3360,Ca73Mg27,Ca-Mg,1
3361,Ca72Mg28,Ca-Mg,1
3362,Ca71Mg29,Ca-Mg,1
3363,Ca70Mg30,Ca-Mg,1
3364,Ca69Mg31,Ca-Mg,1
3365,Ca68Mg32,Ca-Mg,1
3366,Ca67Mg33,Ca-Mg,1
3367,Ca66Mg34,Ca-Mg,1
3368,Ca65Mg35,Ca-Mg,1
3369,Ca64Mg36,Ca-Mg,1
3370,Ca63Mg37,Ca-Mg,1
3371,Ca62Mg38,Ca-Mg,1
3372,Ca61Mg39,Ca-Mg,1
3373,Ca60Mg40,Ca-Mg,1
3374,Ca59Mg41,Ca-Mg,1
3375,Ca58Mg42,Ca-Mg,0
3376,Ca57Mg43,Ca-Mg,0
3377,Ca56Mg44,Ca-Mg,0
3378,Ca55Mg45,Ca-Mg,0
3379,Ca54Mg46,Ca-Mg,0
3380,Ca53Mg47,Ca-Mg,0
3381,Ca52Mg48,Ca-Mg,0
3382,Ca51Mg49,Ca-Mg,0
3383,Ca50Mg50,Ca-Mg,0
3384,Ca49Mg51,Ca-Mg,0
3385,Ca48Mg52,Ca-Mg,0
3386,Ca47Mg53,Ca-Mg,0
3387,Ca46Mg54,Ca-Mg,0
3388,Ca45Mg55,Ca-Mg,0
3389,Ca44Mg56,Ca-Mg,0
3390,Ca43Mg57,Ca-Mg,0
3391,Ca42Mg58,Ca-Mg,0
3392,Ca41Mg59,Ca-Mg,0
3393,Ca40Mg60,Ca-Mg,0
3394,Ca39Mg61,Ca-Mg,0
3395,Ca38Mg62,Ca-Mg,0
3396,Ca37Mg63,Ca-Mg,0
3397,Ca36Mg64,Ca-Mg,0
3398,Ca35Mg65,Ca-Mg,0
3399,Ca34Mg66,Ca-Mg,0
3400,Ca33Mg67,Ca-Mg,0
3401,Ca32Mg68,Ca-Mg,0
3402,Ca31Mg69,Ca-Mg,0
3403,Ca30Mg70,Ca-Mg,0
3404,Ca29Mg71,Ca-Mg,0
3405,Ca28Mg72,Ca-Mg,0
3406,Ca27Mg73,Ca-Mg,0
3407,Ca26Mg74,Ca-Mg,0
3408,Ca25Mg75,Ca-Mg,0
3409,Ca24Mg76,Ca-Mg,0
3410,Ca23Mg77,Ca-Mg,0
3411,Ca22Mg78,Ca-Mg,0
3412,Ca21Mg79,Ca-Mg,0
3413,Ca20Mg80,Ca-Mg,0
3414,Ca19Mg81,Ca-Mg,0
3415,Ca18Mg82,Ca-Mg,0
3416,Ca17Mg83,Ca-Mg,0
3417,Ca16Mg84,Ca-Mg,0
3418,Ca15Mg85,Ca-Mg,0
3419,Ca14Mg86,Ca-Mg,0
3420,Ca13Mg87,Ca-Mg,0
3421,Ca12Mg88,Ca-Mg,0
3422,Ca11Mg89,Ca-Mg,0
3423,Ca10Mg90,Ca-Mg,0
3424,Ca9Mg91,Ca-Mg,0
3425,Ca8Mg92,Ca-Mg,0
3426,Ca7Mg93,Ca-Mg,0
3427,Ca6Mg94,Ca-Mg,0
3428,Ca5Mg95,Ca-Mg,0
3429,Ca4Mg96,Ca-Mg,0
3430,Ca3Mg97,Ca-Mg,0
3431,Ca2Mg98,Ca-Mg,0
3432,Ca1Mg99,Ca-Mg,0
3433,Ca0Mg100,Ca-Mg,0
3434,Cu100Hf0,Cu-Hf,0
3435,Cu99Hf1,Cu-Hf,0
3436,Cu98Hf2,Cu-Hf,0
3437,Cu97Hf3,Cu-Hf,0
3438,Cu96Hf4,Cu-Hf,0
3439,Cu95Hf5,Cu-Hf,0
3440,Cu94Hf6,Cu-Hf,0
3441,Cu93Hf7,Cu-Hf,0
3442,Cu92Hf8,Cu-Hf,0
3443,Cu91Hf9,Cu-Hf,0
3444,Cu90Hf10,Cu-Hf,0
3445,Cu89Hf11,Cu-Hf,0
3446,Cu88Hf12,Cu-Hf,0
3447,Cu87Hf13,Cu-Hf,0
3448,Cu86Hf14,Cu-Hf,0
3449,Cu85Hf15,Cu-Hf,0
3450,Cu84Hf16,Cu-Hf,0
3451,Cu83Hf17,Cu-Hf,0
3452,Cu82Hf18,Cu-Hf,0
3453,Cu81Hf19,Cu-Hf,0
3454,Cu80Hf20,Cu-Hf,0
3455,Cu79Hf21,Cu-Hf,0
3456,Cu78Hf22,Cu-Hf,0
3457,Cu77Hf23,Cu-Hf,0
3458,Cu76Hf24,Cu-Hf,0
3459,Cu75Hf25,Cu-Hf,0
3460,Cu74Hf26,Cu-Hf,0
3461,Cu73Hf27,Cu-Hf,0
3462,Cu72Hf28,Cu-Hf,0
3463,Cu71Hf29,Cu-Hf,0
3464,Cu70Hf30,Cu-Hf,1
3465,Cu69Hf31,Cu-Hf,1
3466,Cu68Hf32,Cu-Hf,1
3467,Cu67Hf33,Cu-Hf,1
3468,Cu66Hf34,Cu-Hf,1
3469,Cu65Hf35,Cu-Hf,1
3470,Cu64Hf36,Cu-Hf,1
3471,Cu63Hf37,Cu-Hf,1
3472,Cu62Hf38,Cu-Hf,1
3473,Cu61Hf39,Cu-Hf,1
3474,Cu60Hf40,Cu-Hf,1
3475,Cu59Hf41,Cu-Hf,1
3476,Cu58Hf42,Cu-Hf,1
3477,Cu57Hf43,Cu-Hf,1
3478,Cu56Hf44,Cu-Hf,1
3479,Cu55Hf45,Cu-Hf,1
3480,Cu54Hf46,Cu-Hf,1
3481,Cu53Hf47,Cu-Hf,1
3482,Cu52Hf48,Cu-Hf,1
3483,Cu51Hf49,Cu-Hf,1
3484,Cu50Hf50,Cu-Hf,1
3485,Cu49Hf51,Cu-Hf,1
3486,Cu48Hf52,Cu-Hf,1
3487,Cu47Hf53,Cu-Hf,1
3488,Cu46Hf54,Cu-Hf,1
3489,Cu45Hf55,Cu-Hf,1
3490,Cu44Hf56,Cu-Hf,1
3491,Cu43Hf57,Cu-Hf,1
3492,Cu42Hf58,Cu-Hf,1
3493,Cu41Hf59,Cu-Hf,1
3494,Cu40Hf60,Cu-Hf,1
3495,Cu39Hf61,Cu-Hf,1
3496,Cu38Hf62,Cu-Hf,1
3497,Cu37Hf63,Cu-Hf,1
3498,Cu36Hf64,Cu-Hf,1
3499,Cu35Hf65,Cu-Hf,1
3500,Cu34Hf66,Cu-Hf,1
3501,Cu33Hf67,Cu-Hf,1
3502,Cu32Hf68,Cu-Hf,1
3503,Cu31Hf69,Cu-Hf,1
3504,Cu30Hf70,Cu-Hf,1
3505,Cu29Hf71,Cu-Hf,0
3506,Cu28Hf72,Cu-Hf,0
3507,Cu27Hf73,Cu-Hf,0
3508,Cu26Hf74,Cu-Hf,0
3509,Cu25Hf75,Cu-Hf,0
3510,Cu24Hf76,Cu-Hf,0
3511,Cu23Hf77,Cu-Hf,0
3512,Cu22Hf78,Cu-Hf,0
3513,Cu21Hf79,Cu-Hf,0
3514,Cu20Hf80,Cu-Hf,0
3515,Cu19Hf81,Cu-Hf,0
3516,Cu18Hf82,Cu-Hf,0
3517,Cu17Hf83,Cu-Hf,0
3518,Cu16Hf84,Cu-Hf,0
3519,Cu15Hf85,Cu-Hf,0
3520,Cu14Hf86,Cu-Hf,0
3521,Cu13Hf87,Cu-Hf,0
3522,Cu12Hf88,Cu-Hf,0
3523,Cu11Hf89,Cu-Hf,0
3524,Cu10Hf90,Cu-Hf,0
3525,Cu9Hf91,Cu-Hf,0
3526,Cu8Hf92,Cu-Hf,0
3527,Cu7Hf93,Cu-Hf,0
3528,Cu6Hf94,Cu-Hf,0
3529,Cu5Hf95,Cu-Hf,0
3530,Cu4Hf96,Cu-Hf,0
3531,Cu3Hf97,Cu-Hf,0
3532,Cu2Hf98,Cu-Hf,0
