formula,phase,gfa
B8Cr8Fe84,AM,1
B8Cr10Fe82,AM,1
B10Cr24Fe66,AM,1
B10Cr26Fe64,AM,1
B12Cr5Fe83,AM,1
B12Cr10Fe78,AM,1
B12Cr14Fe74,AM,1
B12Cr15Fe73,AM,1
B12Cr18Fe70,AM,1
B12Cr20Fe68,AM,1
B12Cr22Fe66,AM,1
B12Cr24Fe64,AM,1
B14Cr5Fe81,AM,1
B14Cr10Fe76,AM,1
B14Cr14Fe72,AM,1
B14Cr15Fe71,AM,1
B14Cr20Fe66,AM,1
B14Cr24Fe62,AM,1
B16Cr5Fe79,AM,1
B16Cr10Fe74,AM,1
B16Cr14Fe70,AM,1
B16Cr20Fe64,AM,1
B18Cr5Fe77,AM,1
B18Cr10Fe72,AM,1
B18Cr14Fe68,AM,1
B18Cr20Fe62,AM,1
B20Cr5Fe75,AM,1
B20Cr10Fe70,AM,1
B20Cr20Fe60,AM,1
B8Cr18Fe74,AC,0
B8Cr20Fe72,AC,0
B8Cr22Fe70,AC,0
B8Cr24Fe68,AC,0
B8Cr26Fe66,AC,0
B10Cr5Fe85,AC,0
B10Cr8Fe82,AC,0
B10Cr10Fe80,AC,0
B10Cr12Fe78,AC,0
B10Cr14Fe76,AC,0
B10Cr15Fe75,AC,0
B10Cr18Fe72,AC,0
B10Cr20Fe70,AC,0
B10Cr22Fe68,AC,0
B2Cr12Fe86,CR,0
B2Cr14Fe84,CR,0
B2Cr16Fe82,CR,0
B2Cr20Fe78,CR,0
B4Cr5Fe91,CR,0
B4Cr12Fe84,CR,0
B4Cr14Fe82,CR,0
B4Cr15Fe81,CR,0
B4Cr16Fe80,CR,0
B4Cr20Fe76,CR,0
B6Cr5Fe89,CR,0
B6Cr12Fe82,CR,0
B6Cr14Fe80,CR,0
B6Cr15Fe79,CR,0
B6Cr16Fe78,CR,0
B6Cr18Fe76,CR,0
B6Cr20Fe74,CR,0
B6Cr22Fe72,CR,0
B6Cr24Fe70,CR,0
B6Cr26Fe68,CR,0
B8Cr5Fe87,CR,0
B8Cr12Fe80,CR,0
B8Cr14Fe78,CR,0
B8Cr15Fe77,CR,0
B8Cr16Fe76,CR,0
B19Cr0Fe81,AM,1
B20Cr5Fe75,AM,1
B15Cr5Fe80,AM,1
B15Cr10Fe75,AM,1
B15Cr15Fe70,AM,1
B15Cr20Fe65,AM,1
B15Cr25Fe60,AM,1
B15Cr30Fe55,AM,1
B20Cr1Fe79,AM,1
B20Cr2.5Fe77.5,AM,1
B20Cr4Fe76,AM,1
B20Cr8Fe72,AM,1
B18Cr2Fe80,AM,1
B18Cr4Fe78,AM,1
B18Cr6Fe76,AM,1
B18Cr5Fe77,AM,1
B19Cr0Fe81,AM,1
B14.4Cr6.6Fe79,AM,1
B11Cr27Fe62,AM,1
B12Cr26Fe62,AM,1
B14Cr26Fe60,AM,1
B17.5Cr25Fe57.5,AM,1
B19.5Cr24.5Fe56,AM,1
B21Cr24Fe55,AM,1
B20Cr4Fe76,AM,1
B20Cr6Fe74,AM,1
B20Cr8Fe72,AM,1
B20Cr10Fe70,AM,1
B20Cr15Fe65,AM,1
B14Cr0Fe86,AM,1
B14Cr7Fe79,AM,1
B15Cr7Fe78,AM,1
B16Cr7Fe77,AM,1
B44.1Cr16.4Fe39.5,AM,1
B20Cr10Ni70,AM,1
B20Cr20Ni60,AM,1
B20Cr25Ni55,AM,1
B20Cr30Ni50,AM,1
B4Cr15.2Ni80.8,AM,1
B13Cu0Fe87,AM,1
B13Cu0.5Fe86.5,AM,1
B14Cu0Fe86,AM,1
B14Cu0.5Fe85.5,AM,1
B16Cu0Fe84,AM,1
B16Cu0.5Fe83.5,AM,1
B18Cu0Fe82,AM,1
B18Cu0.5Fe81.5,AM,1
B20Cu0Fe80,AM,1
B20Cu0.5Fe79.5,AM,1
B14Cu1Fe85,AC,0
B14Cu3Fe83,AC,0
B14Cu5Fe81,AC,0
B14Cu10Fe76,AC,0
B16Cu1Fe83,AC,0
B16Cu3Fe81,AC,0
B16Cu5Fe79,AC,0
B16Cu10Fe74,AC,0
B16Cu15Fe69,AC,0
B18Cu1Fe81,AC,0
B18Cu5Fe77,AC,0
B18Cu10Fe72,AC,0
B18Cu15Fe67,AC,0
B18Cu20Fe62,AC,0
B20Cu1Fe79,AC,0
B20Cu5Fe75,AC,0
B20Cu10Fe70,AC,0
B4Cu1Fe95,CR,0
B4Cu5Fe91,CR,0
B4Cu10Fe86,CR,0
B6Cu1Fe93,CR,0
B6Cu3Fe91,CR,0
B6Cu5Fe89,CR,0
B6Cu10Fe84,CR,0
B6Cu15Fe79,CR,0
B8Cu1Fe91,CR,0
B8Cu3Fe89,CR,0
B8Cu5Fe87,CR,0
B8Cu10Fe82,CR,0
B8Cu15Fe77,CR,0
B10Cu1Fe89,CR,0
B10Cu3Fe87,CR,0
B10Cu5Fe85,CR,0
B10Cu10Fe80,CR,0
B10Cu15Fe75,CR,0
B12Cu1Fe87,CR,0
B12Cu3Fe85,CR,0
B12Cu5Fe83,CR,0
B12Cu10Fe78,CR,0
B12Cu15Fe73,CR,0
B12Cu20Fe68,CR,0
B14Cu15Fe71,CR,0
B14Cu20Fe66,CR,0
B16Cu20Fe64,CR,0
B17Cu1.5Fe81.5,AM,1
B19Cu0Fe81,AM,1
B17Cu3Ni80,AM,1
B1Cu30Zr69,AM,1
B1Cu40Zr59,AM,1
B1Cu50Zr49,AM,1
B1Cu60Zr39,AM,1
B1Cu70Zr29,AM,1
B2.5Cu20Zr77.5,AM,1
B2.5Cu25Zr72.5,AM,1
B2.5Cu30Zr67.5,AM,1
B2.5Cu35Zr62.5,AM,1
B2.5Cu40Zr57.5,AM,1
B2.5Cu45Zr52.5,AM,1
B2.5Cu50Zr47.5,AM,1
B2.5Cu55Zr42.5,AM,1
B2.5Cu60Zr37.5,AM,1
B2.5Cu65Zr32.5,AM,1
B2.5Cu70Zr27.5,AM,1
B2.5Cu80Zr17.5,AM,1
B5Cu15Zr80,AM,1
B5Cu20Zr75,AM,1
B5Cu25Zr70,AM,1
B5Cu30Zr65,AM,1
B5Cu35Zr60,AM,1
B5Cu40Zr55,AM,1
B5Cu45Zr50,AM,1
B5Cu50Zr45,AM,1
B5Cu55Zr40,AM,1
B5Cu60Zr35,AM,1
B5Cu65Zr30,AM,1
B5Cu70Zr25,AM,1
B7.5Cu25Zr67.5,AM,1
B7.5Cu30Zr62.5,AM,1
B7.5Cu35Zr57.5,AM,1
B7.5Cu50Zr42.5,AM,1
B7.5Cu55Zr37.5,AM,1
B10Cu25Zr65,AM,1
B10Cu30Zr60,AM,1
B10Cu35Zr55,AM,1
B1Cu75Zr24,AC,0
B2.5Cu75Zr22.5,AC,0
B7.5Cu15Zr77.5,AC,0
B1Cu20Zr79,CR,0
B10F11Fe79,AM,1
B10F12Fe78,AM,1
B10F13Fe77,AM,1
B16F2Fe82,AM,1
B17F2Fe81,AM,1
B17.5F17.5Fe65,AM,1
B18F7Fe75,AM,1
B19F0Fe81,AM,1
B20F1.5Fe78.5,AM,1
B20F15Fe65,AM,1
B21F0Fe79,AM,1
B22.5F12.5Fe65,AM,1
B24F0Fe76,AM,1
B25F15Fe60,AM,1
B29F0Fe71,AM,1
B31.5F3.5Fe65,AM,1
B35F0Fe65,AM,1
B35F5Fe60,AM,1
B37F0Fe63,AM,1
B38F2Fe60,AM,1
B39F0Fe61,AM,1
B7F33Fe60,AC,0
B8F33Fe59,AC,0
B10F31Fe59,AC,0
B14F28Fe58,AC,0
B18F26Fe56,AC,0
B4F16Fe80,CR,0
B5F0Fe95,CR,0
B6F5Fe89,CR,0
B7F2Fe91,CR,0
B17Fe73Ga10,AM,1
B17Fe75Ga8,AM,1
B17Fe77Ga6,AM,1
B17Fe79Ga4,AM,1
B17Fe81Ga2,AM,1
B10Fe80Ge10,AM,1
B12Fe80Ge8,AM,1
B15Fe80Ge5,AM,1
B18Fe80Ge2,AM,1
B18Fe80Ge2,AM,1
B19Fe81Ge0,AM,1
B4Fe89Hf7,AM,1
B4Fe89Hf7,AM,1
B4Fe89Hf7,AM,1
B4Fe89Hf7,AM,1
B2.3Fe87.9Hf9.8,AM,1
B2Fe91Hf7,AM,1
B4Fe89Hf7,AM,1
B6Fe87Hf7,AM,1
B8Fe85Hf7,AM,1
B12Fe81Hf7,AM,1
B14Fe86Hf0,AM,1
B16Fe77Hf7,AM,1
B16Fe76Ho8,AM,1
B16Fe80Ho4,AM,1
B16Fe82Ho2,AM,1
B16Fe84Ho0,AM,1
B16Fe81La3,AM,1
B20Fe60Mn20,AM,1
B20Fe62Mn18,AM,1
B20Fe64Mn16,AM,1
B20Fe66Mn14,AM,1
B20Fe70Mn10,AM,1
B20Fe72Mn8,AM,1
B20Fe74Mn6,AM,1
B20Fe76Mn4,AM,1
B20Fe78Mn2,AM,1
B20Fe80Mn0,AM,1
B9Fe6Mn85,AM,1
B9Fe91Mn0,AM,1
B17Fe80.5Mn2.5,AM,1
B25Fe5Mn70,AM,1
B25Fe75Mn0,AM,1
B14Fe20Mn66,AM,1
B14Fe71Mn15,AM,1
B14Fe76Mn10,AM,1
B14Fe81Mn5,AM,1
B14Fe83Mn3,AM,1
B14Fe85Mn1,AM,1
B16Fe74Mn10,AM,1
B16Fe81Mn3,AM,1
B16Fe83Mn1,AM,1
B10Fe20Mn70,AC,0
B10Fe75Mn15,AC,0
B10Fe80Mn10,AC,0
B10Fe85Mn5,AC,0
B10Fe87Mn3,AC,0
B10Fe89Mn1,AC,0
B12Fe20Mn68,AC,0
B12Fe73Mn15,AC,0
B12Fe78Mn10,AC,0
B12Fe83Mn5,AC,0
B12Fe85Mn3,AC,0
B12Fe87Mn1,AC,0
B4Fe91Mn5,CR,0
B4Fe93Mn3,CR,0
B4Fe95Mn1,CR,0
B6Fe79Mn15,CR,0
B6Fe84Mn10,CR,0
B6Fe89Mn5,CR,0
B6Fe91Mn3,CR,0
B6Fe93Mn1,CR,0
B8Fe20Mn72,CR,0
B8Fe77Mn15,CR,0
B8Fe82Mn10,CR,0
B8Fe87Mn5,CR,0
B8Fe89Mn3,CR,0
B8Fe91Mn1,CR,0
B19Fe81Mn0,AM,1
B20Fe75Mn5,AM,1
B19Fe77Mn4,AM,1
B19Fe81Mn0,AM,1
B24.1Fe55.5Mn20.4,AM,1
B35Fe65Mn0,AM,1
B20Fe78Mo2,AM,1
B20Fe78Mo2,AM,1
B20Fe78Mo2,AM,1
B20Fe72Mo8,AM,1
B20Fe73Mo7,AM,1
B20Fe74Mo6,AM,1
B20Fe70Mo10,AM,1
B20Fe73Mo7,AM,1
B20Fe75Mo5,AM,1
B20Fe76Mo4,AM,1
B20Fe77Mo3,AM,1
B20Fe78Mo2,AM,1
B20Fe79Mo1,AM,1
B20Fe80Mo0,AM,1
B9Fe6Mo85,AM,1
B9Fe91Mo0,AM,1
B17Fe80.5Mo2.5,AM,1
B25Fe5Mo70,AM,1
B25Fe75Mo0,AM,1
B10Fe70Mo20,AM,1
B10Fe72Mo18,AM,1
B10Fe75Mo15,AM,1
B10Fe78Mo12,AM,1
B10Fe80Mo10,AM,1
B10Fe82Mo8,AM,1
B12Fe68Mo20,AM,1
B12Fe70Mo18,AM,1
B12Fe73Mo15,AM,1
B12Fe76Mo12,AM,1
B12Fe78Mo10,AM,1
B12Fe80Mo8,AM,1
B12Fe83Mo5,AM,1
B14Fe66Mo20,AM,1
B14Fe71Mo15,AM,1
B14Fe74Mo12,AM,1
B14Fe76Mo10,AM,1
B14Fe78Mo8,AM,1
B14Fe81Mo5,AM,1
B16Fe64Mo20,AM,1
B16Fe69Mo15,AM,1
B16Fe76Mo8,AM,1
B16Fe79Mo5,AM,1
B6Fe74Mo20,AC,0
B6Fe76Mo18,AC,0
B6Fe79Mo15,AC,0
B6Fe82Mo12,AC,0
B6Fe84Mo10,AC,0
B7Fe85Mo8,AC,0
B8Fe72Mo20,AC,0
B8Fe74Mo18,AC,0
B8Fe77Mo15,AC,0
B8Fe80Mo12,AC,0
B8Fe82Mo10,AC,0
B8Fe87Mo5,AC,0
B9Fe83Mo8,AC,0
B10Fe85Mo5,AC,0
B2Fe78Mo20,CR,0
B2Fe80Mo18,CR,0
B2Fe83Mo15,CR,0
B2Fe86Mo12,CR,0
B2Fe88Mo10,CR,0
B2Fe90Mo8,CR,0
B2Fe93Mo5,CR,0
B4Fe76Mo20,CR,0
B4Fe78Mo18,CR,0
B4Fe81Mo15,CR,0
B4Fe84Mo12,CR,0
B4Fe86Mo10,CR,0
B4Fe88Mo8,CR,0
B4Fe91Mo5,CR,0
B6Fe86Mo8,CR,0
B6Fe89Mo5,CR,0
B18Fe76Mo6,AM,1
B18Fe78Mo4,AM,1
B18Fe80Mo2,AM,1
B12Fe81Mo7,AM,1
B14Fe86Mo0,AM,1
B12Fe86N2,AM,1
B20Fe74N6,AM,1
B24Fe66N10,AM,1
B24.5Fe52.5N23,AM,1
B32Fe36N32,AM,1
B33Fe42N25,AM,1
B38Fe20N42,AM,1
B25Fe50N25,AM,1
B29Fe64N7,AM,1
B6Fe82Nb12,AM,1
B8Fe77Nb15,AM,1
B8Fe80Nb12,AM,1
B10Fe75Nb15,AM,1
B10Fe78Nb12,AM,1
B10Fe85Nb5,AM,1
B12Fe83Nb5,AM,1
B5Fe80Nb15,AC,0
B5Fe83Nb12,AC,0
B6Fe79Nb15,AC,0
B8Fe87Nb5,AC,0
B3Fe85Nb12,CR,0
B3Fe92Nb5,CR,0
B6Fe89Nb5,CR,0
B18Fe76Nb6,AM,1
B18Fe78Nb4,AM,1
B18Fe80Nb2,AM,1
B17Fe80Nb3,AM,1
B17Fe83Nb0,AM,1
B9Fe84Nb7,AM,1
B9Fe84Nb7,AM,1
B8Fe85Nb7,AM,1
B10Fe83Nb7,AM,1
B12Fe81Nb7,AM,1
B14Fe86Nb0,AM,1
B16Fe77Nb7,AM,1
B9.4Fe80.3Nb10.3,AM,1
B11Fe79.9Nb9.1,AM,1
B11.3Fe81.1Nb7.6,AM,1
B11.5Fe79.6Nb8.9,AM,1
B12.9Fe77.5Nb9.6,AM,1
B13.1Fe79.9Nb7,AM,1
B13.1Fe80Nb6.9,AM,1
B13.2Fe77.5Nb9.3,AM,1
B13.2Fe78.5Nb8.3,AM,1
B13.2Fe79.5Nb7.3,AM,1
B13.4Fe77Nb9.6,AM,1
B13.8Fe78.4Nb7.8,AM,1
B14.2Fe77.5Nb8.3,AM,1
B14.2Fe78.1Nb7.7,AM,1
B14.3Fe78.7Nb7,AM,1
B14.5Fe80.2Nb5.3,AM,1
B15Fe75.2Nb9.8,AM,1
B15Fe77.9Nb7.1,AM,1
B15.2Fe77.5Nb7.3,AM,1
B15.3Fe76Nb8.7,AM,1
B17Fe75Nb8,AM,1
B17.2Fe76Nb6.8,AM,1
B9.5Fe83Nb7.5,AC,0
B9.5Fe83.4Nb7.1,AC,0
B10.6Fe82.3Nb7.1,AC,0
B13Fe81.5Nb5.5,AC,0
B9Fe85.5Nb5.5,CR,0
B13Fe79Nb8,AM,1
B17.5Fe61.875Nd20.625,AM,1
B17.5Fe66Nd16.5,AM,1
B17.5Fe70.125Nd12.375,AM,1
B17.5Fe74.250Nd8.250,AM,1
B17.5Fe78.375Nd4.125,AM,1
B17.5Fe82.5Nd0,AM,1
B8Fe77Nd15,AM,1
B4.8Fe82.2Nd14,AM,1
B6.1Fe82.1Nd11.8,AM,1
B7.8Fe78.2Nd14,AM,1
B19Fe77Nd4,AM,1
B5Fe81Nd14,OT,0
B6Fe78Nd16,OT,0
B18.5Fe31.5Nd50,AM,1
B18.5Fe51.5Nd30,AM,1
B18.5Fe61.5Nd20,AM,1
B18.5Fe69.5Nd12,AM,1
B18.5Fe75.5Nd6,AM,1
B18.5Fe78.5Nd3,AM,1
B18.5Fe81.5Nd0,AM,1
B8Fe77Nd15,AM,1
B8Fe77Nd15,AM,1
B0Fe75Nd25,AM,1
B0Fe79Nd21,AM,1
B0Fe82Nd18,AM,1
B0Fe85Nd15,AM,1
B3Fe82Nd15,AM,1
B6Fe82Nd12,AM,1
B9Fe82Nd9,AM,1
B12Fe82Nd6,AM,1
B15Fe82Nd3,AM,1
B18Fe82Nd0,AM,1
B8Fe76Nd16,AM,1
B8Fe79Nd13,AM,1
B18.5Fe77Nd4.5,AM,1
B8Fe77Nd15,AM,1
B0Fe40Nd60,AM,1
B0Fe50Nd50,AM,1
B0Fe60Nd40,AM,1
B0Fe67Nd33,AM,1
B0Fe80Nd20,AM,1
B0Fe89Nd11,AM,1
B16Fe33.6Nd50.4,AM,1
B16Fe42Nd42,AM,1
B16Fe50.4Nd33.6,AM,1
B16Fe56.3Nd27.7,AM,1
B16Fe67.2Nd16.8,AM,1
B16Fe74.8Nd9.2,AM,1
B16Fe84Nd0,AM,1
B7.5Fe77.5Nd15,AM,1
B0Fe60Nd40,AM,1
B0Fe65Nd35,AM,1
B0Fe70Nd30,AM,1
B0Fe75Nd25,AM,1
B0Fe80Nd20,AM,1
B0Fe85Nd15,AM,1
B0Fe90Nd10,AM,1
B10Fe70Nd20,AM,1
B0Fe60Nd40,AM,1
B0Fe70Nd30,AM,1
B0Fe80Nd20,AM,1
B0Fe90Nd10,AM,1
B7.5Fe82.5Nd10,AM,1
B10Fe70Nd20,AM,1
B15Fe70Nd15,AM,1
B8Fe79Nd13,OT,0
B8Fe77Nd15,OT,0
B20Fe40Ni40,AM,1
B20Fe80Ni0,AM,1
B20Fe20Ni60,AM,1
B20Fe30Ni50,AM,1
B20Fe40Ni40,AM,1
B20Fe50Ni30,AM,1
B20Fe60Ni20,AM,1
B20Fe70Ni10,AM,1
B20Fe80Ni0,AM,1
B0Fe50Ni50,AM,1
B20Fe40Ni40,AM,1
B16Fe42Ni42,AM,1
B18Fe41Ni41,AM,1
B20Fe40Ni40,AM,1
B26Fe37Ni37,AM,1
B30Fe35Ni35,AM,1
B20Fe30Ni50,AM,1
B20Fe40Ni40,AM,1
B20Fe50Ni30,AM,1
B20Fe60Ni20,AM,1
B20Fe70Ni10,AM,1
B20Fe80Ni0,AM,1
B17Fe54Ni29,AM,1
B17Fe66.4Ni16.6,AM,1
B17Fe83Ni0,AM,1
B20Fe40Ni40,AM,1
B20Fe80Ni0,AM,1
B16Fe84Ni0,AM,1
B20Fe50Ni30,AM,1
B17Fe23Ni60,AM,1
B17Fe33Ni50,AM,1
B17Fe43Ni40,AM,1
B17Fe48Ni35,AM,1
B17Fe53Ni30,AM,1
B17Fe63Ni20,AM,1
B17Fe73Ni10,AM,1
B17Fe83Ni0,AM,1
B15Fe85Ni0,AM,1
B20Fe40Ni40,AM,1
B20Fe0Ni80,AM,1
B20Fe40Ni40,AM,1
B20Fe80Ni0,AM,1
B25Fe0Ni75,AM,1
B25Fe20Ni55,AM,1
B25Fe37.5Ni37.5,AM,1
B25Fe55Ni20,AM,1
B25Fe75Ni0,AM,1
B16Fe25Ni59,AM,1
B16Fe33.5Ni50.5,AM,1
B16Fe42Ni42,AM,1
B17Fe7Ni76,AM,1
B17Fe21Ni62,AM,1
B17Fe24Ni59,AM,1
B17Fe32.5Ni50.5,AM,1
B17Fe41Ni42,AM,1
B17Fe50Ni33,AM,1
B18Fe23Ni59,AM,1
B18Fe31.5Ni50.5,AM,1
B18Fe40Ni42,AM,1
B19Fe22Ni59,AM,1
B19Fe30.5Ni50.5,AM,1
B19Fe39Ni42,AM,1
B20Fe21Ni59,AM,1
B20Fe29.5Ni50.5,AM,1
B20Fe38Ni42,AM,1
B9Fe6Ni85,AM,1
B9Fe91Ni0,AM,1
B17Fe80.5Ni2.5,AM,1
B20Fe40Ni40,AM,1
B25Fe5Ni70,AM,1
B25Fe75Ni0,AM,1
B16Fe42Ni42,AM,1
B20Fe30Ni50,AM,1
B20Fe40Ni40,AM,1
B22Fe39Ni39,AM,1
B25Fe65Ni10,AM,1
B16Fe42Ni42,AM,1
B22Fe39Ni39,AM,1
B27Fe36.5Ni36.5,AM,1
B10Fe80Ni10,AM,1
B10Fe85Ni5,AM,1
B12Fe68Ni20,AM,1
B12Fe73Ni15,AM,1
B12Fe78Ni10,AM,1
B14Fe61Ni25,AM,1
B14Fe66Ni20,AM,1
B14Fe71Ni15,AM,1
B14Fe76Ni10,AM,1
B14Fe81Ni5,AM,1
B14Fe83Ni3,AM,1
B14Fe85Ni1,AM,1
B16Fe59Ni25,AM,1
B16Fe64Ni20,AM,1
B16Fe69Ni15,AM,1
B16Fe74Ni10,AM,1
B16Fe79Ni5,AM,1
B16Fe81Ni3,AM,1
B16Fe83Ni1,AM,1
B18Fe57Ni25,AM,1
B18Fe62Ni20,AM,1
B18Fe67Ni15,AM,1
B18Fe72Ni10,AM,1
B18Fe77Ni5,AM,1
B10Fe89Ni1,AC,0
B12Fe83Ni5,AC,0
B12Fe85Ni3,AC,0
B12Fe87Ni1,AC,0
B2Fe73Ni25,CR,0
B2Fe78Ni20,CR,0
B2Fe83Ni15,CR,0
B2Fe88Ni10,CR,0
B4Fe71Ni25,CR,0
B4Fe76Ni20,CR,0
B4Fe81Ni15,CR,0
B4Fe86Ni10,CR,0
B4Fe91Ni5,CR,0
B4Fe93Ni3,CR,0
B4Fe95Ni1,CR,0
B6Fe69Ni25,CR,0
B6Fe74Ni20,CR,0
B6Fe79Ni15,CR,0
B6Fe84Ni10,CR,0
B6Fe89Ni5,CR,0
B6Fe93Ni1,CR,0
B8Fe67Ni25,CR,0
B8Fe72Ni20,CR,0
B8Fe77Ni15,CR,0
B8Fe82Ni10,CR,0
B8Fe87Ni5,CR,0
B8Fe89Ni3,CR,0
B8Fe91Ni1,CR,0
B10Fe65Ni25,CR,0
B10Fe70Ni20,CR,0
B10Fe75Ni15,CR,0
B12Fe63Ni25,CR,0
B19Fe81Ni0,AM,1
B20Fe75Ni5,AM,1
B6Fe76Ni18,AM,1
B20Fe40Ni40,AM,1
B20Fe35Ni45,AM,1
B14Fe43Ni43,AM,1
B23Fe12.3Ni64.7,AM,1
B23Fe38.5Ni38.5,AM,1
B23Fe46.2Ni30.8,AM,1
B23Fe60.1Ni16.9,AM,1
B16Fe42Ni42,AM,1
B16.5Fe21Ni62.5,AM,1
B16.5Fe61.5Ni22,AM,1
B17.5Fe21Ni61.5,AM,1
B17.5Fe41.5Ni41,AM,1
B19Fe20.5Ni60.5,AM,1
B19Fe61Ni20,AM,1
B19.5Fe40.5Ni40,AM,1
B20.5Fe59.5Ni20,AM,1
B21.5Fe58.5Ni20,AM,1
B22Fe19.5Ni58.5,AM,1
B22Fe39Ni39,AM,1
B24Fe38Ni38,AM,1
B24Fe57Ni19,AM,1
B25Fe56Ni19,AM,1
B26Fe37Ni37,AM,1
B27Fe18.5Ni54.5,AM,1
B27Fe54.5Ni18.5,AM,1
B28.5Fe53.5Ni18,AM,1
B29Fe18Ni53,AM,1
B19Fe76Ni5,AM,1
B19Fe81Ni0,AM,1
B16.2Fe41.9Ni41.9,AM,1
B16.5Fe20.9Ni62.6,AM,1
B16.8Fe62.4Ni20.8,AM,1
B24.8Fe37.6Ni37.6,AM,1
B25.4Fe55.9Ni18.7,AM,1
B20Fe15Ni65,AM,1
B20Fe20Ni60,AM,1
B20Fe40Ni40,AM,1
B15Fe85Ni0,AM,1
B18Fe41Ni41,AM,1
B20Fe80Ni0,AM,1
B17Fe80Ni3,AM,1
B17Fe83Ni0,AM,1
B18Fe41Ni41,AM,1
B24Fe66Ni10,AM,1
B24.1Fe55.5Ni20.4,AM,1
B27.7Fe50.4Ni21.8,AM,1
B28Fe50Ni22,AM,1
B35Fe65Ni0,AM,1
B27.7Fe50.5Ni21.8,AM,1
B28Fe50Ni22,AM,1
B7Fe80P13,AM,1
B0Fe80P20,AM,1
B2.3Fe83P14.7,AM,1
B3Fe79P18,AM,1
B5Fe83P12,AM,1
B6Fe79P15,AM,1
B6Fe80P14,AM,1
B6Fe81P13,AM,1
B6Fe82P12,AM,1
B6Fe83P11,AM,1
B7Fe79P14,AM,1
B7Fe80P13,AM,1
B7Fe81P12,AM,1
B7Fe82P11,AM,1
B7Fe83P10,AM,1
B8Fe79P13,AM,1
B8Fe80P12,AM,1
B8Fe81P11,AM,1
B8Fe82P10,AM,1
B8Fe83P9,AM,1
B9Fe78P13,AM,1
B9Fe79P12,AM,1
B9Fe80P11,AM,1
B9Fe81P10,AM,1
B9Fe82P9,AM,1
B10Fe79P11,AM,1
B10Fe80P10,AM,1
B10Fe81P9,AM,1
B10Fe83P7,AM,1
B11Fe79P10,AM,1
B11Fe80P9,AM,1
B12Fe79P9,AM,1
B12Fe80P8,AM,1
B12Fe81P7,AM,1
B12Fe82P6,AM,1
B12Fe83P5,AM,1
B13Fe77P10,AM,1
B13Fe79P8,AM,1
B13Fe80P7,AM,1
B14Fe79P7,AM,1
B14Fe81P5,AM,1
B14Fe83P3,AM,1
B15Fe77P8,AM,1
B15Fe79P6,AM,1
B15Fe80P5,AM,1
B16Fe79P5,AM,1
B16Fe81P3,AM,1
B17Fe77P6,AM,1
B17Fe79P4,AM,1
B20Fe76P4,AM,1
B20Fe80P0,AM,1
B21Fe75P4,AM,1
B3Fe83P14,CR,0
B4Fe84P12,CR,0
B5Fe84P11,CR,0
B6Fe84P10,CR,0
B7Fe84P9,CR,0
B11Fe75P14,CR,0
B11Fe85P4,CR,0
B17Fe80P3,CR,0
B18Fe79P3,CR,0
B18Fe80P2,CR,0
B18Fe82P0,CR,0
B19Fe75P6,CR,0
B19Fe77P4,CR,0
B19Fe81P0,CR,0
B21Fe79P0,CR,0
B0Fe83P17,AM,1
B2Fe83P15,AM,1
B9Fe83P8,AM,1
B17Fe83P0,AM,1
B4Fe80P16,AM,1
B6Fe80P14,AM,1
B7Fe80P13,AM,1
B8Fe80P12,AM,1
B10Fe80P10,AM,1
B12Fe80P8,AM,1
B14Fe80P6,AM,1
B16Fe80P4,AM,1
B18Fe80P2,AM,1
B20Fe80P0,AM,1
B5Fe80P15,AM,1
B10Fe80P10,AM,1
B17Fe80P3,AM,1
B7Fe82P11,AM,1
B18Fe80Pd2,AM,1
B19Fe81Pd0,AM,1
B18Fe76Pt6,AM,1
B18Fe78Pt4,AM,1
B18Fe80Pt2,AM,1
B17Fe80Si3,AM,1
B20Fe80Si0,AM,1
B12Fe78Si10,AM,1
B9Fe77.5Si13.5,AM,1
B12Fe72Si16,AM,1
B12Fe75Si13,AM,1
B12Fe77Si11,AM,1
B12Fe80Si8,AM,1
B15Fe72.5Si12.5,AM,1
B15Fe75Si10,AM,1
B15Fe77.5Si7.5,AM,1
B15Fe81Si4,AM,1
B15Fe83Si2,AM,1
B16Fe82Si2,AM,1
B18Fe72Si10,AM,1
B18Fe78Si4,AM,1
B18Fe80Si2,AM,1
B18Fe82Si0,AM,1
B20Fe78Si2,AM,1
B21Fe70Si9,AM,1
B21Fe72Si7,AM,1
B21Fe75Si4,AM,1
B22Fe71Si7,AM,1
B24Fe69Si7,AM,1
B9Fe80Si11,AC,0
B12Fe84Si4,AC,0
B13Fe85Si2,AC,0
B24Fe73Si3,AC,0
B6Fe83Si11,CR,0
B9Fe83Si8,CR,0
B22Fe76Si2,CR,0
B24Fe74Si2,CR,0
B12Fe78Si10,AM,1
B5Fe80Si15,AM,1
B7.5Fe77.5Si15,AM,1
B7.5Fe80Si12.5,AM,1
B10Fe72.5Si17.5,AM,1
B10Fe75Si15,AM,1
B10Fe77.5Si12.5,AM,1
B10Fe80Si10,AM,1
B12.5Fe70Si17.5,AM,1
B12.5Fe72.5Si15,AM,1
B12.5Fe75Si12.5,AM,1
B12.5Fe77.5Si10,AM,1
B12.5Fe80Si7.5,AM,1
B12.5Fe82.5Si5,AM,1
B15Fe67.5Si17.5,AM,1
B15Fe70Si15,AM,1
B15Fe72.5Si12.5,AM,1
B15Fe75Si10,AM,1
