formula,gfa
Zr98Pt2,0
Zr98Rh2,0
Zr98Ti2,0
Zr99Al1,0
Zr99Be1,0
Zr99Co1,0
Zr99Cu1,0
Zr99Fe1,0
Zr99Ge1,0
Zr99Ni1,0
Zr99Pd1,0
Zr99Pt1,0
Zr99Rh1,0
Zr99Ti1,0
