composition,Eg (eV)
Yb11Ni60C6,0
NaAsO3,0
"Li3Cu4NiO8,12",0
TbSnAu,0
USbSe,0
"LiMnSiO4,63",0
RbTiBr3,0
Ti3Fe3O,0
Te2Pd3Pb2,0
"Li4Fe3NiO8,166",0
Hf2MnIr,0
ZrW2,0
Ti3Cu3O,0
La2Sn5Rh3,0
Mn2GaW,0
CaZn5,0
"Ag2P2PbO7,2",0
RbHg3,0
Li23Mn20As20,0
UFe5Si3,0
Hf5Sn4,0
"Li3Ni2(GeO4)3,230",0
Fe6O7F5,0
HoB2Rh3,0
"LiSn(PO3)4,15",0
Ti4O5,0
Ni2Mo4N,0
PrIn,0
YNi4B,0
"LiZn(Fe5O8)2,160",0
Nb5Ge3,0
"Ba2ReNiO6,225",0
SmTh3,0
CrIrO4,0
CuPd,0
YMg4Cu,0
Ho3Ge5,0
HfFe2,0
LuAl2Pd5,0
Na19Zr11S30,0
Li2CuF6,0
Sm4MgRh,0
Zn8Ag5,0
Cu3Bi4I16,0
TbInAg2,0
W3O7F,0
YbAl3,0
Lu2CdAg,0
HoAlAu2,0
LaP3,0
LaScSi,0
U2Re2C3,0
"Na5Fe6(SiO3)12,5",0
HgIrO3,0
TbNiGe2,0
"V2Sb(PO4)3,167",0
ErPbAu,0
Hf2Hg,0
Ca3BiSb,0
CsWCl6,0
TiGaIr2,0
HoB4,0
LiTm2Ru,0
Ti2CoGe,0
Tm3GaC,0
Nd4O3F7,0
LiCa2Ga,0
LaFe4As12,0
Ho3AlC,0
CaB2C2,0
YSi2Pt2,0
"Sc2FeB2Ir5,127",0
U3Bi4,0
EuSnO3,0
EuMn2Ge2,0
EuNi12B6,0
NdErTl2,0
MnCu3,0
LiAlGe,0
ZrHCl,0
SrAg,0
YbAl2Ga2,0
Nb2Sb,0
"Ba2LaIrO6,12",0
MgScAg2,0
Fe10O9F11,0
YbAl2Ge2,0
TmSb,0
"TiV4CuO12,5",0
RbTmO3,0
Ce8U2O21,0
Dy2ZnIn,0
"Li2Fe3NiO8,212",0
ZnCrO2,0
"Li2Ti3FeO8,160",0
Sc3BPb,0
TaCoSn2,0
TiTc2Sb,0
Li3V12O29,0
Nd2CdIn,0
Na8PO3,0
BeFe2Si,0
"CuP2(HO3)2,14",0
U2Ti,0
DyAgHg2,0
Al4Cu2O7,0
CeSI,0
"BaMn4ZnO8,162",0
Ce2Fe17,0
HoTiO3,0
Zr3Al4C6,0
Li7Ni11O22,0
Cr2HgSe4,0
Ho5Si4,0
CeCo4B4,0
Li2LaTl,0
TbNiO3,0
Ga3Pt2,0
"Mn3V2(SiO4)3,230",0
"LaMg(FeO3)2,31",0
YbGeRh,0
CaCu5,0
SmC10,0
ThSi2Ru3,0
Zr3Hg,0
Ga9Rh2,0
CaInAu,0
Nb3IrSe8,0
UCoSi,0
DyBiPd,0
LaIn4Au2,0
LiAl3,0
EuZn2Ge2,0
"VAg(PSe3)2,5",0
"Y2Fe2Si2C,12",0
La3ZrSb5,0
Sr2GeN2,0
VFeRu2,0
U4N7,0
Al6Fe,0
"Cs2SeClF6,225",0
Hf5Si4,0
MnCo4O8,0
LiMg2Ag,0
"Ba3Nb2CoO9,164",0
Na2LiTa,0
CaNi5,0
Yb23Mg4Cu7,0
CdAg,0
PrGeAu,0
KNb2O5,0
LaHg,0
V3Si,0
ScAlNi2,0
Sm3Zr,0
ZnWO2,0
Zr2HBr2,0
InPt3C,0
"BaLa2CoS5,140",0
SrZnSb2,0
Ta6Ni16Ge7,0
Ca5Au2,0
"Rb2NaVF6,225",0
Hf54Os17,0
"Rb4Si2CuO7,2",0
HoCd,0
Cd2PbO4,0
SrSbAu,0
Na3Re,0
"Mg4Sc3(SiO3)8,3",0
"Li5Co2O2F5,139",0
SmHgPd,0
"NaFe2(SiO3)4,5",0
BeCu,0
PrSm3,0
YbZnAu2,0
InSiTe3,0
HgPt3,0
Yb2InPd2,0
Li11Mn13O32,0
YScO2,0
Sb2XeF14,0
"LiNiP2O7,15",0
AlSn,0
Li3C,0
VP,0
ZrSe,0
RbPdF3,0
DyInCu2,0
Zr5Sb3,0
La2PdO4,0
ZrInRh2,0
TiAl,0
"Li2CrCo3O8,5",0
Er2Mg3Ru,0
YbTlS2,0
"Li2Fe3SnO8,4",0
NdFeSi2,0
NiGePt2,0
Dy2MgTl,0
"YbCaInSe4,62",0
PrCo2Ge2,0
Sm2IO2,0
NdMg2Ni9,0
TbCu5,0
YAgO3,0
Be2HgTe,0
AlIr,0
CsInI3,0
Tl3Cr,0
ZrSi2,0
Zn2Ni9O13,0
CoP4O12,0
Pr5In11Ni6,0
"Li8Ti16CuS32,1",0
NdMg2,0
La3Ge3Br2,0
"Sr2Li2Nb3O10,42",0
"Li2Si4Ni5O14,2",0
HoCo3,0
YbPr11Se16,0
Sm3OsO7,0
Al4Cu9,0
LiGaAu2,0
Zn2BIr2,0
TmCu4Ag,0
BaSi,0
Mg2CrN2,0
CeTlZn,0
Eu2CaO3,0
TmMg2Sc,0
CuN2O6,0
Sm5Br11,0
Hf3P,0
Ti2C,0
NaHg,0
AgGeO3,0
UFeSi,0
ErAl20Cr2,0
"Ba6In2NF,225",0
U4S3,0
Tl3Ir,0
Ce4Bi3,0
NiI,0
Pm3I,0
Pm2IrRh,0
TmCoSi2,0
SbPd3,0
Yb2Ce8O19,0
Li6Ni5O10,0
Ho3Ni19B10,0
BePd2,0
Ni2Ge,0
Mn5O7,0
YCo2,0
Li7Ti5O12,0
"RbCuPdF5,62",0
BaTl3,0
SmSnRh2,0
"EuCuSeO,129",0
NdSbPd,0
"YbH2ClO2,11",0
U4Re7Si6,0
MgTi4S8,0
TaGaPt,0
SmCuO3,0
CoPbO3,0
Li2Cu2S3,0
Pd16S7,0
HoSi,0
TaPt3,0
Si4Cu5O14,0
CdPd,0
Tm2ZnOs,0
SmCdHg2,0
CaZn3Ni2,0
Pm2LiSi,0
TiZn3,0
Eu2ReO5,0
PmDy3,0
HfGaCo2,0
BaNb4O6,0
DyGe,0
DyRh,0
Ti2BRh6,0
Ba8Ta7O24,0
RbF3,0
TmAlCu,0
FeRhO3,0
NbGaCo2,0
CaHg2,0
PmCd3,0
Ti2CoS4,0
Mg3Ge,0
"K3LiNb6O15,7",0
"Ba2FeReO6,225",0
UAl8Fe4,0
LiCu3F7,0
Bi2Pt,0
"LiV2NiO6,15",0
Si2Ru,0
Fe3B,0
"SnSb3(PO4)4,6",0
CsMnSb,0
VZnRu2,0
Cu6PbO8,0
La3AlN,0
Pr3I,0
LiMo3O8,0
Dy3Cu4Ge4,0
Sr5Bi3,0
AlNi2,0
MgV4O6,0
DyS2,0
YbLi2Pb,0
Pr2InPd2,0
TbGa,0
EuTl,0
ZrRe2,0
CsNb6I11,0
HoInAu2,0
"Li2MnCo3O8,186",0
Li3Dy,0
K4C2O3,0
NdSnRh,0
HoCd3,0
TiOs3,0
Nb3Fe20B6,0
YbPO4,0
"Y3Al3NiGe2,189",0
Nb2Co3O9,0
HfTl3,0
HfNi5,0
"SrLa3MnO8,63",0
CaGa3Ni2,0
NdTe,0
Eu2CuO4,0
"Nb3V(PO4)6,146",0
YbLa5S8,0
TiPd,0
ScZn3,0
HoSb2O6,0
CsCaO3,0
"Li13Nb14ZnO42,1",0
LuPt3,0
PrIr2,0
V3Pt,0
SrB2,0
Tl8Os8O27,0
Bi12Rh12O41,0
Sm3Sb14Te24,0
PrTmTl2,0
"Li3V4FeO12,5",0
Na11Bi5O16,0
Ca2PbAu2,0
Hf3Si4Cu4,0
"Cu2HgGeSe4,121",0
Na2In,0
KHg2,0
Sm3AlN,0
LuMnSi,0
CaMn2As2,0
AlAs,0
"AlFe4(CuO4)3,204",0
"SmNi2B2C,139",0
"La2Nb2N2O5,1",0
SmSi3Pt5,0
Pr2Au,0
UAlNi4,0
"Ba2ScIrO6,225",0
MgTl,0
Na6CoSe4,0
Yb6U3O17,0
Mn2Hg5,0
"Mg2CuWO6,1",0
TmFe2Si2,0
ScSnPd,0
TaAlPt,0
"Ba2UCuO6,139",0
Co2B4Mo,0
Li2MgIn,0
YCdPd2,0
UMn2Si2,0
Ge2Os,0
DyCoSi2,0
Na6FeS4,0
NbSi2,0
Te2Pd3,0
BaFe2S4,0
ScSbRh2,0
"Ti2Sb(PO4)3,167",0
Rb5W8O30,0
TmPd,0
Hf2ReRh,0
TbBe13,0
"LiCo(CO3)2,148",0
Zr2Co12P7,0
Li2Fe5O10,0
Ta2OsW,0
EuNi2As2,0
LuHfRu2,0
Sn3Pd,0
Ca6Ag16N,0
HfVSi,0
TmCu2Ge2,0
Na3Tl,0
"Te2Mo2WSe4,156",0
Ru3Cl,0
Nb5OF14,0
"LiBi2(PO4)3,15",0
ReF6,0
CaHfZn,0
SrMgIn3,0
"K2B10H9O,14",0
SiSb3,0
Sc8Te3,0
Fe12As5,0
"Ba2FeMoO6,225",0
"LiMnCuO4,74",0
La3NiBr3,0
"InFe2CuSe4,121",0
"Li3CrCo3O8,166",0
Ag3Pd,0
Al3Tc,0
"Li3Co(NiO2)4,12",0
NdIn3,0
CrCoPt2,0
Sm2RuAu,0
SrSb12Ru4,0
La2PC,0
Tm2Ru2O7,0
YbFe4Ge2,0
Sc6NiTe2,0
ZnSn3,0
"Li2Nb2(PO4)3,15",0
"YB2Rh2C,139",0
"Ba3NaIr2O9,194",0
Ce2Sb,0
BaTi4O8,0
AlPd5I2,0
SmMn2Ge2,0
PrCd,0
"Ce3MnAlS7,173",0
Zr5Sn4,0
Li7Ti7O16,0
GaFe3,0
Na15Sn4,0
ErAgSn,0
Dy5Pb3,0
Ba3Li4Sn8,0
Li6FeO6,0
NiP4O12,0
Sm2P3Pt6,0
CaZn2,0
Nd4Ge3Rh4,0
ErZn12,0
PtN,0
Ag3AsO4,0
Ca3In,0
LaCu6,0
PrFe2Si2,0
"Li3Ti3(PO4)4,4",0
Hf2Ge,0
Ti2ReRu,0
Ca3BiAs,0
Yb3V,0
Cu8O,0
Sc3GaC,0
PrGe3,0
Hf2Co4P3,0
Tb3Si,0
"VNi5(PO4)6,146",0
TbGe2Pd2,0
EuFe2Si2,0
TbTl,0
GdCd2,0
Ca3Al2Ge3,0
Al5Rh2,0
MgFe2S4,0
SmLuTl2,0
Ag7S2I2,0
TiI,0
Mo5O14,0
LiCd2Rh,0
Lu5Si3B,0
"Cs2NaMnF6,166",0
KFe2As2,0
EuAl2Au2,0
HfZnNi2,0
InSiIr,0
Ta4FeTe4,0
CsMg149,0
La3Os2O10,0
Mg2MnN2,0
HoSi2Os2,0
"Li2Fe2(PO4)3,15",0
SrCe2S4,0
BaAu2,0
ErNi4Au,0
PrMn2Si2,0
ZrFe4Si2,0
P2O5,0
Hg3C,0
NdCr2Si2,0
Ca2GeN2,0
NaSn2,0
"TiCr3(PO4)6,146",0
Nd2Ru2O7,0
W2N,0
YbTbHg2,0
BMo,0
CsAgCl3,0
W2C,0
"Cs2NaCoF6,166",0
DyAl8Cu4,0
DyInPt2,0
LaSi2Os2,0
TmSnRh,0
TmB2C,0
"Li2MnCu3O8,212",0
Ho3Pd2,0
La10Si8O3,0
Ce2Co5B2,0
Ca2Mn9O13,0
YbKSe2,0
BaTi14O28,0
Nb40N21O16,0
YbAgO2,0
TmGe2Ru2,0
"Ca3Cu2(ClO2)2,139",0
GeRh,0
TbGa2Co3,0
"LiCuPO4,63",0
Ni3Pt,0
Cu3Pd,0
Dy2Ni12P7,0
TmGe,0
AgAu3,0
CdAsPd5,0
GdSbPd,0
SrTl2,0
"Zr6Al2CoH10,190",0
NdAgAs2,0
Er2Fe14B,0
Ti2CuS4,0
Na8Hg3,0
"Te2Mo(WS2)3,156",0
Tm5Ge10Rh4,0
Mn2CoAs,0
ErNiSn,0
HfSi,0
Ce3Al12Ru4,0
Yb2ZnPb,0
Mg3Bi2,0
YCdHg2,0
USi3,0
NdGe2Pt2,0
Mn3NiN,0
NbPt2,0
TbAl3C3,0
LaPt5,0
AlCoO3,0
NaIrPb,0
"ZnCu3P3O13,11",0
Tb5Tl3,0
PrCo2As2,0
CsIr,0
Mg3Ni20B6,0
Ce2CrN3,0
LuGe2,0
SrIn4Ir,0
ThU8O18,0
Rh7Pb3O15,0
RbAgF3,0
TaPd3,0
AlVCo2,0
ScGa6Fe6,0
Sm4In21Pd10,0
CaMnSn,0
CeRh,0
GeAs3,0
HoTiSi,0
AgPdO2,0
EuP2Os2,0
Li2NdSb2,0
"Cu2H3ClO3,166",0
ThGe2Pd2,0
Nb3B2,0
YAl2Si2,0
V2ZnO4,0
YAl10Fe2,0
CaMgSn,0
TaRh3,0
Lu2Mo2C3,0
Dy2Ti3Si4,0
HoC2,0
CeAl2Pd5,0
BeSiRu2,0
NdInCu,0
CaGaGe,0
NdSn2,0
MnAlAu2,0
K3Hg,0
TbSb2,0
Re3As7,0
ScCdAg2,0
TePd,0
MgInPd2,0
ZrRu3C,0
YAlPd,0
Mg10B16Ir19,0
Hf7P4,0
SbRh3,0
Ba4Nb14O23,0
PdPb2,0
MnBe2Co,0
Li5Bi4O12,0
"NdAl4Ge2Au,166",0
LuGaRh2,0
LiEr2Ga,0
SmCo2,0
IrPb,0
Ho2Co17,0
Sc2TlTc,0
TbH2,0
Er5Bi3,0
ScCrO4,0
Dy3MnB7,0
"Li3Ni3(PO4)4,4",0
Re2PbO6,0
Gd6Ta4Al43,0
Tb3FeB7,0
Ce3Al,0
CaCdPd2,0
VB2,0
CeIr5,0
EuAs2Pd2,0
Sc2GaAg,0
"Zn3Cu10(TeO6)6,1",0
Nd2Ge5Rh3,0
PmMgCd2,0
UPt3,0
Zr6Sb2Pt,0
YCr2Si2,0
Y3Si3Pd2,0
CeCu2Sb2,0
Sm2Cu4Sn5,0
Ti3SnC2,0
CuPtO2,0
B4W,0
ZrAu4,0
EuLi2Sn,0
MnTePd,0
LiLu2Pd,0
CaB2Ir2,0
Y3Tm,0
ErSi2Pd2,0
CeSi2Ni2,0
LaSi,0
Dy6FeTe2,0
In3Au10,0
Ho2Ge5Rh3,0
TmSiCu,0
"Sr2GaCo2O7,46",0
YBi,0
CeAl2Zn2,0
CeMgZn2,0
"Li4Cr3NiO8,2",0
BeSiOs2,0
BiO,0
GdO2,0
Ce2Sb3Pd9,0
ErB2Ru3,0
YTiO3,0
TmCdAg2,0
"Ce4FeSe6O,186",0
ThHg2,0
TbGa3,0
V3Cu,0
NaCuO,0
SnRh,0
Er3SnC,0
NbCrW,0
TmSi2Os2,0
NbRu2Cl,0
CaIn4Ir,0
HfPt,0
BTe2As,0
MnFeAs,0
TbMn6Ge6,0
"SrLaMn2O6,121",0
"Ce6B2(CBr)3,10",0
Be2W,0
YIn2Ni,0
RbGe3,0
Tm2IrPd,0
RbWO3,0
PmSbRh2,0
"LuNiBC,129",0
RuCl3,0
Ti2RuOs,0
Li4Fe9O18,0
SrPb3,0
"Li2U(MoO5)2,2",0
LiSiRh2,0
GdSi2Ru2,0
ZrSbRu,0
DyZnGa,0
SmCo3B2,0
Tb2C3,0
CaPrZn2,0
Pr6Fe13Si,0
Hg3Sb,0
TeMoSe,0
HoB2C2,0
LaP2Ru2,0
Nb17Ir3S40,0
CaOsO3,0
TlNi,0
GaSiRu2,0
LuIr2,0
UAu2,0
Ti2B,0
V2RuOs,0
Nd3Zr,0
Hf2Si,0
Li14Ti21O48,0
Li4WO5,0
ThAl10Fe2,0
TbInIr,0
DySiIr,0
ReCl4,0
Ce3SiPt5,0
NiAgO2,0
CaTi4S8,0
PrErMg2,0
SrCo2P2,0
K11Mn4O16,0
MgCuSb,0
Li3FeS3,0
"Ba3ErRu2O9,194",0
"Cu4W(SCl)4,139",0
Lu2MgHg,0
"Sr2CoReO6,14",0
HfOs2,0
CrMo2S4,0
"LiCo7O7F,156",0
SmMgHg2,0
ErCuPb,0
Y2Ge2O7,0
Sc2P3O12,0
"BaDy2CuO5,62",0
Li2Sn5,0
"Li5Mn2Cu5O12,5",0
GaAs2W,0
"Fe4Si2Sn7O16,164",0
Lu3Ga,0
Zr2Te,0
TiFe2As,0
V2O3F3,0
V2NO,0
"Ba2YReO6,225",0
Ce5Si3N9,0
"Fe2Cu(PO4)3,167",0
BeTcSe,0
V2Si2O7,0
"Ca2NiIrO6,14",0
Ti2AlV,0
CeAlSi2,0
Re2RuBr,0
CaGe2,0
Ta6Be15Cu8,0
Tb5Ti5O17,0
Tm2TcCu,0
MgSnRh2,0
Zr2Co21B6,0
SmNiC2,0
V8O,0
WCl3,0
Sm2Mo2O7,0
"Li2MnCo3O8,5",0
DyAg,0
Ti9O10,0
Li2MgSn,0
LiHoO3,0
LiCa2In,0
"Li4Cu(PO4)2,1",0
Mn2CoGe,0
TbCo2Ge2,0
ThSi,0
CoCu2Sn,0
"Tb3Rb2AlF16,194",0
CeMgAg2,0
NaCdSb,0
Li3Cu2O4,0
TmMn6Ge6,0
YbB2Rh3,0
"Rb2NaNiF6,225",0
"NdCu3(RuO3)4,204",0
Dy2AlCo2,0
Cr4As3,0
AsAu3,0
Lu3InN,0
BaAl2,0
ErCu,0
Fe3N,0
"Sr3Li4La5O12,6",0
EuSnAu2,0
VSb,0
"LiMgSnPd,216",0
Fe2S,0
Ho3P,0
PmMgAu2,0
SbPt3,0
NaTa3,0
Cd2AgRh,0
Pr2CdSn,0
"Li3Mn2(CoO4)2,1",0
CeHg,0
LaCd2,0
SmTmZn2,0
ThAl3,0
SnP3O9,0
HfV2H4,0
Cr4Cu3Te8,0
"Li6Fe3Co7O20,10",0
ZrTiF6,0
"Ba7Ru4Br2O15,166",0
HfCo3B2,0
EuRbO2,0
CeAsPd,0
ScSbRu2,0
"Sr2YReO6,225",0
"EuCuSeF,129",0
Al21Pt8,0
"YbBa2(CuO2)4,65",0
EuKS2,0
Ba5In4Bi5,0
Cu7Hg6,0
CsSn3,0
Ta2N,0
LiHg2Pd,0
PmHgAu2,0
Mn5O3F5,0
Zr4AlNi2,0
TaW3,0
SmHg3,0
Sr8Al7,0
Hf5Pb,0
CeB2C2,0
SrTlHg2,0
Ti3Pt5,0
Cd13I28,0
Mn2AlO4,0
CaAl8Co2,0
UVC2,0
ScV2Ga4,0
Ho2Pd2Pb,0
AuBrO2,0
Pr2HgPb,0
ZrGe2,0
Sr7Bi23O40,0
YbAl2Si2,0
Tm2ZnAg,0
SrGa2Au2,0
ThRh2,0
Sr3Al2Sn2,0
CdAuO2,0
"Li3Mn(NiO3)2,12",0
VIr,0
Cr3N2,0
TbHg2,0
MgMnO3,0
Y4AsSe3,0
"Li2TiMn3O8,166",0
LiTi11O20,0
"Li2CrCuO4,74",0
UGaNi,0
Sm4Al23Ni6,0
TmScHg2,0
"Li2Ni5(PO4)4,2",0
Tb3La,0
Sr3Sb2,0
KMo6S7,0
Th3B2C3,0
TaBe2,0
Ti2Be17,0
Tm2AlOs,0
HfB4Ir3,0
Dy3InC,0
BaTi4O7,0
"LiCo(CO3)2,12",0
La2Ge5Ir3,0
V6AgO15,0
"Li3Fe2SbO6,12",0
Pr2Co12P7,0
Hf4Co4Si7,0
Cr2CuTe4,0
PrCo4B,0
SmSi2Ag2,0
YbLiF4,0
UCu2P2,0
ScBIr3,0
Ho3GaC,0
Mn2Tl2O7,0
YbTlSe2,0
Rb28Mg9In51,0
"Sr2MgIrO6,225",0
ScPPt,0
Mg23Al30,0
AlCu3,0
Y2CuO4,0
Sc3Mn2Ga6,0
HoNi2B2,0
MgSn4O8,0
YMgCu4,0
Bi2B3O9,0
SrMnGe,0
SmErMg2,0
"Li3Mn3NiO8,12",0
In2Co,0
LiBePt2,0
PrAgAs2,0
La2Fe2I,0
Lu3BC3,0
"Cu9Se4(Cl3O7)2,12",0
TiSe,0
Nd5Ge3,0
Pt3PbC,0
"Ba2SmCu3O7,47",0
"Li3Cr3(CuO6)2,14",0
Nb3Os,0
RePO5,0
ScGa2,0
LuScZn2,0
Nd4Mg3Co2,0
CeHSe,0
U2Co21B6,0
U2MnN3,0
NdRh,0
"Li6Fe9CoO20,6",0
HfTiF6,0
YWO3,0
Sc11Al2Ge8,0
CsGa7,0
TiAuCl,0
Li13Ti22O48,0
ThFe2Ge2,0
Sr8Co8O23,0
"Sr3Co2S2O5,139",0
YAs,0
Tm2ZnHg,0
Dy2C,0
HfB,0
DyZrRu2,0
Pt3Pb,0
Mg2Ga,0
ZnAgF5,0
LiCoS2,0
Ca11Bi10,0
Ce9SmO20,0
Y2ReB6,0
Ca4Al3O10,0
"Li3V4NiO12,5",0
Zr7P4,0
LaPd3S4,0
LiTi3O6,0
YSn3,0
MnNi,0
Th2Fe7,0
Mn3O2F6,0
Tl3Pb,0
ErBPd3,0
Nd2Fe14B,0
DyMn2,0
Mn7O7F,0
Y4CuTe8,0
AsSeBr,0
SrIn4Pt,0
Mg2Cu,0
NdP2Ru2,0
Y2Mo2O7,0
"Li9Fe3(WO4)7,160",0
LiHfPd2,0
EuNaO2,0
YTmCu2,0
BeAlB,0
HgRhO3,0
CoW2O8,0
In3Pd5,0
Ca3SbN,0
EuCo8P5,0
NaCd2Au,0
RbSbO3,0
CaSi2Pd2,0
CsMo3O9,0
Hf3Zn3N,0
ErNi4B,0
PrMgAg2,0
CeSiIr,0
Ce3In3Ru2,0
"CsUCuS3,63",0
Hf5Sb9,0
CeNbO4,0
TmNi2Ge2,0
LiAl2Rh,0
LiCaO3,0
Ni4Bi9O18,0
"Mg2TiIrO6,14",0
Al2CrS4,0
"Ba2CaReO6,87",0
TbZn2,0
PrMgGa,0
TbZrSb,0
TmTl,0
"RbUAgS3,63",0
SrIn8Rh2,0
"Li8TiNi7O16,1",0
DySnRu2,0
CaPd3C,0
Ti2ReRh,0
EuCd11,0
"Li3Fe(CoO2)4,2",0
LiCa2Ge3,0
Pr7Mn8O24,0
Zr5Sn3,0
Li8BiS6,0
Tb3ReO7,0
Zr4Co4Ge7,0
ZrCrSi2,0
MnSnRu2,0
SiAu3,0
"Ba2DyCu3O7,47",0
ScIr,0
SrRu2O6,0
"ThMn4(CuO4)3,204",0
HoSi2Ru2,0
"Li5Co2Ni3O10,10",0
PrGe5,0
"Na3Mn2(GeO4)3,230",0
Cu2Sb,0
SmSi2Ni2,0
TlW3O9,0
NbHg3F6,0
Cs2CrCl4,0
YbPmPt2,0
Na2Cl,0
Li2DyIn,0
Hf2OsPd,0
"Mn2Cu(PO4)3,167",0
EuAgSb,0
LiInSn,0
Mg2SiPt,0
TmSnRu2,0
BaSn4O8,0
CoN,0
Hf5Sb3,0
Er4NiB13,0
NdBi,0
U3Nb,0
SmCo2Si2,0
UCo4Sn,0
ZnGaRh2,0
Li17Nb20O60,0
Mg2TcO4,0
PrSmO2,0
Sc2MnC,0
BaPd2O4,0
Mg3Ga7Co2,0
Ba5Sb3,0
CrNi3,0
Lu7Te2Pd2,0
ZnCu2O4,0
LaH2,0
"Te2W2SeS,156",0
Ce3AlC,0
Nd2BC,0
"Li6Mn5CoO12,2",0
MnGaPt,0
"Ba14Na8CaN6,176",0
ErAlGe,0
Na11Ti20O40,0
MgAgAs,0
Tb6PbSe10,0
CeLu3,0
Ta2Nb3O12,0
GdPbAu,0
KHg,0
Sc5NCl8,0
TbBRh3,0
Lu5Si10Ir4,0
EuCd2Sb2,0
NdMgNi4,0
V3CuO8,0
InMo3Se3,0
CaInPt,0
Cr2HO4,0
"Li5La3Nb14O42,12",0
HoCu2O4,0
FeCoAs,0
HfAs2,0
LiHf2Ir,0
Yb16S29,0
Nb3VS6,0
CaAl2Zn2,0
NdErZn2,0
Gd2Zn17,0
HoInPt,0
TiCoGe,0
"CeCoGeH,129",0
YMgAl,0
LiTmSn,0
Ti2RePd,0
Na8NbO6,0
Si2NiP3,0
"LiNi2(PO4)3,15",0
Sc3PbC,0
CeCd2Ag,0
Hf2Tl,0
Na10Ga6Sn3,0
YCoO3,0
Ta3B4,0
LiTm2Rh,0
CeGaO3,0
PmMgRh2,0
YCdPt2,0
LaIn5Ir,0
Sr2Co2O5,0
"KTa3CuO9,53",0
SrRhF6,0
Al2Cr2O7,0
EuGe3Pt,0
NdO2,0
CrIrO6,0
YRe4Si2,0
Pr3Cd,0
NdPt,0
TmLuPd2,0
Ti2NiSe4,0
LaReB,0
Cr3P,0
Pd3Pb2S2,0
Mn3PtN,0
Cs3V2Cl9,0
Ce3Pd5,0
TmThRu2,0
NdAl8Co2,0
Li7Ti16O32,0
YbSiCu,0
Tb2SbO2,0
"Li2Co4O7F,8",0
LiHoAu2,0
BeGaO3,0
NiCO4,0
Dy4Sb3,0
NaFe2O3,0
Lu2AgAu,0
Co2O3,0
HfAsRh,0
Zr5Al3,0
"Li4Mn5NbO12,12",0
Si4Cu15,0
Sm2TlHg,0
PrBi2O6,0
NdTlAg2,0
Zr6Al2Ni,0
"Lu2Fe2Si2C,12",0
Ca2TlCd,0
VCo,0
"CsVP2S7,5",0
Li2InAg,0
"Rb2SCl6F,225",0
LiNi4O8,0
CeP2Pt4,0
YbCdHg2,0
MnGeRh2,0
HgOsPb2,0
CeSi2Pd2,0
Sc2CuRu,0
"Sr5Cd2Sb5F,63",0
"Li4Fe7(OF7)2,1",0
SmB2Os2,0
Cr2P3O11,0
Ho4C7,0
"Ce2Cu(NO)2,139",0
La20Cu9O40,0
"KUCuSe3,63",0
BaIn2Ir,0
PmLi2Al,0
Gd3Al7Ag2,0
"Li3Cr(NiO2)4,12",0
InAu3,0
Yb3Sn13Rh4,0
CoGe,0
ErRe2O8,0
Gd2Zn6Ge3,0
ErLu3,0
SrSnP,0
CsRbP,0
Tb3Ni13B2,0
Ta2MoOs,0
"Rb2Na2IrO4,14",0
SrIn2Rh,0
CeAlO3,0
SnPt3C,0
NdNiC2,0
YNi2P2,0
PmLi2Ge,0
Zr2Ni12P7,0
ErCr2Si2,0
La4Co3O10,0
"Sr3ScNiO6,167",0
Ni3SnN,0
ScZnPt2,0
Li3Mn4O8,0
EuClO,0
Mn2VSi,0
Eu2TeO2,0
Sb4Pb4S11,0
In3Sb,0
"LiCu5P3O13,2",0
Y3Fe29,0
VIr3,0
MgSi7Ir3,0
CeAsSe,0
"Li4Mn5Nb3O16,1",0
Cr2NiS4,0
Ca5Sb3,0
GaTc2W,0
Cr2CuS4,0
Nd3In,0
"LiMn(PO4)2,14",0
CeSi2Ni,0
VPt2,0
LaCdAg2,0
EuScO3,0
GdNiO3,0
Cu18S11,0
"Li4MgNi3O8,166",0
SmAs2Au,0
YFe2Si2,0
"Ba3YIr2O9,194",0
YbCuGe,0
YbDyPd2,0
"DyB2Rh2C,139",0
Zr3Si6Cu4,0
"MnSb3(PO4)6,146",0
Ca2ZnRh,0
Gd3Co11B4,0
SmAlCu,0
ErSnAu,0
"Li5Fe6(BO3)6,8",0
"Li4Fe2Cu3O10,2",0
BRh2,0
ScBPd3,0
CrFeP,0
ScAg,0
Hf5Sn3,0
MgCr,0
SmCu2O4,0
Sr5Sn3,0
Rb3Cu8S6,0
Ca3PbN,0
AlCu7O12,0
Co3Se4,0
CeMgNi4,0
NaC,0
LiErAu2,0
Sc3C4,0
TiFe2,0
Ce2ZnNi2,0
"Li6FeNi9O20,2",0
"Li2Ti3FeO8,166",0
MnNiP,0
NbSiIr,0
NdGa2Ni,0
TbMn5Ge3,0
CsGdO3,0
"Ce3B2(ClO2)3,176",0
ThFe2Si2,0
"KLi(WO3)3,9",0
ZrInCu2,0
GdZn,0
Zn3Cd,0
Dy3Ga,0
MgCo2S4,0
CeSiOs,0
"Li3Co3SbO8,2",0
Na9W16O48,0
Co7Mo6,0
TcB,0
Mg3Ni20P6,0
Li2GaPd,0
H2Se,0
"Li4V5Cu3O16,8",0
CeMn2Ge2,0
EuZn2Si2,0
Sc7CI12,0
NdTiGe,0
V3H4O8,0
SmNi2Sn2,0
MgMnRh2,0
Ca2Co9O13,0
