Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom]
AlAgO3,Al,Ag,FALSE,3,3,0.54,0.75,orthorhombic,-1.543,0.203,-,11.015,0.000,4.913,5.222,8.588,90.0,90.0,90.0,-5.981
Al2O3,Al,Al,FALSE,3,3,0.54,0.54,cubic,-2.079,1.186,-,9.258,0.000,3.591,3.591,3.591,90.0,90.0,90.0,-0.978
AlAsO3,Al,As,FALSE,3,3,0.54,0.58,cubic,-0.946,1.409,-,11.095,0.000,3.814,3.814,3.814,90.0,90.0,90.0,1.180
AlAuO3,Al,Au,FALSE,element not in BV,element not in BV,0.54,0.93,cubic,-0.085,1.688,-,13.042,0.000,4.025,4.025,4.025,90.0,90.0,90.0,-0.897
AlBO3,Al,B,FALSE,3,3,0.54,0.27,cubic,-1.370,1.613,-,7.079,0.000,3.283,3.283,3.283,90.0,90.0,90.0,0.694
AlBaO3,Al,Ba,FALSE,not balanced,not balanced,0.54,1.35,orthorhombic,-2.722,0.217,-,15.338,0.369,5.405,6.293,9.019,90.0,90.0,90.0,-9.710
AlBeO3,Al,Be,FALSE,not balanced,not balanced,0.54,0.45,cubic,-1.499,1.332,-,7.620,0.000,3.365,3.365,3.365,90.0,90.0,90.0,-4.029
AlBiO3,Al,Bi,FALSE,not balanced,not balanced,0.54,0.90,orthorhombic,-2.132,0.257,-,13.078,1.156,5.494,5.499,8.657,90.0,90.0,90.0,-4.525
AlCaO3,Al,Ca,FALSE,not balanced,not balanced,0.54,1.00,orthorhombic,-2.797,0.165,-,12.156,0.000,5.180,5.611,8.364,90.0,90.0,90.0,-9.223
AlCdO3,Al,Cd,FALSE,not balanced,not balanced,0.54,0.95,orthorhombic,-1.930,0.197,-,11.712,0.211,5.236,5.506,8.124,90.0,90.0,90.0,-7.376
AlCeO3,Al,Ce,FALSE,3,3,0.54,1.01,orthorhombic,-3.190,0.289,0.000,13.608,2.937,5.557,5.574,8.786,90.0,90.0,90.0,-7.106
AlCoO3,Al,Co,FALSE,3,3,0.54,0.61,cubic,-0.957,1.302,0.005,9.363,0.000,3.604,3.604,3.604,90.0,90.0,90.0,-1.991
AlCrO3,Al,Cr,FALSE,3,3,0.54,0.62,cubic,-1.534,1.339,0.541,10.504,0.000,3.745,3.745,3.745,90.0,90.0,90.0,-1.250
AlCsO3,Al,Cs,FALSE,not balanced,not balanced,0.54,1.67,cubic,0.425,2.668,-,17.340,0.000,4.426,4.426,4.426,90.0,90.0,90.0,-12.888
AlCuO3,Al,Cu,FALSE,3,3,0.54,0.54,cubic,-0.668,1.286,-,9.652,0.000,3.641,3.641,3.641,90.0,90.0,90.0,-3.853
AlDyO3,Al,Dy,FALSE,3,3,0.54,0.91,rhombohedral,-3.343,0.244,0.000,13.125,3.763,5.993,5.993,5.993,54.1,54.1,54.1,-6.424
AlErO3,Al,Er,FALSE,3,3,0.54,0.89,orthorhombic,-3.360,0.242,0.000,11.774,3.077,5.328,5.337,8.281,90.0,90.0,90.0,-6.199
AlEuO3,Al,Eu,FALSE,3,3,0.54,0.95,orthorhombic,-2.925,0.180,0.000,12.765,0.226,5.134,5.797,8.578,90.0,90.0,90.0,-8.901
AlFeO3,Al,Fe,FALSE,3,3,0.54,0.65,cubic,-1.125,1.332,0.853,10.496,0.000,3.744,3.744,3.744,90.0,90.0,90.0,-2.445
AlGaO3,Al,Ga,FALSE,3,3,0.54,0.62,cubic,-1.246,1.437,-,10.465,0.000,3.740,3.740,3.740,90.0,90.0,90.0,-3.306
AlGdO3,Al,Gd,FALSE,3,3,0.54,0.94,rhombohedral,-3.316,0.253,0.000,13.622,3.807,6.086,6.086,6.086,53.8,53.8,53.8,-6.621
AlGeO3,Al,Ge,FALSE,not balanced,not balanced,0.54,0.63,cubic,-1.324,1.168,-,10.214,0.000,3.710,3.710,3.710,90.0,90.0,90.0,0.597
AlHfO3,Al,Hf,FALSE,3,3,0.54,0.71,cubic,-2.376,1.031,0.000,13.345,0.000,4.056,4.056,4.056,90.0,90.0,90.0,-0.122
AlHgO3,Al,Hg,FALSE,not balanced,not balanced,0.54,1.11,orthorhombic,-1.560,0.254,-,12.107,0.000,5.190,5.432,8.588,90.0,90.0,90.0,-
AlHoO3,Al,Ho,FALSE,3,3,0.54,0.90,rhombohedral,-3.357,0.238,0.000,12.949,3.715,5.966,5.966,5.966,54.1,54.1,54.1,-6.308
AlInO3,Al,In,FALSE,3,3,0.54,0.80,orthorhombic,-2.354,0.201,-,11.102,1.524,5.220,5.226,8.141,90.0,90.0,90.0,-5.702
AlIrO3,Al,Ir,FALSE,3,3,0.54,0.68,cubic,-0.630,1.482,0.046,11.877,0.000,3.901,3.901,3.901,90.0,90.0,90.0,0.139
AlKO3,Al,K,FALSE,not balanced,not balanced,0.54,1.38,orthorhombic,-1.982,0.285,-,14.152,2.012,5.624,6.743,7.464,90.0,90.0,90.0,-16.374
AlLaO3,Al,La,FALSE,3,3,0.54,1.03,orthorhombic,-3.335,0.226,0.000,13.793,3.690,5.461,5.529,9.137,90.0,90.0,90.0,-6.662
AlLiO3,Al,Li,FALSE,not balanced,not balanced,0.54,0.76,cubic,-0.683,1.686,-,8.215,0.000,3.450,3.450,3.450,90.0,90.0,90.0,-6.246
AlLuO3,Al,Lu,FALSE,3,3,0.54,0.86,rhombohedral,-3.397,0.225,0.000,12.134,3.815,5.786,5.786,5.786,55.1,55.1,55.1,-5.759
AlMgO3,Al,Mg,FALSE,not balanced,not balanced,0.54,0.72,cubic,-1.168,1.691,-,10.399,0.000,3.732,3.732,3.732,90.0,90.0,90.0,-5.359
AlMnO3,Al,Mn,FALSE,3,3,0.54,0.65,cubic,-1.359,1.282,0.690,10.420,0.000,3.735,3.735,3.735,90.0,90.0,90.0,-2.158
AlMoO3,Al,Mo,FALSE,3,3,0.54,0.69,cubic,-1.574,1.028,0.000,12.186,0.000,3.935,3.935,3.935,90.0,90.0,90.0,3.998
AlNaO3,Al,Na,FALSE,not balanced,not balanced,0.54,1.02,orthorhombic,-1.971,0.321,-,11.427,2.090,5.461,5.978,7.002,90.0,90.0,90.0,-11.819
AlNbO3,Al,Nb,FALSE,3,3,0.54,0.72,cubic,-1.999,0.882,-0.001,13.005,0.000,4.021,4.021,4.021,90.0,90.0,90.0,4.777
AlNdO3,Al,Nd,FALSE,3,3,0.54,0.98,orthorhombic,-3.233,0.280,0.000,13.108,3.042,5.495,5.509,8.660,90.0,90.0,90.0,-7.031
AlNiO3,Al,Ni,FALSE,3,3,0.54,0.60,cubic,-0.821,1.308,0.177,9.430,0.000,3.613,3.613,3.613,90.0,90.0,90.0,-3.057
AlNpO3,Al,Np,FALSE,element not in BV,element not in BV,0.54,0.86,orthorhombic,-3.234,0.268,0.800,13.507,1.468,5.448,5.460,9.082,90.0,90.0,90.0,-1.407
AlOsO3,Al,Os,FALSE,element not in BV,element not in BV,0.54,0.57,cubic,-0.857,1.298,0.000,11.825,0.000,3.896,3.896,3.896,90.0,90.0,90.0,1.900
AlPaO3,Al,Pa,FALSE,element not in BV,element not in BV,0.54,0.91,cubic,-2.259,0.768,0.000,16.861,2.193,4.385,4.385,4.385,90.0,90.0,90.0,5.433
AlPbO3,Al,Pb,FALSE,not balanced,not balanced,0.54,0.99,orthorhombic,-1.959,0.291,-,12.675,0.000,5.467,5.475,8.470,90.0,90.0,90.0,-4.904
AlPdO3,Al,Pd,FALSE,3,3,0.54,0.76,cubic,-0.438,1.454,-,11.840,0.000,3.897,3.897,3.897,90.0,90.0,90.0,-3.303
AlPmO3,Al,Pm,FALSE,element not in BV,element not in BV,0.54,0.97,orthorhombic,-3.256,0.274,0.000,12.876,2.970,5.469,5.484,8.587,90.0,90.0,90.0,-6.858
AlPrO3,Al,Pr,FALSE,3,3,0.54,0.99,orthorhombic,-3.213,0.286,0.000,13.347,2.935,5.529,5.537,8.720,90.0,90.0,90.0,-7.082
AlPtO3,Al,Pt,FALSE,element not in BV,element not in BV,0.54,0.67,cubic,-0.417,1.564,0.000,12.279,0.000,3.945,3.945,3.945,90.0,90.0,90.0,-0.923
AlPuO3,Al,Pu,FALSE,element not in BV,element not in BV,0.54,0.83,orthorhombic,-3.306,0.216,1.000,13.362,1.930,5.412,5.435,9.086,90.0,90.0,90.0,-2.763
AlRbO3,Al,Rb,FALSE,not balanced,not balanced,0.54,1.52,cubic,0.710,2.952,-,15.861,0.000,4.296,4.296,4.296,90.0,90.0,90.0,-15.897
AlReO3,Al,Re,FALSE,3,3,0.54,0.63,cubic,-1.244,1.157,0.000,11.971,0.000,3.912,3.912,3.912,90.0,90.0,90.0,3.045
AlRhO3,Al,Rh,FALSE,3,3,0.54,0.67,cubic,-0.666,1.433,0.082,11.614,0.000,3.872,3.872,3.872,90.0,90.0,90.0,-2.563
AlRuO3,Al,Ru,FALSE,3,3,0.54,0.68,cubic,-0.871,1.331,0.212,11.596,0.000,3.870,3.870,3.870,90.0,90.0,90.0,0.576
AlSbO3,Al,Sb,FALSE,3,3,0.54,0.76,cubic,-1.110,1.312,-,12.983,0.000,4.019,4.019,4.019,90.0,90.0,90.0,1.822
AlScO3,Al,Sc,FALSE,3,3,0.54,0.75,cubic,-1.867,1.669,-0.012,12.556,0.000,3.974,3.974,3.974,90.0,90.0,90.0,-4.725
AlSiO3,Al,Si,FALSE,not balanced,not balanced,0.54,0.40,cubic,-1.991,1.033,-,8.794,0.000,3.530,3.530,3.530,90.0,90.0,90.0,5.628
AlSmO3,Al,Sm,FALSE,3,3,0.54,0.96,orthorhombic,-3.267,0.270,0.000,12.728,3.072,5.450,5.462,8.551,90.0,90.0,90.0,-6.818
AlSnO3,Al,Sn,FALSE,not balanced,not balanced,0.54,0.69,cubic,-1.209,1.317,-,12.859,0.000,4.006,4.006,4.006,90.0,90.0,90.0,-1.044
AlSrO3,Al,Sr,FALSE,not balanced,not balanced,0.54,1.18,orthorhombic,-2.765,0.194,-,13.698,0.445,5.259,5.926,8.791,90.0,90.0,90.0,-10.222
AlTaO3,Al,Ta,FALSE,3,3,0.54,0.72,cubic,-2.219,0.753,0.000,12.820,0.000,4.002,4.002,4.002,90.0,90.0,90.0,5.560
AlTbO3,Al,Tb,FALSE,3,3,0.54,0.92,rhombohedral,-3.197,0.251,0.000,13.312,3.738,6.025,6.025,6.025,54.0,54.0,54.0,-6.525
AlTcO3,Al,Tc,FALSE,element not in BV,element not in BV,0.54,0.60,cubic,-1.220,1.178,0.005,11.777,0.000,3.890,3.890,3.890,90.0,90.0,90.0,2.474
AlTeO3,Al,Te,FALSE,not balanced,not balanced,0.54,0.77,cubic,-0.801,1.416,-,13.852,0.000,4.107,4.107,4.107,90.0,90.0,90.0,1.550
AlThO3,Al,Th,FALSE,not balanced,not balanced,0.54,0.94,cubic,-2.164,1.466,-0.156,18.528,0.000,4.525,4.525,4.525,90.0,90.0,90.0,-2.435
AlTiO3,Al,Ti,FALSE,3,3,0.54,0.67,cubic,-2.161,1.032,0.000,11.337,0.000,3.841,3.841,3.841,90.0,90.0,90.0,0.011
AlTlO3,Al,Tl,FALSE,3,3,0.54,0.89,orthorhombic,-1.911,0.190,-,12.152,0.638,5.285,5.410,8.500,90.0,90.0,90.0,-6.702
AlTmO3,Al,Tm,FALSE,3,3,0.54,0.88,rhombohedral,-3.378,0.237,0.000,12.404,3.756,5.828,5.828,5.828,55.1,55.1,55.1,-6.024
AlUO3,Al,U,FALSE,3,3,0.54,1.03,orthorhombic,-2.940,0.452,0.567,13.853,0.000,5.720,5.961,8.125,90.0,90.0,90.0,2.358
AlVO3,Al,V,FALSE,3,3,0.54,0.64,orthorhombic,-2.799,0.149,0.400,9.609,1.470,5.004,5.030,7.636,90.0,90.0,90.0,-0.475
AlWO3,Al,W,FALSE,3,3,0.54,0.66,cubic,-1.670,0.951,0.000,12.242,0.000,3.941,3.941,3.941,90.0,90.0,90.0,4.827
AlYO3,Al,Y,FALSE,3,3,0.54,0.90,rhombohedral,-3.324,0.236,0.000,13.180,3.810,6.003,6.003,6.003,54.1,54.1,54.1,-6.490
AlYbO3,Al,Yb,FALSE,3,3,0.54,0.87,orthorhombic,-2.923,0.124,-,11.845,0.000,5.119,5.580,8.294,90.0,90.0,90.0,-7.558
AlZnO3,Al,Zn,FALSE,not balanced,not balanced,0.54,0.74,cubic,-0.720,1.614,-,10.398,0.000,3.732,3.732,3.732,90.0,90.0,90.0,-5.063
AlZrO3,Al,Zr,FALSE,3,3,0.54,0.72,cubic,-2.183,1.117,0.000,13.936,0.000,4.115,4.115,4.115,90.0,90.0,90.0,-1.156
AsAcO3,As,Ac,FALSE,element not in BV,element not in BV,0.52,1.12,orthorhombic,-2.622,-0.109,0.000,16.601,2.970,5.879,6.527,8.653,90.0,90.0,90.0,-2.465
AsAgO3,As,Ag,FALSE,3,3,0.58,0.75,cubic,0.229,1.337,-,12.735,0.000,3.993,3.993,3.993,90.0,90.0,90.0,-3.674
AsAlO3,As,Al,FALSE,3,3,0.58,0.54,cubic,-1.712,0.644,-,9.746,0.000,3.653,3.653,3.653,90.0,90.0,90.0,1.583
As2O3,As,As,FALSE,3,3,0.58,0.58,cubic,-0.521,0.925,-,11.453,0.000,3.854,3.854,3.854,90.0,90.0,90.0,1.088
AsAuO3,As,Au,FALSE,element not in BV,element not in BV,0.52,0.93,cubic,0.260,1.257,-,13.197,0.000,4.041,4.041,4.041,90.0,90.0,90.0,-1.212
AsBO3,As,B,FALSE,3,3,0.58,0.27,cubic,-0.852,1.183,-,7.706,0.923,3.377,3.377,3.377,90.0,90.0,90.0,2.629
AsBaO3,As,Ba,FALSE,not balanced,not balanced,0.52,1.35,orthorhombic,-2.111,0.232,-,18.140,0.000,5.930,6.407,9.549,90.0,90.0,90.0,-8.868
AsBeO3,As,Be,FALSE,not balanced,not balanced,0.52,0.45,cubic,-1.008,1.015,-,8.407,0.000,3.477,3.477,3.477,90.0,90.0,90.0,-2.418
AsBiO3,As,Bi,FALSE,not balanced,not balanced,0.52,0.90,cubic,-0.330,1.130,-,15.153,0.000,4.231,4.231,4.231,90.0,90.0,90.0,-3.743
AsCaO3,As,Ca,FALSE,not balanced,not balanced,0.52,1.00,orthorhombic,-2.182,0.134,-,13.764,0.000,5.449,5.930,8.520,90.0,90.0,90.0,-8.351
AsCdO3,As,Cd,FALSE,not balanced,not balanced,0.52,0.95,cubic,0.082,1.510,-,13.588,0.000,4.081,4.081,4.081,90.0,90.0,90.0,-5.710
AsCeO3,As,Ce,FALSE,2,4,0.58,0.87,cubic,-0.902,1.665,0.021,18.283,0.000,4.505,4.505,4.505,90.0,90.0,90.0,-7.219
AsCoO3,As,Co,FALSE,3,3,0.58,0.61,cubic,-0.584,0.820,-0.004,9.799,0.000,3.659,3.659,3.659,90.0,90.0,90.0,0.089
AsCrO3,As,Cr,FALSE,3,3,0.58,0.62,cubic,-1.192,0.772,0.591,10.907,0.000,3.792,3.792,3.792,90.0,90.0,90.0,0.789
AsCsO3,As,Cs,FALSE,not balanced,not balanced,0.52,1.67,cubic,0.861,2.563,-,17.457,0.000,4.436,4.436,4.436,90.0,90.0,90.0,-3.766
AsCuO3,As,Cu,FALSE,3,3,0.58,0.54,cubic,-0.301,0.881,-,10.145,0.000,3.702,3.702,3.702,90.0,90.0,90.0,-0.831
AsDyO3,As,Dy,FALSE,3,3,0.58,0.91,cubic,-1.302,1.387,0.038,15.714,0.000,4.283,4.283,4.283,90.0,90.0,90.0,-5.336
AsErO3,As,Er,FALSE,3,3,0.58,0.89,cubic,-1.376,1.295,0.014,15.254,0.000,4.241,4.241,4.241,90.0,90.0,90.0,-4.874
AsEuO3,As,Eu,FALSE,3,3,0.58,0.95,orthorhombic,-2.292,0.022,0.000,14.250,0.000,5.528,5.937,8.683,90.0,90.0,90.0,-8.456
AsFeO3,As,Fe,FALSE,3,3,0.58,0.65,cubic,-0.747,0.805,0.911,10.955,0.000,3.798,3.798,3.798,90.0,90.0,90.0,-0.724
AsGaO3,As,Ga,FALSE,3,3,0.58,0.62,cubic,-0.941,0.832,-,10.821,0.000,3.782,3.782,3.782,90.0,90.0,90.0,-0.391
AsGdO3,As,Gd,FALSE,3,3,0.58,0.94,cubic,-1.220,1.399,-0.001,16.257,0.000,4.332,4.332,4.332,90.0,90.0,90.0,-5.810
AsGeO3,As,Ge,FALSE,2,4,0.58,0.53,cubic,-0.909,0.707,-,10.602,0.000,3.757,3.757,3.757,90.0,90.0,90.0,1.493
AsHfO3,As,Hf,FALSE,2,4,0.58,0.71,cubic,-2.012,0.773,-0.001,13.462,0.000,4.068,4.068,4.068,90.0,90.0,90.0,0.248
AsHgO3,As,Hg,FALSE,not balanced,not balanced,0.52,1.11,cubic,0.404,1.590,-,14.238,0.000,4.145,4.145,4.145,90.0,90.0,90.0,-5.427
AsHoO3,As,Ho,FALSE,3,3,0.58,0.90,cubic,-1.340,1.356,0.016,15.474,0.000,4.261,4.261,4.261,90.0,90.0,90.0,-5.112
AsInO3,As,In,FALSE,3,3,0.58,0.80,cubic,-0.473,1.172,-,13.685,0.000,4.090,4.090,4.090,90.0,90.0,90.0,-3.437
AsIrO3,As,Ir,FALSE,2,4,0.58,0.63,cubic,-0.244,0.958,-0.028,11.930,0.000,3.907,3.907,3.907,90.0,90.0,90.0,0.020
AsKO3,As,K,FALSE,not balanced,not balanced,0.52,1.38,orthorhombic,-1.727,-0.173,-,15.098,3.052,4.836,5.454,11.449,90.0,90.0,90.0,-9.214
AsLaO3,As,La,FALSE,3,3,0.58,1.03,cubic,-1.048,1.603,-0.002,17.892,0.000,4.472,4.472,4.472,90.0,90.0,90.0,-6.720
AsLiO3,As,Li,FALSE,not balanced,not balanced,0.52,0.76,cubic,-0.236,1.588,-,9.144,0.000,3.576,3.576,3.576,90.0,90.0,90.0,-5.543
AsLuO3,As,Lu,FALSE,3,3,0.58,0.86,cubic,-1.487,1.231,0.000,14.534,0.000,4.173,4.173,4.173,90.0,90.0,90.0,-4.140
AsMgO3,As,Mg,FALSE,not balanced,not balanced,0.52,0.72,cubic,-0.852,1.261,-,10.925,0.000,3.794,3.794,3.794,90.0,90.0,90.0,-3.805
AsMnO3,As,Mn,FALSE,2,4,0.58,0.53,cubic,-0.981,0.783,0.734,10.859,0.000,3.787,3.787,3.787,90.0,90.0,90.0,-0.345
AsMoO3,As,Mo,FALSE,2,4,0.58,0.65,cubic,-1.092,0.683,0.003,12.158,0.000,3.932,3.932,3.932,90.0,90.0,90.0,3.029
AsNaO3,As,Na,FALSE,not balanced,not balanced,0.52,1.02,orthorhombic,-1.630,0.131,-,12.895,2.122,5.116,5.131,9.824,90.0,90.0,90.0,-9.344
AsNbO3,As,Nb,FALSE,2,4,0.58,0.68,cubic,-1.530,0.693,0.000,12.927,0.000,4.013,4.013,4.013,90.0,90.0,90.0,2.989
AsNdO3,As,Nd,FALSE,3,3,0.58,0.98,cubic,-1.017,1.601,0.015,17.618,0.000,4.450,4.450,4.450,90.0,90.0,90.0,-6.772
AsNiO3,As,Ni,FALSE,3,3,0.58,0.60,cubic,-0.451,0.973,0.203,9.927,0.000,3.675,3.675,3.675,90.0,90.0,90.0,-0.981
AsNpO3,As,Np,FALSE,element not in BV,element not in BV,0.52,0.86,cubic,-1.576,1.132,0.354,16.535,0.000,4.356,4.356,4.356,90.0,90.0,90.0,0.156
AsOsO3,As,Os,FALSE,element not in BV,element not in BV,0.52,0.57,cubic,-0.414,0.832,0.288,11.876,0.000,3.901,3.901,3.901,90.0,90.0,90.0,0.897
AsPaO3,As,Pa,FALSE,element not in BV,element not in BV,0.52,0.91,cubic,-1.769,0.572,0.001,16.587,0.000,4.361,4.361,4.361,90.0,90.0,90.0,2.575
AsPbO3,As,Pb,FALSE,2,4,0.58,0.78,orthorhombic,-1.311,0.217,-,14.871,0.000,5.617,6.321,8.378,90.0,90.0,90.0,-3.677
AsPdO3,As,Pd,FALSE,2,4,0.58,0.62,cubic,-0.095,1.001,-,12.088,0.000,3.924,3.924,3.924,90.0,90.0,90.0,-0.714
AsPmO3,As,Pm,FALSE,element not in BV,element not in BV,0.52,0.97,cubic,-1.077,1.484,0.015,17.223,0.000,4.416,4.416,4.416,90.0,90.0,90.0,-6.525
AsPrO3,As,Pr,FALSE,2,4,0.58,0.85,cubic,-0.966,1.545,0.008,18.032,0.000,4.484,4.484,4.484,90.0,90.0,90.0,-6.972
AsPtO3,As,Pt,FALSE,element not in BV,element not in BV,0.52,0.67,cubic,-0.053,1.024,-0.009,12.386,0.000,3.956,3.956,3.956,90.0,90.0,90.0,-0.430
AsPuO3,As,Pu,FALSE,element not in BV,element not in BV,0.52,0.83,cubic,-1.563,0.976,0.687,16.230,0.000,4.329,4.329,4.329,90.0,90.0,90.0,1.368
AsRbO3,As,Rb,FALSE,not balanced,not balanced,0.52,1.52,orthorhombic,-1.728,-0.199,-,16.722,3.147,4.944,5.705,11.859,90.0,90.0,90.0,-14.179
AsReO3,As,Re,FALSE,2,4,0.58,0.63,cubic,-0.759,0.761,0.050,11.923,0.000,3.906,3.906,3.906,90.0,90.0,90.0,1.826
AsRhO3,As,Rh,FALSE,3,3,0.58,0.67,cubic,-0.309,0.884,0.001,11.747,0.000,3.887,3.887,3.887,90.0,90.0,90.0,0.027
AsRuO3,As,Ru,FALSE,2,4,0.58,0.62,cubic,-0.462,0.831,0.248,11.724,0.000,3.885,3.885,3.885,90.0,90.0,90.0,0.888
AsSbO3,As,Sb,FALSE,2,4,0.58,0.68,cubic,-0.677,0.847,-,13.103,0.000,4.031,4.031,4.031,90.0,90.0,90.0,1.237
AsScO3,As,Sc,FALSE,3,3,0.58,0.75,cubic,-1.592,1.035,0.000,12.761,0.000,3.996,3.996,3.996,90.0,90.0,90.0,-2.666
AsSiO3,As,Si,FALSE,2,4,0.58,0.40,cubic,-1.501,0.825,-,9.218,0.000,3.585,3.585,3.585,90.0,90.0,90.0,3.579
AsSmO3,As,Sm,FALSE,3,3,0.58,0.96,cubic,-1.116,1.531,0.092,16.964,0.000,4.394,4.394,4.394,90.0,90.0,90.0,-6.305
AsSnO3,As,Sn,FALSE,2,4,0.58,0.69,cubic,-0.849,0.805,-,13.003,0.000,4.021,4.021,4.021,90.0,90.0,90.0,2.506
AsSrO3,As,Sr,FALSE,not balanced,not balanced,0.52,1.18,rhombohedral,-1.924,0.430,-,16.381,0.000,6.254,6.254,6.254,57.7,57.7,57.7,-10.112
AsTaO3,As,Ta,FALSE,2,4,0.58,0.68,cubic,-1.738,0.694,0.000,12.721,0.000,3.992,3.992,3.992,90.0,90.0,90.0,3.720
AsTbO3,As,Tb,FALSE,2,4,0.58,0.76,cubic,-1.131,1.419,0.046,15.982,0.000,4.307,4.307,4.307,90.0,90.0,90.0,-5.570
AsTcO3,As,Tc,FALSE,element not in BV,element not in BV,0.52,0.60,cubic,-0.761,0.751,0.361,11.881,0.000,3.902,3.902,3.902,90.0,90.0,90.0,1.981
AsTeO3,As,Te,FALSE,2,4,0.58,0.97,cubic,-0.364,0.944,-,14.078,0.000,4.129,4.129,4.129,90.0,90.0,90.0,-0.540
AsThO3,As,Th,FALSE,2,4,0.58,0.94,cubic,-1.795,1.229,0.003,18.699,0.000,4.539,4.539,4.539,90.0,90.0,90.0,-3.355
AsTiO3,As,Ti,FALSE,2,4,0.58,0.61,cubic,-1.759,0.669,0.001,11.551,0.000,3.865,3.865,3.865,90.0,90.0,90.0,0.658
AsTlO3,As,Tl,FALSE,3,3,0.58,0.89,cubic,0.134,1.446,-,14.762,0.000,4.195,4.195,4.195,90.0,90.0,90.0,-5.074
AsTmO3,As,Tm,FALSE,3,3,0.58,0.88,cubic,-1.424,1.265,0.010,14.960,0.000,4.213,4.213,4.213,90.0,90.0,90.0,-4.583
AsUO3,As,U,FALSE,2,4,0.58,0.89,cubic,-1.957,0.817,0.040,16.096,0.000,4.318,4.318,4.318,90.0,90.0,90.0,2.774
AsVO3,As,V,FALSE,2,4,0.58,0.58,cubic,-1.241,0.797,-0.004,11.019,0.000,3.805,3.805,3.805,90.0,90.0,90.0,-0.112
AsWO3,As,W,FALSE,3,3,0.58,0.66,cubic,-1.180,0.776,0.000,12.189,0.000,3.935,3.935,3.935,90.0,90.0,90.0,3.385
AsYO3,As,Y,FALSE,3,3,0.58,0.90,cubic,-1.275,1.387,0.015,15.785,0.000,4.289,4.289,4.289,90.0,90.0,90.0,-5.326
AsYbO3,As,Yb,FALSE,3,3,0.58,0.87,orthorhombic,-2.302,0.000,-,13.359,0.000,5.405,5.880,8.406,90.0,90.0,90.0,-7.438
AsZnO3,As,Zn,FALSE,not balanced,not balanced,0.52,0.74,cubic,-0.397,1.175,-,10.853,0.000,3.786,3.786,3.786,90.0,90.0,90.0,-2.795
AsZrO3,As,Zr,FALSE,2,4,0.58,0.72,cubic,-1.825,0.837,-0.004,14.031,0.000,4.124,4.124,4.124,90.0,90.0,90.0,-0.708
AuAcO3,Au,Ac,FALSE,element not in BV,element not in BV,0.93,1.12,orthorhombic,-1.695,0.310,0.000,16.429,0.000,6.075,6.367,8.495,90.0,90.0,90.0,-3.470
AuAgO3,Au,Ag,FALSE,element not in BV,element not in BV,0.93,0.95,cubic,0.579,0.832,-,12.974,0.000,4.018,4.018,4.018,90.0,90.0,90.0,-3.603
AuAlO3,Au,Al,FALSE,element not in BV,element not in BV,0.93,0.54,cubic,-1.196,0.578,-,10.264,0.000,3.716,3.716,3.716,90.0,90.0,90.0,-1.241
AuAsO3,Au,As,FALSE,element not in BV,element not in BV,0.93,0.52,cubic,-0.389,0.607,-,11.002,0.000,3.803,3.803,3.803,90.0,90.0,90.0,0.397
Au2O3,Au,Au,FALSE,element not in BV,element not in BV,0.93,0.93,cubic,0.530,0.812,-,13.290,0.000,4.050,4.050,4.050,90.0,90.0,90.0,-1.224
AuBO3,Au,B,FALSE,element not in BV,element not in BV,0.93,0.27,cubic,-0.121,1.331,-,8.321,0.000,3.465,3.465,3.465,90.0,90.0,90.0,-1.958
AuBaO3,Au,Ba,FALSE,element not in BV,element not in BV,0.93,1.35,orthorhombic,-1.078,0.454,-,18.419,0.000,6.373,6.545,8.831,90.0,90.0,90.0,-8.078
AuBeO3,Au,Be,FALSE,element not in BV,element not in BV,0.93,0.45,cubic,-0.464,0.863,-,8.826,0.000,3.534,3.534,3.534,90.0,90.0,90.0,-3.349
AuBiO3,Au,Bi,FALSE,element not in BV,element not in BV,0.93,0.90,cubic,-0.315,0.590,-,14.673,0.000,4.186,4.186,4.186,90.0,90.0,90.0,-1.046
AuCaO3,Au,Ca,FALSE,element not in BV,element not in BV,0.93,1.00,cubic,-0.159,1.410,-,15.594,0.000,4.272,4.272,4.272,90.0,90.0,90.0,-7.850
AuCdO3,Au,Cd,FALSE,element not in BV,element not in BV,0.93,0.95,cubic,0.412,1.047,-,13.937,0.000,4.115,4.115,4.115,90.0,90.0,90.0,-6.003
AuCeO3,Au,Ce,FALSE,element not in BV,element not in BV,0.93,0.94,cubic,-0.821,1.097,0.332,17.968,0.000,4.479,4.479,4.479,90.0,90.0,90.0,-5.049
AuCoO3,Au,Co,FALSE,element not in BV,element not in BV,0.93,0.63,cubic,-0.071,0.697,-0.009,10.600,0.000,3.756,3.756,3.756,90.0,90.0,90.0,-2.143
AuCrO3,Au,Cr,FALSE,element not in BV,element not in BV,0.93,0.58,cubic,-0.846,0.536,0.200,11.067,0.000,3.811,3.811,3.811,90.0,90.0,90.0,-0.144
AuCsO3,Au,Cs,FALSE,element not in BV,element not in BV,0.93,1.67,cubic,0.842,1.586,-,16.659,0.000,4.367,4.367,4.367,90.0,90.0,90.0,-2.538
